"SiteCode","Year","Treatment","Transect","Distance","Emerged","Reproduced","Fecundity","Biomass","fecundityflag","notesFlag","Lat","Lon","prcp.Spr","tmean.Spr","swe_mean.Spr","prcp.Win","tmean.Win","swe_mean.Win","prcp.Fall","tmean.Fall","swe_mean.Fall","annualgrass","annualforb","unknown","perennialforb","perennialgrass","shrub","groundcover","biocrust"
"GreenCanyon",2023,"control","W",4.8,"N","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,10,0,0,0,10,0,80,0
"GreenCanyon",2023,"control","W",5,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,10,20,0,0,0,0,70,0
"GreenCanyon",2023,"control","W",5.2,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,1,40,0,10,0,0,50,0
"GreenCanyon",2023,"control","W",5.4,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,5,10,0,0,10,0,75,0
"GreenCanyon",2023,"control","W",5.6,"Y","Y",3,0.004,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,15,10,0,0,15,0,60,0
"GreenCanyon",2023,"control","W",5.8,"Y","Y",3,0.012,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,10,0,0,0,10,0,80,0
"GreenCanyon",2023,"control","W",6,"N","N",0,NA,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,5,6,0,0,0,0,90,0
"GreenCanyon",2023,"control","W",6.2,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,15,10,0,10,10,0,55,0
"GreenCanyon",2023,"control","W",6.4,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,5,10,0,10,5,0,70,0
"GreenCanyon",2023,"control","W",6.6,"N","N",0,NA,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,5,0,0,10,0,0,85,0
"GreenCanyon",2023,"control","W",6.8,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,5,15,0,10,0,0,70,0
"GreenCanyon",2023,"control","W",7,"N","N",0,NA,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,100,0,10,0,0,0,0
"GreenCanyon",2023,"control","W",7.2,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,100,0,0,0,0,0,0
"GreenCanyon",2023,"control","W",7.4,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,1,41,0,20,0,0,40,0
"GreenCanyon",2023,"control","W",7.6,"N","N",0,NA,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,5,5,0,15,5,0,70,0
"GreenCanyon",2023,"control","W",7.8,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,6,0,0,25,5,0,65,0
"GreenCanyon",2023,"control","W",8,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,10,5,0,10,0,0,75,0
"GreenCanyon",2023,"control","W",8.2,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,2,5,0,5,1,0,90,0
"GreenCanyon",2023,"control","W",8.4,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,10,0,0,20,0,0,70,0
"GreenCanyon",2023,"control","W",8.6,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,15,0,0,25,0,0,60,0
"GreenCanyon",2023,"control","W",8.8,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,10,0,0,0,0,0,90,0
"GreenCanyon",2023,"control","W",9,"N","N",0,NA,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,5,0,0,25,5,0,65,0
"GreenCanyon",2023,"control","W",9.2,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,10,0,0,5,5,0,80,0
"GreenCanyon",2023,"control","W",9.4,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,5,0,0,15,2,0,80,0
"GreenCanyon",2023,"control","W",9.6,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,10,0,0,35,0,0,55,0
"GreenCanyon",2023,"control","W",9.8,"N","N",0,NA,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,5,1,0,15,0,0,80,0
"GreenCanyon",2023,"control","W",10,"N","N",0,NA,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,5,5,0,15,0,0,75,0
"GreenCanyon",2023,"removal","E",2.2,"N","N",0,NA,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,0,0,0,0,0,100,0
"GreenCanyon",2023,"removal","E",2.4,"N","N",0,NA,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,0,0,0,0,0,100,0
"GreenCanyon",2023,"removal","E",2.6,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,0,0,0,0,0,100,0
"GreenCanyon",2023,"removal","E",2.8,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,5,0,0,0,0,0,95,0
"GreenCanyon",2023,"removal","E",3,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,5,25,0,0,5,0,115,0
"GreenCanyon",2023,"removal","E",3.2,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,10,0,0,0,0,90,0
"GreenCanyon",2023,"removal","E",3.4,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,5,0,0,0,0,95,0
"GreenCanyon",2023,"removal","E",3.6,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,2,5,0,0,0,2,91,0
"GreenCanyon",2023,"removal","E",3.8,"N","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,4,0,0,0,0,0,96,0
"GreenCanyon",2023,"removal","E",4,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,5,0,0,0,0,0,95,0
"GreenCanyon",2023,"removal","E",4.2,"N","N",0,NA,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,0,0,0,0,0,100,0
"GreenCanyon",2023,"removal","E",4.4,"N","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,2,0,0,0,0,0,98,0
"GreenCanyon",2023,"removal","E",4.6,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,12,0,0,0,0,0,90,0
"GreenCanyon",2023,"removal","E",5,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,2,0,0,0,0,0,100,0
"GreenCanyon",2023,"removal","E",5.2,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,5,0,0,0,0,0,95,0
"GreenCanyon",2023,"removal","E",5.4,"N","N",0,NA,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,2,0,0,0,0,0,98,0
"GreenCanyon",2023,"removal","E",5.6,"N","N",0,NA,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,0,0,0,0,1,99,0
"GreenCanyon",2023,"removal","E",5.8,"N","N",0,NA,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,0,0,0,5,0,95,0
"GreenCanyon",2023,"removal","E",6,"N","N",0,NA,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,0,0,0,0,0,100,0
"GreenCanyon",2023,"removal","E",6.2,"N","N",0,NA,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,0,0,0,0,0,100,0
"GreenCanyon",2023,"removal","E",6.4,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,2,2,0,0,0,0,96,0
"GreenCanyon",2023,"removal","E",6.6,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,2,5,0,0,0,0,93,0
"GreenCanyon",2023,"removal","E",6.8,"N","N",0,NA,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,2,2,0,0,0,0,96,0
"GreenCanyon",2023,"removal","E",7,"N","N",0,NA,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,5,0,0,0,0,95,0
"GreenCanyon",2023,"removal","N",2.2,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,0,0,0,0,0,100,0
"GreenCanyon",2023,"removal","N",2.4,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,0,0,0,0,0,100,0
"GreenCanyon",2023,"removal","N",2.6,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,0,0,0,0,0,100,0
"GreenCanyon",2023,"removal","N",2.8,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,0,0,5,0,0,95,0
"GreenCanyon",2023,"removal","N",3,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,0,0,15,0,0,85,0
"GreenCanyon",2023,"removal","N",3.2,"N","N",0,NA,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,0,0,5,0,0,95,0
"GreenCanyon",2023,"removal","N",3.4,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,0,0,0,0,0,100,0
"GreenCanyon",2023,"removal","N",3.6,"N","N",0,NA,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,10,0,5,0,0,85,0
"GreenCanyon",2023,"removal","N",3.8,"N","N",0,NA,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,10,0,15,0,0,75,0
"GreenCanyon",2023,"removal","N",4,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,20,0,5,5,0,70,0
"GreenCanyon",2023,"removal","N",4.2,"Y","Y",16,0.027,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,10,0,5,0,0,85,0
"GreenCanyon",2023,"removal","N",4.4,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,5,10,0,0,0,15,70,0
"GreenCanyon",2023,"removal","N",4.6,"N","N",0,NA,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,10,0,5,0,5,80,0
"GreenCanyon",2023,"removal","N",4.8,"Y","Y",70,0.158,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,2,0,0,5,0,95,0
"GreenCanyon",2023,"removal","N",5,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,5,0,5,0,0,90,0
"GreenCanyon",2023,"removal","N",5.2,"Y","Y",4,0.009,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,6,20,0,0,0,0,75,0
"GreenCanyon",2023,"removal","N",5.4,"Y","Y",14,0.023,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,2,10,0,0,0,0,90,0
"GreenCanyon",2023,"removal","N",5.6,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,2,0,0,0,0,100,0
"GreenCanyon",2023,"removal","N",5.8,"N","missing",NA,NA,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,NA,NA,NA,NA,NA,NA,NA,NA
"GreenCanyon",2023,"removal","N",6.2,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,5,2,0,0,0,0,95,0
"GreenCanyon",2023,"removal","N",6.4,"Y","Y",23,0.03,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,5,15,0,0,0,0,80,0
"GreenCanyon",2023,"removal","N",6.6,"N","N",0,NA,0,NA,41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,1,15,0,5,0,0,80,0
"GreenCanyon",2023,"removal","N",6.8,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,2,0,0,0,0,0,100,0
"GreenCanyon",2023,"removal","N",7,"Y","N",0,NA,0,"",41.766018,-111.789327,146.89,11.7545294117647,18.1463529411765,294.8,-4.24231182795699,40.9775268817204,147.52,1.50945054945055,4.20318681318681,0,2,0,10,0,0,90,0
"HardwareRanch",2022,"control","S",0.2,"Y","N",0,NA,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,1,5,0,0,2,0,92,0
"HardwareRanch",2022,"control","S",0.4,"Y","Y",13,0.026,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,0,0,0,5,1,30,94,0
"HardwareRanch",2022,"control","S",0.6,"N","missing",NA,NA,0,"",41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,NA,NA,NA,NA,NA,NA,NA,NA
"HardwareRanch",2022,"control","S",0.8,"N","Y",2,0.005,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,2,2,0,0,5,25,66,0
"HardwareRanch",2022,"control","S",1,"Y","N",0,NA,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,5,2,0,5,0,10,78,0
"HardwareRanch",2022,"control","S",1.2,"Y","N",0,NA,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,10,10,0,0,0,100,0,0
"HardwareRanch",2022,"control","S",1.4,"Y","N",0,NA,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,2,15,0,0,0,50,33,0
"HardwareRanch",2022,"control","S",1.6,"Y","N",0,NA,0,"",41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,1,5,0,0,0,0,94,0
"HardwareRanch",2022,"control","S",1.8,"Y","N",0,NA,0,"",41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,5,5,0,0,0,0,90,0
"HardwareRanch",2022,"control","S",2,"Y","Y",3,0.006,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,2,0,0,0,0,5,93,0
"HardwareRanch",2022,"control","S",2.2,"Y","N",0,NA,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,5,0,0,0,0,0,95,0
"HardwareRanch",2022,"control","S",2.4,"Y","N",0,NA,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,0,0,0,0,0,0,100,0
"HardwareRanch",2022,"control","S",2.6,"Y","N",0,NA,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,1,1,0,0,0,15,83,0
"HardwareRanch",2022,"control","S",2.8,"N","N",0,NA,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,1,5,0,0,25,0,69,0
"HardwareRanch",2022,"control","S",3,"N","missing",NA,NA,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,NA,NA,NA,NA,NA,NA,NA,NA
"HardwareRanch",2022,"control","S",3.2,"Y","N",0,NA,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,1,0,0,1,5,0,93,0
"HardwareRanch",2022,"control","S",3.4,"Y","N",0,NA,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,15,0,0,10,5,0,70,0
"HardwareRanch",2022,"control","S",3.6,"Y","N",0,NA,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,5,6,0,0,5,0,84,0
"HardwareRanch",2022,"control","S",3.8,"Y","N",0,NA,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,10,5,0,0,10,20,75,0
"HardwareRanch",2022,"control","S",4,"Y","N",0,NA,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,0,0,0,10,5,100,0,0
"HardwareRanch",2022,"control","S",4.2,"Y","N",0,NA,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,1,1,0,5,5,0,88,0
"HardwareRanch",2022,"control","S",4.4,"N","N",0,NA,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,1,2,0,5,5,0,87,0
"HardwareRanch",2022,"control","S",4.6,"N","missing",NA,NA,0,"",41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,NA,NA,NA,NA,NA,NA,NA,NA
"HardwareRanch",2022,"control","S",4.8,"N","N",0,NA,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,1,0,0,25,5,0,69,0
"HardwareRanch",2022,"control","S",5,"Y","N",0,NA,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,0,0,0,10,40,0,50,0
"HardwareRanch",2022,"control","S",5.2,"Y","N",0,NA,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,2,0,0,15,20,0,63,0
"HardwareRanch",2022,"control","S",5.4,"Y","N",0,NA,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,2,0,0,10,15,0,73,0
"HardwareRanch",2022,"control","S",5.6,"Y","Y",2,0.008,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,2,2,0,0,5,0,91,0
"HardwareRanch",2022,"control","S",5.8,"Y","N",0,NA,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,1,0,0,0,30,15,54,0
"HardwareRanch",2022,"control","S",6,"Y","N",0,NA,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,0,0,0,0,15,10,75,0
"HardwareRanch",2022,"control","S",6.2,"Y","Y",4,0.005,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,0,1,0,20,20,0,59,0
"HardwareRanch",2022,"control","S",6.4,"Y","N",0,NA,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,0,2,0,5,5,0,15,73
"HardwareRanch",2022,"control","S",6.6,"Y","Y",7,0.021,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,5,5,0,15,5,0,30,55
"HardwareRanch",2022,"control","S",6.8,"Y","N",0,NA,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,0,2,0,25,5,0,68,0
"HardwareRanch",2022,"control","S",7,"Y","N",0,NA,0,NA,41.613286,-111.567217,119.42,9.26411764705882,1.22435294117647,69.18,-2.45629032258065,29.557311827957,225.56,3.28318681318681,1.8110989010989,0,5,0,25,2,0,68,0
