"sitecode","year","transect","treatment","distance_m","species","cover","litter_depth_cm","notes"
"FtK_Lone_Pine",2021,"E","control",10,"Bromus tectorum","5",NA,NA
"FtK_Lone_Pine",2021,"E","control",10,"Pascopyrum smithii","10",NA,NA
"FtK_Lone_Pine",2021,"S","removal",2.2,"Litter","100",NA,NA
"FtK_Lone_Pine",2021,"S","removal",2.4,"Litter","100",NA,NA
"FtK_Lone_Pine",2021,"S","removal",2.6,"Litter","100",NA,NA
"FtK_Lone_Pine",2021,"S","removal",2.8,"Litter","95",NA,NA
"FtK_Lone_Pine",2021,"S","removal",2.8,"Bare","5",NA,NA
"FtK_Lone_Pine",2021,"S","removal",3,"Litter","95",NA,NA
"FtK_Lone_Pine",2021,"S","removal",3,"Bare","5",NA,NA
"FtK_Lone_Pine",2021,"S","removal",3.2,"Litter","85",NA,NA
"FtK_Lone_Pine",2021,"S","removal",3.2,"Bare","15",NA,NA
"FtK_Lone_Pine",2021,"S","removal",3.4,"Litter","100",NA,NA
"FtK_Lone_Pine",2021,"S","removal",3.6,"Litter","100",NA,NA
"FtK_Lone_Pine",2021,"S","removal",3.8,"Litter","100",NA,NA
"FtK_Lone_Pine",2021,"S","removal",4,"Litter","100",NA,NA
"FtK_Lone_Pine",2021,"S","removal",4.2,"Litter","95",NA,NA
"FtK_Lone_Pine",2021,"S","removal",4.2,"Bare","5",NA,NA
"FtK_Lone_Pine",2021,"S","removal",4.4,"Litter","75",NA,NA
"FtK_Lone_Pine",2021,"S","removal",4.4,"Bare","25",NA,NA
"FtK_Lone_Pine",2021,"S","removal",4.6,"Litter","95",NA,NA
"FtK_Lone_Pine",2021,"S","removal",4.6,"Bare","5",NA,NA
"FtK_Lone_Pine",2021,"S","removal",4.8,"Litter","85",NA,NA
"FtK_Lone_Pine",2021,"S","removal",4.8,"Bare","15",NA,NA
"FtK_Lone_Pine",2021,"S","removal",5,"Litter","80",NA,NA
"FtK_Lone_Pine",2021,"S","removal",5,"Bare","20",NA,NA
"FtK_Lone_Pine",2021,"S","removal",5.2,"Litter","75",NA,NA
"FtK_Lone_Pine",2021,"S","removal",5.2,"Bare","25",NA,NA
"FtK_Lone_Pine",2021,"S","removal",5.4,"Litter","100",NA,NA
"FtK_Lone_Pine",2021,"S","removal",5.6,"Litter","100",NA,NA
"FtK_Lone_Pine",2021,"S","removal",5.8,"Litter","95",NA,NA
"FtK_Lone_Pine",2021,"S","removal",5.8,"Bare","5",NA,NA
"FtK_Lone_Pine",2021,"S","removal",6,"Litter","100",NA,NA
"FtK_Lone_Pine",2021,"S","removal",6.2,"Litter","95",NA,NA
"FtK_Lone_Pine",2021,"S","removal",6.2,"Bare","5",NA,NA
"FtK_Lone_Pine",2021,"S","removal",6.4,"Litter","100",NA,NA
"FtK_Lone_Pine",2021,"S","removal",6.6,"Litter","100",NA,NA
"FtK_Lone_Pine",2021,"S","removal",6.8,"Litter","95",NA,NA
"FtK_Lone_Pine",2021,"S","removal",6.8,"Bare","5",NA,NA
"FtK_Lone_Pine",2021,"S","removal",7,"Litter","40",NA,NA
"FtK_Lone_Pine",2021,"S","removal",7,"Bare","60",NA,NA
"FtK_Lone_Pine",2021,"W","removal",2.2,"Litter","100",NA,NA
"FtK_Lone_Pine",2021,"W","removal",2.4,"Litter","100",NA,NA
"FtK_Lone_Pine",2021,"W","removal",2.6,"Litter","100",NA,NA
"FtK_Lone_Pine",2021,"W","removal",2.8,"Litter","80",NA,NA
"FtK_Lone_Pine",2021,"W","removal",2.8,"Bare","20",NA,NA
"FtK_Lone_Pine",2021,"W","removal",3,"Litter","80",NA,NA
"FtK_Lone_Pine",2021,"W","removal",3,"Bare","20",NA,NA
"FtK_Lone_Pine",2021,"W","removal",3.2,"Litter","90",NA,NA
"FtK_Lone_Pine",2021,"W","removal",3.2,"Bare","10",NA,NA
"FtK_Lone_Pine",2021,"W","removal",3.4,"Litter","95",NA,NA
"FtK_Lone_Pine",2021,"W","removal",3.4,"Bare","5",NA,NA
"FtK_Lone_Pine",2021,"W","removal",3.6,"Litter","100",NA,NA
"FtK_Lone_Pine",2021,"W","removal",3.8,"Litter","95",NA,NA
"FtK_Lone_Pine",2021,"W","removal",3.8,"Bare","5",NA,NA
"FtK_Lone_Pine",2021,"W","removal",4,"Litter","100",NA,NA
"FtK_Lone_Pine",2021,"W","removal",4.2,"Litter","100",NA,NA
"FtK_Lone_Pine",2021,"W","removal",4.4,"Litter","10",NA,NA
"FtK_Lone_Pine",2021,"W","removal",4.4,"Bare","90",NA,NA
"FtK_Lone_Pine",2021,"W","removal",4.6,"Litter","25",NA,NA
"FtK_Lone_Pine",2021,"W","removal",4.6,"Bare","75",NA,NA
"FtK_Lone_Pine",2021,"W","removal",4.8,"Litter","85",NA,NA
"FtK_Lone_Pine",2021,"W","removal",4.8,"Bare","15",NA,NA
"FtK_Lone_Pine",2021,"W","removal",5,"Litter","65",NA,NA
"FtK_Lone_Pine",2021,"W","removal",5,"Bare","35",NA,NA
"FtK_Lone_Pine",2021,"W","removal",5.2,"Litter","70",NA,NA
"FtK_Lone_Pine",2021,"W","removal",5.2,"Bare","30",NA,NA
"FtK_Lone_Pine",2021,"W","removal",5.4,"Litter","80",NA,NA
"FtK_Lone_Pine",2021,"W","removal",5.4,"Bare","20",NA,NA
"FtK_Lone_Pine",2021,"W","removal",5.6,"Litter","95",NA,NA
"FtK_Lone_Pine",2021,"W","removal",5.6,"Bare","5",NA,NA
"FtK_Lone_Pine",2021,"W","removal",5.8,"Litter","80",NA,NA
"FtK_Lone_Pine",2021,"W","removal",5.8,"Bare","20",NA,NA
"FtK_Lone_Pine",2021,"W","removal",6,"Litter","75",NA,NA
"FtK_Lone_Pine",2021,"W","removal",6,"Bare","25",NA,NA
"FtK_Lone_Pine",2021,"W","removal",6.2,"Litter","30",NA,NA
"FtK_Lone_Pine",2021,"W","removal",6.2,"Bare","70",NA,NA
"FtK_Lone_Pine",2021,"W","removal",6.4,"Litter","95",NA,NA
"FtK_Lone_Pine",2021,"W","removal",6.4,"Bare","5",NA,NA
"FtK_Lone_Pine",2021,"W","removal",6.6,"Litter","70",NA,NA
"FtK_Lone_Pine",2021,"W","removal",6.6,"Bare","30",NA,NA
"FtK_Lone_Pine",2021,"W","removal",6.8,"Litter","90",NA,NA
"FtK_Lone_Pine",2021,"W","removal",6.8,"Bare","10",NA,NA
"FtK_Lone_Pine",2021,"W","removal",7,"Litter","80",NA,NA
"FtK_Lone_Pine",2021,"W","removal",7,"Bare","20",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",0.2,"Litter","85",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",0.2,"Bromus tectorum","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",0.2,"Pascopyrum smithii","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",0.4,"Litter","70",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",0.4,"Moss","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",0.4,"Lichen","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",0.4,"Bromus tectorum","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",0.4,"Pascopyrum smithii","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",0.6,"Litter","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",0.6,"Bare","40",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",0.6,"Bromus japonicus","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",0.6,"Bromus tectorum","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",0.6,"Pascopyrum smithii","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",0.6,"Bouteloua gracilis","15",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",0.6,"Hesperostipa comata","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",0.8,"Litter","50",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",0.8,"Lichen","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",0.8,"Bromus tectorum","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",0.8,"Pascopyrum smithii","15",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",0.8,"Bouteloua gracilis","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",0.8,"Hesperostipa comata","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",0.8,"Taraxacum officinale","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",1,"Litter","65",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",1,"Bromus tectorum","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",1,"Pascopyrum smithii","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",1,"Bouteloua gracilis","20",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",1.2,"Litter","65",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",1.2,"Lichen","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",1.2,"Bromus tectorum","20",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",1.2,"Pascopyrum smithii","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",1.4,"Litter","50",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",1.4,"Moss","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",1.4,"Lichen","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",1.4,"Bromus tectorum","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",1.4,"Bouteloua gracilis","20",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",1.4,"Taraxacum officinale","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",1.6,"Litter","60",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",1.6,"Moss","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",1.6,"Bromus tectorum","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",1.6,"Bouteloua gracilis","15",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",1.6,"Taraxacum officinale","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",1.8,"Litter","40",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",1.8,"Bare","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",1.8,"Moss","30",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",1.8,"Lichen","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",1.8,"Bromus tectorum","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",1.8,"Pascopyrum smithii","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",1.8,"Tragopogon dubius","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",2,"Litter","60",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",2,"Bromus tectorum","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",2,"Pascopyrum smithii","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",2,"Bouteloua gracilis","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",2,"Poa secunda","15",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",2.2,"Litter","55",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",2.2,"Moss","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",2.2,"Bromus tectorum","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",2.2,"Pascopyrum smithii","20",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",2.2,"Bouteloua gracilis","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",2.4,"Litter","75",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",2.4,"Lichen","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",2.4,"Bromus tectorum","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",2.4,"Pascopyrum smithii","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",2.4,"Bouteloua gracilis","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",2.6,"Litter","65",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",2.6,"Lichen","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",2.6,"Bromus tectorum","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",2.6,"Pascopyrum smithii","20",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",2.8,"Litter","80",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",2.8,"Bromus tectorum","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",2.8,"Pascopyrum smithii","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",3,"Litter","65",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",3,"Bromus tectorum","15",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",3,"Pascopyrum smithii","20",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",3.2,"Litter","80",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",3.2,"Bromus tectorum","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",3.2,"Pascopyrum smithii","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",3.2,"Hesperostipa comata","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",3.4,"Litter","70",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",3.4,"Bromus tectorum","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",3.4,"Pascopyrum smithii","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",3.4,"Bouteloua gracilis","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",3.6,"Litter","65",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",3.6,"Bromus tectorum","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",3.6,"Pascopyrum smithii","15",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",3.6,"Bouteloua gracilis","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",3.6,"Androsace occidentalis","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",3.8,"Litter","65",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",3.8,"Bromus tectorum","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",3.8,"Pascopyrum smithii","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",3.8,"Bouteloua gracilis","15",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",3.8,"Taraxacum officinale","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",4,"Litter","65",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",4,"Lichen","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",4,"Bromus tectorum","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",4,"Pascopyrum smithii","15",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",4,"Bouteloua gracilis","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",4.2,"Litter","65",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",4.2,"Bromus tectorum","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",4.2,"Bouteloua gracilis","30",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",4.4,"Litter","75",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",4.4,"Bare","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",4.4,"Bromus tectorum","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",4.4,"Pascopyrum smithii","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",4.6,"Litter","60",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",4.6,"Bromus tectorum","15",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",4.6,"Pascopyrum smithii","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",4.6,"Bouteloua gracilis","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",4.6,"Taraxacum officinale","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",4.8,"Litter","70",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",4.8,"Bare","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",4.8,"Bromus tectorum","15",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",4.8,"Pascopyrum smithii","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",5,"Litter","70",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",5,"Bare","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",5,"Lichen","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",5,"Bromus japonicus","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",5,"Bromus tectorum","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",5,"Pascopyrum smithii","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",5.2,"Litter","50",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",5.2,"Bare","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",5.2,"Moss","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",5.2,"Lichen","20",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",5.2,"Bromus tectorum","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",5.2,"Pascopyrum smithii","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",5.4,"Litter","30",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",5.4,"Bromus tectorum","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",5.4,"Pascopyrum smithii","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",5.4,"Arabis puberula","50",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",5.6,"Litter","70",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",5.6,"Lichen","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",5.6,"Bromus tectorum","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",5.6,"Pascopyrum smithii","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",5.6,"Bouteloua gracilis","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",5.8,"Litter","75",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",5.8,"Bromus tectorum","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",5.8,"Pascopyrum smithii","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",5.8,"Bouteloua gracilis","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",5.8,"Hesperostipa comata","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",6,"Litter","55",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",6,"Bromus tectorum","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",6,"Pascopyrum smithii","15",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",6,"Bouteloua gracilis","20",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",6.2,"Litter","80",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",6.2,"Lichen","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",6.2,"Bromus tectorum","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",6.2,"Bouteloua gracilis","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",6.2,"Taraxacum officinale","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",6.4,"Litter","70",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",6.4,"Bare","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",6.4,"Lichen","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",6.4,"Bromus tectorum","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",6.4,"Pascopyrum smithii","15",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",6.6,"Litter","50",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",6.6,"Moss","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",6.6,"Lichen","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",6.6,"Bromus tectorum","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",6.6,"Pascopyrum smithii","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",6.6,"Bouteloua gracilis","20",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",6.8,"Litter","60",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",6.8,"Bromus japonicus","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",6.8,"Bromus tectorum","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",6.8,"Tragopogon dubius","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",6.8,"Pascopyrum smithii","15",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",6.8,"Bouteloua gracilis","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",7,"Litter","75",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",7,"Lichen","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",7,"Bromus tectorum","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",7,"Pascopyrum smithii","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",7,"Hesperostipa comata","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",7,"Taraxacum officinale","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",7.2,"Litter","75",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",7.2,"Lichen","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",7.2,"Bromus tectorum","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",7.2,"Pascopyrum smithii","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",7.2,"Bouteloua gracilis","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",7.4,"Litter","75",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",7.4,"Lichen","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",7.4,"Bromus tectorum","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",7.4,"Pascopyrum smithii","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",7.4,"Poa secunda","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",7.6,"Litter","35",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",7.6,"Lichen","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",7.6,"Arabis puberula","60",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",7.8,"Litter","80",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",7.8,"Lichen","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",7.8,"Bromus tectorum","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",7.8,"Pascopyrum smithii","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",8,"Litter","70",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",8,"Bromus tectorum","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",8,"Pascopyrum smithii","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",8,"Hesperostipa comata","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",8,"Poa secunda","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",8.2,"Litter","70",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",8.2,"Lichen","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",8.2,"Bromus tectorum","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",8.2,"Pascopyrum smithii","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",8.4,"Litter","40",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",8.4,"Bromus tectorum","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",8.4,"Pascopyrum smithii","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",8.4,"Arabis puberula","40",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",8.6,"Litter","85",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",8.6,"Bromus japonicus","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",8.6,"Bromus tectorum","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",8.6,"Pascopyrum smithii","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",8.8,"Litter","70",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",8.8,"Bare","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",8.8,"Lichen","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",8.8,"Bromus tectorum","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",8.8,"Pascopyrum smithii","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",9,"Litter","80",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",9,"Bare","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",9,"Lichen","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",9,"Bromus tectorum","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",9,"Pascopyrum smithii","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",9.2,"Litter","70",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",9.2,"Bare","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",9.2,"Bromus tectorum","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",9.2,"Pascopyrum smithii","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",9.4,"Litter","70",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",9.4,"Lichen","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",9.4,"Bromus tectorum","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",9.4,"Tragopogon dubius","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",9.4,"Pascopyrum smithii","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",9.4,"Taraxacum officinale","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",9.6,"Litter","75",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",9.6,"Bare","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",9.6,"Lichen","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",9.6,"Bromus tectorum","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",9.6,"Pascopyrum smithii","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",9.6,"Arabis puberula","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",9.8,"Litter","80",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",9.8,"Bromus tectorum","10",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",9.8,"Pascopyrum smithii","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",9.8,"Hesperostipa comata","5",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",10,"Litter","95",NA,NA
"FtK_Cottonwood_Coulee",2021,"W","control",10,"Bromus tectorum","5",NA,NA
