Site,Date,Plot,Density,Albedo,x,y,genotype,growout,source,lat,lon,Live,V,height,Length_mm,tillers,biomass_whole,seed_count_whole,seed_mass_whole,inflor_mass,biomass_sub,seed_count_sub,seed_mass_sub,drop_seed,notes,
SheepStation,,6,low,black,7,3,18,Re,Adler18,40.86,-114.22,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,6,low,black,7,4,39,Re,Copeland05,42.27,-118.71,Y,FP/FG,22.3,223,8,0.8,,,1.64,0.04,50,0.1,N,,
SheepStation,,6,low,black,7,5,102,Re,Shriver02,48,-114.04,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,6,low,black,8,1,43,Re,Downs02,46.25045,-119.53334,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,6,low,black,8,2,57,Re,JackieOtt6,43.84,-101.94,Y,FP/FG,34.5,345,5,0.8,,,2.06,0.02,50,0.13,N,,
SheepStation,,6,low,black,8,3,72,Re,Pyke3,44.60456358,-120.1924183,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,6,low,black,8,4,100,Lo,Chynoweth08,40.640878,-109.48689,Y,FG/FP,21.5,215,8,0.68,,,1.26,0.02,50,0.16,N,BROKEN TILLER,
SheepStation,6/29/2022,6,low,black,8,5,53,Re,Hufft2,39.547444,-105.102111,Y,FG_FP,16.8,168,6,0.38,,,1.42,0.04,50,0.14,N,,
SheepStation,,6,low,black,9,1,31,Re,Uzra1,40.35,-119.34,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,6,low,black,9,2,82,Re,Pyle019,44.57,-119.65,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,6,low,black,9,3,92,Re,Symstad4,43.71,-102.58,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,6,low,black,9,4,30,Re,Chambers02,39.95,-118.76,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,6,low,black,9,5,35,Re,Chambers07,43.94,-116.19,N,NA,NA,NA,,,,,,,,,,,
SheepStation,6/29/2022,6,low,black,10,1,101,Re,Shriver01,34.06,-116.22,Y,FG_FP,14.1,141,3,0.14,,,0.66,0.02,50,0.12,N,,
SheepStation,7/7/2022,6,low,black,10,2,56,Re,JackieOtt5,43.78,-102.61,Y,FP/FG,24.2,242,10,0.75,,,1.82,0.02,50,0.13,N,,
SheepStation,,6,low,black,10,3,89,Re,Symstad1,44.59,-104.71,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,6,low,black,10,4,87,Re,Schupp04,38.52,-113.55,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,6,low,black,10,5,105,Re,Blumenthal10,40.92,-102.52,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,6,low,black,11,1,91,Re,Symstad3,43.62,-103.47,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/13/2022,6,low,black,11,2,65,Re,Leger1,39.49,-119.84,Y,FP/FG,25,250,8,0.58,,,1.37,0.01,50,0.11,Y,,
SheepStation,,6,low,black,11,3,88,Re,Schupp05,39.11,-112.74,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,6,low,black,11,4,2,Lo,AAFC05,50.09,-120.45,Y,FP/FG,19,190,5,0.37,0.17,,0.37,0.03,50,0.14,N,,
SheepStation,,6,low,black,11,5,1,Re,AAFC04,50.08,-120.65,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,6,low,black,12,1,9,Re,Adler05,40.79,-111.87,N,V1,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,6,low,black,12,2,28,Re,Bradford01,35.23,-111.62,Y,FG_FP,17.3,173,4,0.18,,,0.44,0.03,50,0.08,N,,
SheepStation,7/1/2022,6,low,black,12,3,97,Re,Chynoweth03,39.83576,-109.61202,Y,FG/FP,17.3,173,7,0.49,,,1.76,0.05,50,0.2,N,,
SheepStation,,6,low,black,12,4,31,Re,Uzra1,40.35,-119.34,N,V2,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,6,low,black,12,5,33,Re,Chambers05,41.54,-117.75,Y,FG_FP,24.1,241,3,0.37,,,0.64,0.04,50,0.14,N,,
SheepStation,7/13/2022,6,low,black,13,1,32,Re,Chambers04,41.31,-117.63,Y,FG/FP,18,180,5,0.25,,,0.44,0.01,50,0.12,N,,
SheepStation,,6,low,black,13,2,44,Re,Downs03,45.9663,-120.3671,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,6,low,black,13,3,74,Re,Pyke21,47.61803776,-119.6830115,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,6,low,black,13,4,12,Re,Schupp02,40.2,-112.46,Y,FG_FP,13.8,138,3,0.05,,,0.12,0.03,37,0.08,N,,
SheepStation,7/7/2022,6,low,black,13,5,64,Re,Lee4,35.4564,-115.52,Y,FG_FP,36,360,13,1.4,,,2.33,0.02,50,0.11,N,,
SheepStation,,6,low,black,14,1,37,Re,Chambers09,40.66,-116.73,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,6,low,black,14,2,49,Re,Getts3,40.43,-120.67,Y,FG_FP,23.9,239,6,0.54,,,1.2,0.03,50,0.1,N,,
SheepStation,,6,low,black,14,3,24,Re,Blumenthal08,40.64,-104.56,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,6,low,black,14,4,95,Re,Wilcox02,41.31,-105.66,Y,FG_FP,21.2,212,10,0.74,,,1.5,0.03,50,0.09,N,,
SheepStation,,6,low,black,14,5,8,Re,Blumenthal01,41.18,-104.9,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,6,low,black,15,1,61,Re,Lee1,36.82340833,-116.0163889,Y,FG_FP,26.3,263,12,1.32,,,2.6,0.02,50,0.1,N,,
SheepStation,7/7/2022,6,low,black,15,2,7,Re,AAFC10,49.71,-120.05,Y,FG_FP,22.2,222,4,0.41,,,0.9,0.02,50,0.09,N,,
SheepStation,7/13/2022,6,low,black,15,3,38,Lo,Copeland01,43.7,-117.33,Y,FG_FP,20,200,5,0.2,,,0.42,0.02,50,0.08,N,,
SheepStation,7/13/2022,6,low,black,15,4,69,Re,Porensky17,43.34,-105.13,Y,FG_FP,19,190,5,0.22,,,0.33,0.04,50,0.1,Y,,
SheepStation,,6,low,black,15,5,59,Lo,Lavin01,44.68,-109.07,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/13/2022,6,low,black,16,1,62,Re,Lee2,35.3984,-115.7845,Y,FG_FP,24.5,245,3,0.23,,,0.51,0.05,50,0.07,N,,
SheepStation,,6,low,black,16,2,11,Re,Adler09,43.31,-112.27,N,V2,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,6,low,black,16,3,19,Re,Barnett01,43.48,-110.74,Y,FG_FP,25,250,12,0.82,,,2.18,0.04,50,0.12,N,,
SheepStation,,6,low,black,16,4,96,Re,Chynoweth02,40.29092,-109.68361,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,6,low,black,16,5,25,Re,Symstad6,41.83,-103.71,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,6,low,black,17,1,5,Lo,AAFC08,49.57,-120.55,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,6,low,black,17,2,98,Re,Chynoweth05,40.480805,-109.438229,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,6,low,black,17,3,58,Re,JackieOtt7,43.82,-101.94,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/13/2022,6,low,black,17,4,52,Re,Hufft1,38.6701,-108.3286,Y,FP/FG,21,210,4,0.2,,,0.42,0.03,50,0.08,N,,
SheepStation,,6,low,black,17,5,17,Re,Adler17,41.44,-110.11,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,6,low,black,18,1,43,Re,Downs02,46.25045,-119.53334,Y,FG_FP,20.5,205,7,0.44,,,0.77,0.03,50,0.11,N,,
SheepStation,7/7/2022,6,low,black,18,2,84,Re,Reed03,38.75,-109.79,Y,FG_FP,14.2,142,7,0.36,,,1.34,0.03,50,0.13,N,,
SheepStation,6/27/2022,6,low,black,18,3,26,Re,Chynoweth01,39.76604,-109.5635,Y,FP ,10.7,107,1,0.07,28,0.04,,,,,N,,
SheepStation,7/13/2022,6,low,black,18,4,36,Re,Chambers08,42.24,-114.57,Y,FP/FG,23,230,6,0.39,,,0.89,0.03,50,0.1,N,,
SheepStation,7/7/2022,6,low,black,18,5,39,Re,Copeland05,42.27,-118.71,Y,FP/FG,16.7,167,2,0.07,,,0.12,0.02,50,0.07,N,,
SheepStation,,6,low,black,19,1,56,Re,JackieOtt5,43.78,-102.61,N,NA,NA,NA,,,,,,,,,,HUGE HOLE WHERE TOOTHPICK WAS. HERBIVORE LIKELY DUG UNDERNEATH,
SheepStation,,6,low,black,19,2,45,Re,Fleishman_01,38.47,-119.49,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,6,low,black,19,3,86,Re,Schupp03,38.6,-113.79,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,6,low,black,19,4,13,Lo,Schupp01,39.85,-112.15,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,6,low,black,19,5,102,Re,Shriver02,48,-114.04,Y,FG_FP,13.6,136,5,0.1,,,0.22,0.05,50,0.08,N,,
SheepStation,,6,low,black,20,1,54,Re,JackieOtt1,43.65,-102.97,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,6,low,black,20,2,18,Re,Adler18,40.86,-114.22,Y,FG_FP,15.3,153,7,0.26,,,0.73,0.03,50,0.11,N,,
SheepStation,,6,low,black,20,3,55,Re,JackieOtt2,43.71,-102.32,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,6,low,black,20,4,77,Re,Pyle010,43.19,-120,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,6,low,black,20,5,73,Re,Pyke8,46.74830998,-119.361636,Y,FG_FP,24.3,243,11,1.63,,,2.22,0.02,50,0.11,N,,
SheepStation,6/29/2022,7,high,black,1,1,97,Re,Chynoweth03,39.83576,-109.61202,Y,FP,8.3,83,1,0.02,11,0.02,,,,,N,,
SheepStation,7/1/2022,7,high,black,1,2,19,Re,Barnett01,43.48,-110.74,Y,FP,19.2,192,1,0.18,55,0.18,,,,,N,,
SheepStation,7/5/2022,7,high,black,1,3,60,Re,Lavin02,45.67,-111.03,Y,FG_FP,23.3,233,2,0.46,189,0.39,,,,,N,,
SheepStation,7/5/2022,7,high,black,1,4,75,Re,Pyle001,42.35,-118.65,Y,FP,25.9,259,3,0.28,39,0.12,,,,,y,1/2 seeds,
SheepStation,7/5/2022,7,high,black,1,5,12,Re,Schupp02,40.2,-112.46,Y,FP,35.4,354,3,0.54,186,0.48,,,,,,,
SheepStation,7/1/2022,7,high,black,1,6,28,Re,Bradford01,35.23,-111.62,Y,FG_FP,23.2,232,3,0.22,,,0.28,0.07,60,0.2,N,2 ENVELOPES,
SheepStation,7/5/2022,7,high,black,1,7,103,Re,Davies03,42.68,-118.68,Y,FP,21.9,219,3,0.29,,,0.29,0.04,50,0.16,N,,
SheepStation,7/5/2022,7,high,black,1,8,45,Re,Fleishman_01,38.47,-119.49,Y,FG_FP,25.7,257,2,0.2,,,0.44,0.03,50,0.15,N,,
SheepStation,,7,high,black,1,9,39,Re,Copeland05,42.27,-118.71,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/5/2022,7,high,black,1,10,81,Re,Pyle017,44.36,-118.93,Y,FG_FP,29.9,299,3,0.34,,,0.5,0.03,50,0.12,N,,
SheepStation,7/5/2022,7,high,black,2,1,18,Re,Adler18,40.86,-114.22,Y,FG_FP,18.4,184,2,0.07,,,0.09,0.02,25,0.07,N,,
SheepStation,6/27/2022,7,high,black,2,2,32,Re,Chambers04,41.31,-117.63,Y,FG_FP_D,21.7,217,3,0.1,,,0.16,0.07,33,0.09,N,,
SheepStation,6/23/2022,7,high,black,2,3,34,Re,Chambers06,41.54,-117.78,Y,FP,21.6,216,1,0.08,,,0.14,0.03,37,0.1,N,,
SheepStation,6/27/2022,7,high,black,2,4,30,Re,Chambers02,39.95,-118.76,Y,FP,17.1,171,2,0.12,,,0.32,0.04,50,0.11,N,,
SheepStation,7/1/2022,7,high,black,2,5,26,Re,Chynoweth01,39.76604,-109.5635,Y,FP,23.2,232,2,0.16,,,0.26,0.04,50,0.13,N,,
SheepStation,7/1/2022,7,high,black,2,6,51,Re,Holdrege1,41.61,-111.57,Y,FP,20,200,1,0.11,,,0.17,0.04,34,0.13,N,,
SheepStation,7/1/2022,7,high,black,2,7,83,Re,Reed01,38.52,-109.47,Y,FP,13.9,139,1,0.04,,,0.13,0.03,33,0.11,N,,
SheepStation,6/29/2022,7,high,black,2,8,43,Re,Downs02,46.25045,-119.53334,Y,FP,18.5,185,2,0.17,,,0.22,0.05,44,0.15,N,,
SheepStation,6/27/2022,7,high,black,2,9,95,Re,Wilcox02,41.31,-105.66,Y,BS_FP_D,10.4,104,2,0.07,,,0.04,0.02,17,0.03,N,,
SheepStation,6/29/2022,7,high,black,2,10,42,Lo,Downs01,46.38145,-119.430272,Y,FG_FP,12.4,124,3,0.08,,,0.12,0.03,29,0.09,N,,
SheepStation,6/29/2022,7,high,black,3,1,77,Re,Pyle010,43.19,-120,Y,FP_UNK,22.8,228,3,0.32,,,0.54,0.06,50,0.17,N,,
SheepStation,7/5/2022,7,high,black,3,2,57,Re,JackieOtt6,43.84,-101.94,Y,FP,18.2,182,1,0.05,,,0.07,0.01,19,0.05,N,,
SheepStation,6/27/2022,7,high,black,3,3,58,Re,JackieOtt7,43.82,-101.94,Y,FP_D,9.1,91,1,0.03,,,0.06,0.01,21,0.04,N,,
SheepStation,7/5/2022,7,high,black,3,4,13,Re,Schupp01,39.85,-112.15,Y,FP,18.4,184,1,0.07,,,0.07,0.02,21,0.06,N,,
SheepStation,7/1/2022,7,high,black,3,5,51,Re,Holdrege1,41.61,-111.57,Y,FP,25.7,257,2,0.26,,,0.47,0.04,50,0.15,N,,
SheepStation,7/5/2022,7,high,black,3,6,35,Re,Chambers07,43.94,-116.19,Y,FG_FP,16.3,163,4,0.17,,,0.26,0.03,50,0.14,N,,
SheepStation,,7,high,black,3,7,69,Re,Porensky17,43.34,-105.13,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/5/2022,7,high,black,3,8,1,Re,AAFC04,50.08,-120.65,Y,FP,9.9,99,1,0.02,,,0.02,0.01,6,0.01,N,,
SheepStation,7/1/2022,7,high,black,3,9,82,Re,Pyle019,44.57,-119.65,Y,FP,11.1,111,1,0.02,,,0.05,0.01,15,0.04,N,,
SheepStation,7/5/2022,7,high,black,3,10,97,Lo,Chynoweth03,39.83576,-109.61202,Y,FP,22.4,224,2,0.11,,,0.19,0.03,50,0.13,N,,
SheepStation,,7,high,black,4,1,86,Lo,Schupp03,38.6,-113.79,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/5/2022,7,high,black,4,2,24,Re,Blumenthal08,40.64,-104.56,Y,FP,21.8,218,2,0.19,,,0.39,0.04,50,0.16,N,,
SheepStation,7/5/2022,7,high,black,4,3,7,Re,AAFC10,49.71,-120.05,Y,FP,19.1,191,1,0.07,,,0.16,0.04,50,0.12,N,,
SheepStation,7/5/2022,7,high,black,4,4,84,Re,Reed03,38.75,-109.79,Y,FP,13.5,135,2,0.08,,,0.21,0.04,50,0.13,N,,
SheepStation,6/29/2022,7,high,black,4,5,87,Lo,Schupp04,38.52,-113.55,Y,FP,15.4,154,1,0.03,,,0.08,0.02,22,0.06,N,,
SheepStation,7/5/2022,7,high,black,4,6,44,Re,Downs03,45.9663,-120.3671,Y,FP,23.6,236,1,0.09,,,0.14,0.03,28,0.1,N,,
SheepStation,6/29/2022,7,high,black,4,7,88,Re,Schupp05,39.11,-112.74,Y,FP,11,110,1,0.04,,,0.06,0.01,18,0.05,N,,
SheepStation,7/5/2022,7,high,black,4,8,11,Re,Adler09,43.31,-112.27,Y,FP,7.3,73,1,0.01,,,0.01,0,2,0.01,Y,,
SheepStation,7/5/2022,7,high,black,4,9,74,Re,Pyke21,47.61803776,-119.6830115,Y,FP,14.1,141,1,0.03,,,0.01,0,3,0.01,Y,,
SheepStation,7/5/2022,7,high,black,4,10,9,Re,Adler05,40.79,-111.87,Y,FG_FP,20,200,4,0.17,,,0.33,0.05,50,0.14,N,,
SheepStation,7/1/2022,7,high,black,5,1,55,Re,JackieOtt2,43.71,-102.32,Y,FP,12,120,1,0.04,,,0.12,0.02,36,0.1,N,,
SheepStation,6/28/2022,7,high,black,5,2,98,Lo,Chynoweth05,40.480805,-109.438229,Y,FP,13.5,135,1,0.02,,,0.04,0.01,14,0.03,N,,
SheepStation,7/1/2022,7,high,black,5,3,92,Re,Symstad4,43.71,-102.58,Y,FP,17.5,175,1,0.08,,,0.18,0.04,45,0.14,N,,
SheepStation,7/5/2022,7,high,black,5,4,5,Re,AAFC08,49.57,-120.55,Y,FP,12.7,127,1,0.03,,,0.03,0.01,7,0.02,N,,
SheepStation,,7,high,black,5,5,59,Re,Lavin01,44.68,-109.07,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/1/2022,7,high,black,5,6,36,Re,Chambers08,42.24,-114.57,Y,FP,11,110,1,0.03,,,0.05,0.01,13,0.04,N,,
SheepStation,7/5/2022,7,high,black,5,7,9,Re,Adler05,40.79,-111.87,Y,UNK,10,100,1,0.03,,,0,0,0,0,N,FLOWERS FELL OFF,
SheepStation,7/5/2022,7,high,black,5,8,96,Re,Chynoweth02,40.29092,-109.68361,Y,FP,19.8,198,1,0.03,,,0.06,0.01,22,0.05,N,,
SheepStation,6/29/2022,7,high,black,5,9,84,Re,Reed03,38.75,-109.79,Y,FP,6.2,62,1,0.01,,,0.03,0.01,10,0.02,N,,
SheepStation,7/5/2022,7,high,black,5,10,89,Re,Symstad1,44.59,-104.71,Y,FP,18.8,188,1,0.12,,,0.26,0.03,50,0.14,N,,
SheepStation,7/5/2022,7,high,black,6,1,25,Re,Symstad6,41.83,-103.71,Y,FP,18.7,187,1,0.09,,,0.2,0.04,50,0.16,N,,
SheepStation,,7,high,black,6,2,68,Re,Porensky1,43.24,-105.18,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/5/2022,7,high,black,6,3,72,Re,Pyke3,44.60456358,-120.1924183,Y,FP,8.1,81,1,0.02,,,0.01,0,1,0,Y,,
SheepStation,7/5/2022,7,high,black,6,4,2,Re,AAFC05,50.09,-120.45,Y,FG,21.8,218,1,0.06,,,0.07,0.02,31,0.05,N,,
SheepStation,7/1/2022,7,high,black,6,5,37,Re,Chambers09,40.66,-116.73,Y,FP,17.6,176,1,0.08,,,0.19,0.04,50,0.15,N,,
SheepStation,7/5/2022,7,high,black,6,6,59,Re,Lavin01,44.68,-109.07,Y,FG_FP,20.2,202,3,0.21,,,0.33,0.04,50,0.15,N,,
SheepStation,6/29/2022,7,high,black,6,7,65,Re,Leger1,39.49,-119.84,Y,FP,21.6,216,1,0.07,,,0.12,0.03,25,0.09,N,,
SheepStation,,7,high,black,6,8,52,Re,Hufft1,38.6701,-108.3286,N,NA,NA,NA,,,,,,,,,,,
SheepStation,6/27/2022,7,high,black,6,9,30,Re,Chambers02,39.95,-118.76,Y,FP,11.1,111,1,0.03,,,0.06,0.02,22,0.04,N,,
SheepStation,7/5/2022,7,high,black,6,10,8,Re,Blumenthal01,41.18,-104.9,Y,FP,15.6,156,1,0.05,,,0.06,0.01,16,0.05,N,,
SheepStation,6/27/2022,7,high,black,7,1,63,Re,Lee3,36.5247,-115.8987,Y,FP,16.5,165,1,0.04,,,0.08,0.02,26,0.06,N,,
SheepStation,7/5/2022,7,high,black,7,2,79,Re,Pyle015,43.8,-119,Y,FP,15,150,1,0.05,,,0.11,0.02,40,0.09,N,,
SheepStation,7/5/2022,7,high,black,7,3,105,Lo,Blumenthal10,40.92,-102.52,Y,FP,10.2,102,1,0.04,,,0.02,0.01,5,0.01,Y,,
SheepStation,,7,high,black,7,4,104,Re,Germino_BOP_01,43.4720833,-116.2338306,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/5/2022,7,high,black,7,5,89,Re,Symstad1,44.59,-104.71,Y,FG_FP,24.1,241,3,0.26,,,0.48,0.03,50,0.14,N,,
SheepStation,7/5/2022,7,high,black,7,6,98,Re,Chynoweth05,40.480805,-109.438229,Y,FP,22.5,225,2,0.16,,,0.33,0.04,50,0.14,N,,
SheepStation,6/27/2022,7,high,black,7,7,31,Re,Uzra1,40.35,-119.34,Y,FP,11,110,1,0.01,,,0.01,0,4,0.01,N,,
SheepStation,,7,high,black,7,8,62,Re,Lee2,35.3984,-115.7845,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,7,high,black,7,9,73,Re,Pyke8,46.74830998,-119.361636,Y,,,0,,,,,,,,,,,
SheepStation,7/1/2022,7,high,black,7,10,56,Re,JackieOtt5,43.78,-102.61,Y,FP,13.2,132,1,0.02,,,0.05,0.01,15,0.04,N,,
SheepStation,7/5/2022,7,high,black,8,1,91,Re,Symstad3,43.62,-103.47,Y,FG_FP,23.5,235,6,0.28,,,0.66,0.03,50,0.11,N,,
SheepStation,7/5/2022,7,high,black,8,2,6,Re,AAFC09,49.62,-119.8,Y,FP,21.8,218,1,0.06,,,0.15,0.03,50,0.11,N,,
SheepStation,7/5/2022,7,high,black,8,3,38,Lo,Copeland01,43.7,-117.33,Y,FP,7.7,77,1,0.01,,,0.01,0,4,0.01,N,,
SheepStation,7/5/2022,7,high,black,8,4,28,Re,Bradford01,35.23,-111.62,Y,FP,24.6,246,2,0.19,,,0.17,0.03,42,0.14,N,,
SheepStation,,7,high,black,8,5,76,Re,Pyle009,43.42,-119.62,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/5/2022,7,high,black,8,6,66,Re,Maron1,46.68,-114.03,Y,FP,9.2,92,1,0.01,,,0.01,0,1,0,Y,,
SheepStation,,7,high,black,8,7,101,Re,Shriver01,34.06,-116.22,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/5/2022,7,high,black,8,8,100,Re,Chynoweth08,40.640878,-109.48689,N,FP,6.7,67,1,0.01,,,0.01,0,2,0.01,Y,,
SheepStation,7/1/2022,7,high,black,8,9,100,Re,Chynoweth08,40.640878,-109.48689,Y,FP,14,140,1,0.05,,,0.08,0.02,23,0.06,N,,
SheepStation,7/5/2022,7,high,black,8,10,2,Re,AAFC05,50.09,-120.45,Y,UNK,6,60,1,0.01,,,0,0,0,0,N,MAY BE PART OF EXISTING HARVEST OR NO FLOWERS,
SheepStation,7/5/2022,7,high,black,9,1,47,Re,Fleishman_07,39.17,-117.44,Y,FG_FP,16.9,169,4,0.11,,,0.12,0.04,48,0.08,Y,,
SheepStation,7/5/2022,7,high,black,9,2,54,Re,JackieOtt1,43.65,-102.97,Y,FP,15.6,156,1,0.04,,,0.03,0.01,9,0.02,Y,,
SheepStation,7/1/2022,7,high,black,9,3,102,Re,Shriver02,48,-114.04,Y,FP,18,180,2,0.13,,,0.22,0.04,50,0.15,N,,
SheepStation,7/5/2022,7,high,black,9,4,47,Re,Fleishman_07,39.17,-117.44,Y,FP,19.8,198,3,0.29,,,0.27,0.06,50,0.17,N,,
SheepStation,7/5/2022,7,high,black,9,5,71,Re,Porensky30,40.63,-105.27,Y,FP,17,170,1,0.06,,,0.09,0.02,27,0.07,N,,
SheepStation,7/1/2022,7,high,black,9,6,84,Lo,Reed03,38.75,-109.79,Y,FP,15.3,153,4,0.13,,,0.12,0.04,28,0.08,N,,
SheepStation,7/1/2022,7,high,black,9,7,90,Re,Symstad2,43.87,-103.46,Y,FP,14.9,149,1,0.05,,,0.09,0.03,25,0.06,N,,
SheepStation,7/5/2022,7,high,black,9,8,14,Re,Adler13,41.44,-111.08,Y,FP,18.1,181,1,0.1,,,0.24,0.03,50,0.13,N,,
SheepStation,,7,high,black,9,9,52,Re,Hufft1,38.6701,-108.3286,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/5/2022,7,high,black,9,10,97,Lo,Chynoweth03,39.83576,-109.61202,Y,FP,17,170,1,0.03,,,0.06,0.01,26,0.04,N,,
SheepStation,7/5/2022,7,high,black,10,1,93,Lo,Uzra2,40.84,-119.56,Y,FP,10,100,1,0.01,,,0.02,0.01,3,0.01,Y,,
SheepStation,,7,high,black,10,2,57,Re,JackieOtt6,43.84,-101.94,Y,,,0,,,,,,,,,,,
SheepStation,7/5/2022,7,high,black,10,3,17,Re,Adler17,41.44,-110.11,Y,FP,16.3,163,1,0.06,,,0.13,0.02,43,0.11,N,,
SheepStation,7/5/2022,7,high,black,10,4,29,Re,Chambers01,39.55,-119.58,Y,FG,7.2,72,1,0.01,,,0.003,0.001,0,0,N,3 seeds unfilled,
SheepStation,7/5/2022,7,high,black,10,5,46,Re,Fleishman_05,39.12,-117.27,Y,FP,24,240,2,0.14,,,0.22,0.02,50,0.12,N,,
SheepStation,6/27/2022,7,high,black,10,6,33,Re,Chambers05,41.54,-117.75,Y,FG_FP,22.4,224,4,0.48,,,0.57,0.05,50,0.13,N,SOME FLOWERS DIED,
SheepStation,6/27/2022,7,high,black,10,7,61,Re,Lee1,36.82340833,-116.0163889,Y,FP,18.5,185,1,0.09,,,0.14,0.03,50,0.1,N,,
SheepStation,6/27/2022,7,high,black,10,8,64,Re,Lee4,35.4564,-115.52,Y,FP,13.3,133,3,0.08,,,0.18,0.06,46,0.13,N,,
SheepStation,7/5/2022,7,high,black,10,9,49,Re,Getts3,40.43,-120.67,Y,FP,9.5,95,1,0.04,,,0.05,0.004,16,0.04,Y,,
SheepStation,7/5/2022,7,high,black,10,10,53,Re,Hufft2,39.547444,-105.102111,Y,FG_FP,20.9,209,3,0.27,,,0.44,0.02,50,0.14,N,,
SheepStation,7/11/2022,8,high,white,1,1,84,Re,Reed03,38.75,-109.79,Y,FP_FG,18.7,187,4,0.2,,,0.23,0.03,50,0.12,Y,,
SheepStation,,8,high,white,1,2,7,Re,AAFC10,49.71,-120.05,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,8,high,white,1,3,36,Re,Chambers08,42.24,-114.57,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,8,high,white,1,4,82,Re,Pyle019,44.57,-119.65,Y,FP,14.4,144,1,0.02,,,0.01,0.002,4,0.01,Y,,
SheepStation,7/11/2022,8,high,white,1,5,73,Re,Pyke8,46.74830998,-119.361636,Y,FP_FG,17.9,179,2,0.08,,,0.12,0.02,34,0.1,N,,
SheepStation,7/11/2022,8,high,white,1,6,2,Re,AAFC05,50.09,-120.45,Y,FP,19.7,197,1,0.07,,,0.11,0.02,43,0.09,N,,
SheepStation,,8,high,white,1,7,91,Re,Symstad3,43.62,-103.47,N,NA,NA,NA,,,,,,,,,,ALLFLOWERS DIED,
SheepStation,7/11/2022,8,high,white,1,8,52,Re,Hufft1,38.6701,-108.3286,Y,FG,13,130,1,0.03,,,0.03,0.006,15,0.02,N,,
SheepStation,7/11/2022,8,high,white,1,9,51,Re,Holdrege1,41.61,-111.57,Y,FP,5.5,55,1,0.003,,,0.004,0,2,0.003,N,,
SheepStation,7/11/2022,8,high,white,1,10,51,Re,Holdrege1,41.61,-111.57,Y,FP,12.1,121,1,0.03,,,0.03,0.003,11,",03",Y,,
SheepStation,7/11/2022,8,high,white,2,1,84,Lo,Reed03,38.75,-109.79,Y,FG,15.4,154,2,0.09,,,0.11,0.02,50,0.07,N,Tiller broke,
SheepStation,,8,high,white,2,2,97,Re,Chynoweth03,39.83576,-109.61202,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,8,high,white,2,3,64,Re,Lee4,35.4564,-115.52,Y,FP,13.9,139,6,0.12,,,0.31,0.04,50,0.14,N,,
