Site,Date,Plot,Block,Subplot,Gravel Color,Cheatgrass.ID,X,Y,Phenology.Category,Seedling present?,Are.you.harvesting.this.plant.,Did.you.loose.any.seeds.,Frost.Heaved.,Herbivory.present.,Herbivory.Intensity,Comments.or.Notes,ParentGlobalID,EditDate
Balzor,4/26/2023,2.1b,2,1,b,Y9_X2,2,9,NA,Dead,NA,NA,yes,no,NA,NA,c4f7d76a-6ff6-4643-9f05-ad275b596d3f,4/26/2023 23:35
Balzor,4/26/2023,2.1b,2,1,b,Y9_X3,3,9,NA,Dead,NA,NA,yes,no,NA,NA,c4f7d76a-6ff6-4643-9f05-ad275b596d3f,4/26/2023 23:35
Balzor,4/26/2023,2.1b,2,1,b,Y9_X4,4,9,NA,Dead,NA,NA,yes,no,NA,NA,c4f7d76a-6ff6-4643-9f05-ad275b596d3f,4/26/2023 23:35
Balzor,4/26/2023,2.1b,2,1,b,Y9_X5,5,9,NA,None,NA,NA,NA,NA,NA,NA,c4f7d76a-6ff6-4643-9f05-ad275b596d3f,4/26/2023 23:35
Balzor,4/26/2023,2.1b,2,1,b,Y9_X6,6,9,NA,None,NA,NA,NA,NA,NA,NA,c4f7d76a-6ff6-4643-9f05-ad275b596d3f,4/26/2023 23:35
Balzor,4/26/2023,2.1b,2,1,b,Y9_X7,7,9,NA,None,NA,NA,NA,NA,NA,NA,c4f7d76a-6ff6-4643-9f05-ad275b596d3f,4/26/2023 23:35
Balzor,4/26/2023,2.1b,2,1,b,Y9_X8,8,9,NA,None,NA,NA,NA,NA,NA,NA,c4f7d76a-6ff6-4643-9f05-ad275b596d3f,4/26/2023 23:35
Balzor,4/26/2023,2.1b,2,1,b,Y9_X9,9,9,NA,None,NA,NA,NA,NA,NA,NA,c4f7d76a-6ff6-4643-9f05-ad275b596d3f,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y1_X1,1,1,NA,None,NA,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y1_X10,10,1,NA,None,no,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y1_X11,11,1,FG,yes,no,NA,no,yes,Light,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y1_X12,12,1,V3,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y1_X13,13,1,NA,None,no,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y1_X14,14,1,NA,None,NA,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y1_X15,15,1,NA,None,NA,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y1_X16,16,1,>V3,yes,no,NA,no,yes,Medium,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y1_X17,17,1,>V3,yes,no,NA,no,yes,Light,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y1_X18,18,1,>V3,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y1_X2,2,1,NA,None,NA,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y1_X3,3,1,Bootstage,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y1_X4,4,1,Bootstage,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y1_X5,5,1,NA,None,no,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y1_X6,6,1,NA,None,NA,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y1_X7,7,1,>V3,yes,no,NA,no,yes,Minimal,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y1_X8,8,1,NA,None,no,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y1_X9,9,1,>V3,yes,no,NA,no,yes,Medium,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y2_X1,1,2,NA,None,NA,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y2_X10,10,2,FG,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y2_X11,11,2,>V3,yes,no,NA,no,yes,Light,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y2_X12,12,2,>V3,yes,no,NA,no,yes,Light,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y2_X13,13,2,>V3,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y2_X14,14,2,FG,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y2_X15,15,2,>V3,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y2_X16,16,2,NA,None,no,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y2_X17,17,2,>V3,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y2_X18,18,2,>V3,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y2_X2,2,2,NA,None,NA,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y2_X3,3,2,>V3,yes,no,NA,no,yes,Medium,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y2_X4,4,2,NA,None,no,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y2_X5,5,2,>V3,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y2_X6,6,2,NA,None,no,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y2_X7,7,2,>V3,yes,no,NA,no,yes,Minimal,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y2_X8,8,2,>V3,yes,no,NA,no,yes,Minimal,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y2_X9,9,2,NA,None,no,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y3_X1,1,3,>V3,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y3_X10,10,3,>V3,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y3_X11,11,3,>V3,yes,no,NA,no,yes,Minimal,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y3_X12,12,3,>V3,yes,no,NA,no,yes,Heavy,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y3_X13,13,3,>V3,yes,no,NA,no,yes,Medium,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y3_X14,14,3,>V3,yes,no,NA,no,yes,Light,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y3_X15,15,3,NA,None,NA,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y3_X16,16,3,NA,None,NA,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y3_X17,17,3,FG,yes,no,NA,no,yes,Light,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y3_X18,18,3,NA,None,no,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y3_X2,2,3,NA,None,no,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y3_X3,3,3,NA,None,NA,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y3_X4,4,3,>V3,yes,no,NA,no,yes,Minimal,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y3_X5,5,3,>V3,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y3_X6,6,3,NA,None,no,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y3_X7,7,3,>V3,yes,no,NA,no,yes,Minimal,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y3_X8,8,3,>V3,yes,no,NA,no,yes,Light,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y3_X9,9,3,>V3,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y4_X1,1,4,NA,None,NA,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y4_X10,10,4,NA,None,NA,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y4_X11,11,4,>V3,yes,no,NA,no,yes,Minimal,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y4_X12,12,4,>V3,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y4_X13,13,4,>V3,yes,no,NA,no,yes,Light,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y4_X14,14,4,>V3,yes,no,NA,no,yes,Minimal,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y4_X15,15,4,>V3,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y4_X16,16,4,Bootstage,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y4_X17,17,4,>V3,yes,no,NA,no,yes,Minimal,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y4_X18,18,4,>V3,yes,no,NA,no,no,NA,"Leaves look ripped, during weeding?",f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y4_X2,2,4,Bootstage,yes,no,NA,no,yes,Light,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y4_X3,3,4,NA,None,no,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y4_X4,4,4,NA,None,NA,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y4_X5,5,4,>V3,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y4_X6,6,4,>V3,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y4_X7,7,4,>V3,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y4_X8,8,4,NA,None,no,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y4_X9,9,4,NA,None,NA,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y5_X1,1,5,NA,None,NA,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y5_X10,10,5,V3,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y5_X11,11,5,>V3,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y5_X12,12,5,>V3,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y5_X13,13,5,>V3,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y5_X14,14,5,FG,yes,no,NA,no,no,NA,On the edge of flowering purple,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y5_X15,15,5,NA,None,no,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y5_X16,16,5,>V3,yes,no,NA,no,yes,Minimal,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y5_X17,17,5,NA,None,no,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y5_X18,18,5,>V3,yes,no,NA,no,yes,Light,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y5_X2,2,5,NA,None,NA,NA,NA,NA,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y5_X3,3,5,>V3,yes,no,NA,yes,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y5_X4,4,5,>V3,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y5_X5,5,5,V2,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y5_X6,6,5,FG,yes,no,NA,no,yes,Light,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y5_X7,7,5,>V3,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y5_X8,8,5,>V3,yes,no,NA,no,yes,Light,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Wildcat,4/26/2023,2.2b,2,2,b,Y5_X9,9,5,>V3,yes,no,NA,no,no,NA,NA,f501df85-dff3-4cb6-87c8-22dbcc8313cc,4/26/2023 23:35
Balzor,4/26/2023,3.2b,3,2,b,Y1_X1,1,1,V2,yes,no,NA,no,no,NA,NA,ac90e5d3-a202-4a72-be21-8cb90c10a59a,4/26/2023 23:35
Wildcat,4/26/2023,3.3b,3,3,b,Y1_X1,1,1,NA,None,NA,NA,NA,NA,NA,NA,08692cf6-5cff-47d5-9dbe-d8441ba5a632,4/26/2023 23:35
Wildcat,4/26/2023,3.3b,3,3,b,Y1_X10,10,1,>V3,yes,no,NA,no,no,NA,NA,08692cf6-5cff-47d5-9dbe-d8441ba5a632,4/26/2023 23:35
Wildcat,4/26/2023,3.3b,3,3,b,Y1_X11,11,1,NA,None,no,NA,NA,NA,NA,NA,08692cf6-5cff-47d5-9dbe-d8441ba5a632,4/26/2023 23:35
Wildcat,4/26/2023,3.3b,3,3,b,Y1_X12,12,1,>V3,yes,no,NA,no,no,NA,NA,08692cf6-5cff-47d5-9dbe-d8441ba5a632,4/26/2023 23:35
Wildcat,4/26/2023,3.3b,3,3,b,Y1_X13,13,1,>V3,yes,no,NA,no,no,NA,NA,08692cf6-5cff-47d5-9dbe-d8441ba5a632,4/26/2023 23:35
Wildcat,4/26/2023,3.3b,3,3,b,Y1_X14,14,1,>V3,yes,no,NA,no,no,NA,NA,08692cf6-5cff-47d5-9dbe-d8441ba5a632,4/26/2023 23:35
Wildcat,4/26/2023,3.3b,3,3,b,Y1_X15,15,1,>V3,yes,no,NA,yes,no,NA,NA,08692cf6-5cff-47d5-9dbe-d8441ba5a632,4/26/2023 23:35
Wildcat,4/26/2023,3.3b,3,3,b,Y1_X16,16,1,NA,Unknown,no,NA,NA,NA,NA,NA,08692cf6-5cff-47d5-9dbe-d8441ba5a632,4/26/2023 23:35
Wildcat,4/26/2023,3.3b,3,3,b,Y1_X17,17,1,>V3,yes,no,NA,no,no,NA,NA,08692cf6-5cff-47d5-9dbe-d8441ba5a632,4/26/2023 23:35
Wildcat,4/26/2023,3.3b,3,3,b,Y1_X18,18,1,Bootstage,yes,no,NA,no,no,NA,NA,08692cf6-5cff-47d5-9dbe-d8441ba5a632,4/26/2023 23:35
Balzor,4/26/2023,3.2b,3,2,b,Y1_X2,2,1,NA,None,no,NA,NA,NA,NA,NA,ac90e5d3-a202-4a72-be21-8cb90c10a59a,4/26/2023 23:35
Wildcat,4/26/2023,3.3b,3,3,b,Y1_X2,2,1,>V3,yes,no,NA,no,no,NA,NA,08692cf6-5cff-47d5-9dbe-d8441ba5a632,4/26/2023 23:35
Balzor,4/26/2023,3.2b,3,2,b,Y1_X3,3,1,NA,Dead,NA,NA,yes,no,NA,NA,ac90e5d3-a202-4a72-be21-8cb90c10a59a,4/26/2023 23:35
Wildcat,4/26/2023,3.3b,3,3,b,Y1_X3,3,1,Bootstage,yes,no,NA,no,no,NA,NA,08692cf6-5cff-47d5-9dbe-d8441ba5a632,4/26/2023 23:35
Balzor,4/26/2023,3.2b,3,2,b,Y1_X4,4,1,NA,Dead,NA,NA,yes,no,NA,NA,ac90e5d3-a202-4a72-be21-8cb90c10a59a,4/26/2023 23:35
Wildcat,4/26/2023,3.3b,3,3,b,Y1_X4,4,1,>V3,yes,no,NA,no,no,NA,NA,08692cf6-5cff-47d5-9dbe-d8441ba5a632,4/26/2023 23:35
Balzor,4/26/2023,3.2b,3,2,b,Y1_X5,5,1,NA,Unknown,NA,NA,NA,NA,NA,NA,ac90e5d3-a202-4a72-be21-8cb90c10a59a,4/26/2023 23:35
Wildcat,4/26/2023,3.3b,3,3,b,Y1_X5,5,1,NA,Unknown,no,NA,NA,NA,NA,NA,08692cf6-5cff-47d5-9dbe-d8441ba5a632,4/26/2023 23:35
Balzor,4/26/2023,3.2b,3,2,b,Y1_X6,6,1,NA,Dead,NA,NA,yes,no,NA,NA,ac90e5d3-a202-4a72-be21-8cb90c10a59a,4/26/2023 23:35
Wildcat,4/26/2023,3.3b,3,3,b,Y1_X6,6,1,Bootstage,yes,no,NA,no,no,NA,NA,08692cf6-5cff-47d5-9dbe-d8441ba5a632,4/26/2023 23:35
Balzor,4/26/2023,3.2b,3,2,b,Y1_X7,7,1,NA,None,NA,NA,NA,NA,NA,NA,ac90e5d3-a202-4a72-be21-8cb90c10a59a,4/26/2023 23:35
Wildcat,4/26/2023,3.3b,3,3,b,Y1_X7,7,1,NA,None,no,NA,NA,NA,NA,NA,08692cf6-5cff-47d5-9dbe-d8441ba5a632,4/26/2023 23:35
Balzor,4/26/2023,3.2b,3,2,b,Y1_X8,8,1,NA,None,NA,NA,NA,NA,NA,NA,ac90e5d3-a202-4a72-be21-8cb90c10a59a,4/26/2023 23:35
Wildcat,4/26/2023,3.3b,3,3,b,Y1_X8,8,1,>V3,yes,no,NA,no,no,NA,NA,08692cf6-5cff-47d5-9dbe-d8441ba5a632,4/26/2023 23:35
Balzor,4/26/2023,3.2b,3,2,b,Y1_X9,9,1,NA,Dead,NA,NA,yes,no,NA,NA,ac90e5d3-a202-4a72-be21-8cb90c10a59a,4/26/2023 23:35
Wildcat,4/26/2023,3.3b,3,3,b,Y1_X9,9,1,NA,None,no,NA,NA,NA,NA,NA,08692cf6-5cff-47d5-9dbe-d8441ba5a632,4/26/2023 23:35
Balzor,4/26/2023,3.2b,3,2,b,Y10_X1,1,10,NA,None,NA,NA,NA,NA,NA,NA,ac90e5d3-a202-4a72-be21-8cb90c10a59a,4/26/2023 23:35
Balzor,4/26/2023,3.2b,3,2,b,Y10_X2,2,10,NA,None,NA,NA,NA,NA,NA,NA,ac90e5d3-a202-4a72-be21-8cb90c10a59a,4/26/2023 23:35
Balzor,4/26/2023,3.2b,3,2,b,Y10_X3,3,10,NA,Dead,NA,NA,yes,no,NA,NA,ac90e5d3-a202-4a72-be21-8cb90c10a59a,4/26/2023 23:35
Balzor,4/26/2023,3.2b,3,2,b,Y10_X4,4,10,NA,None,NA,NA,NA,NA,NA,NA,ac90e5d3-a202-4a72-be21-8cb90c10a59a,4/26/2023 23:35
Balzor,4/26/2023,3.2b,3,2,b,Y10_X5,5,10,NA,None,NA,NA,NA,NA,NA,NA,ac90e5d3-a202-4a72-be21-8cb90c10a59a,4/26/2023 23:35
Balzor,4/26/2023,3.2b,3,2,b,Y10_X6,6,10,NA,Dead,NA,NA,yes,no,NA,NA,ac90e5d3-a202-4a72-be21-8cb90c10a59a,4/26/2023 23:35
Balzor,4/26/2023,3.2b,3,2,b,Y10_X7,7,10,NA,None,NA,NA,NA,NA,NA,NA,ac90e5d3-a202-4a72-be21-8cb90c10a59a,4/26/2023 23:35
Balzor,4/26/2023,3.2b,3,2,b,Y10_X8,8,10,NA,None,NA,NA,NA,NA,NA,NA,ac90e5d3-a202-4a72-be21-8cb90c10a59a,4/26/2023 23:35
Balzor,4/26/2023,3.2b,3,2,b,Y10_X9,9,10,NA,None,NA,NA,NA,NA,NA,NA,ac90e5d3-a202-4a72-be21-8cb90c10a59a,4/26/2023 23:35
Balzor,4/26/2023,3.2b,3,2,b,Y2_X1,1,2,NA,None,NA,NA,NA,NA,NA,NA,ac90e5d3-a202-4a72-be21-8cb90c10a59a,4/26/2023 23:35
Wildcat,4/26/2023,3.3b,3,3,b,Y2_X1,1,2,>V3,yes,no,NA,no,no,NA,NA,08692cf6-5cff-47d5-9dbe-d8441ba5a632,4/26/2023 23:35
Wildcat,4/26/2023,3.3b,3,3,b,Y2_X10,10,2,NA,None,NA,NA,NA,NA,NA,NA,08692cf6-5cff-47d5-9dbe-d8441ba5a632,4/26/2023 23:35
Wildcat,4/26/2023,3.3b,3,3,b,Y2_X11,11,2,NA,None,NA,NA,NA,NA,NA,NA,08692cf6-5cff-47d5-9dbe-d8441ba5a632,4/26/2023 23:35
Wildcat,4/26/2023,3.3b,3,3,b,Y2_X12,12,2,>V3,yes,no,NA,no,no,NA,NA,08692cf6-5cff-47d5-9dbe-d8441ba5a632,4/26/2023 23:35
Wildcat,4/26/2023,3.3b,3,3,b,Y2_X13,13,2,>V3,yes,no,NA,no,no,NA,NA,08692cf6-5cff-47d5-9dbe-d8441ba5a632,4/26/2023 23:35
Wildcat,4/26/2023,3.3b,3,3,b,Y2_X14,14,2,Bootstage,yes,no,NA,no,no,NA,NA,08692cf6-5cff-47d5-9dbe-d8441ba5a632,4/26/2023 23:35
Wildcat,4/26/2023,3.3b,3,3,b,Y2_X15,15,2,>V3,yes,no,NA,no,no,NA,NA,08692cf6-5cff-47d5-9dbe-d8441ba5a632,4/26/2023 23:35
Wildcat,4/26/2023,3.3b,3,3,b,Y2_X16,16,2,NA,None,no,NA,NA,NA,NA,NA,08692cf6-5cff-47d5-9dbe-d8441ba5a632,4/26/2023 23:35
