Site,Date,Block,Albedo,Density,x,y,growout,Source,Live,Length_mm,V,notes
Cheyenne,11/17/21,9,black,Low,4,4,28_Reno,Bradford01,Y,42,V0,
Cheyenne,11/17/21,9,white,High,4,5,28_Reno,Bradford01,Y,38,V0,
Cheyenne,11/17/21,9,white,High,6,5,28_Reno,Bradford01,Y,15,V0,
Cheyenne,11/17/21,9,white,Low,12,5,28_Reno,Bradford01,Y,8,V0,
Cheyenne,11/17/21,9,white,Low,15,4,28_Reno,Bradford01,Y,31,V0,
Cheyenne,11/17/21,10,black,High,9,9,28_Reno,Bradford01,Y,30,V0,leaf broken
Cheyenne,11/17/21,10,black,Low,8,2,28_Reno,Bradford01,Y,42,V0,
Cheyenne,11/17/21,10,white,High,4,10,28_Reno,Bradford01,Y,17,V0,
Cheyenne,11/17/21,10,white,Low,19,3,28_Reno,Bradford01,N,,,
Cheyenne,11/10/21,1,black,High,2,6,29_Reno,Chambers01,Y,16,V0,
Cheyenne,11/10/21,1,black,Low,1,2,29_Reno,Chambers01,Y,34,V0,leaf damaged but unbroken
Cheyenne,11/10/21,1,white,High,6,8,29_Reno,Chambers01,Y,33,V0,
Cheyenne,11/10/21,1,white,Low,3,4,29_Reno,Chambers01,Y,24,V0,
Cheyenne,11/10/21,2,black,High,10,5,29_Reno,Chambers01,Y,38,V0,
Cheyenne,11/10/21,2,black,Low,12,3,29_Reno,Chambers01,Y,41,V1,
Cheyenne,11/10/21,2,white,High,8,4,29_Reno,Chambers01,Y,27,V0,
Cheyenne,11/10/21,2,white,Low,20,2,29_Reno,Chambers01,N,,,
Cheyenne,11/15/21,3,black,High,4,5,29_Reno,Chambers01,Y,24,V1,
Cheyenne,11/10/21,3,black,Low,15,1,29_Reno,Chambers01,Y,23,V0,leaf broken
Cheyenne,11/15/21,3,white,High,9,6,29_Reno,Chambers01,Y,32,V0,
Cheyenne,11/10/21,3,white,Low,12,2,29_Reno,Chambers01,Y,13,V0,
Cheyenne,11/15/21,4,black,High,7,6,29_Reno,Chambers01,Y,23,V1,leaf broken
Cheyenne,11/15/21,4,black,Low,1,4,29_Reno,Chambers01,Y,29,V1,
Cheyenne,11/15/21,4,white,High,7,9,29_Reno,Chambers01,Y,27,V0,
Cheyenne,11/15/21,4,white,Low,17,1,29_Reno,Chambers01,Y,14,V0,
Cheyenne,11/15/21,5,black,High,6,2,29_Reno,Chambers01,Y,46,V1,
Cheyenne,11/15/21,5,black,Low,13,4,29_Reno,Chambers01,Y,10,V1,leaf broken
Cheyenne,11/15/21,5,white,High,7,10,29_Reno,Chambers01,Y,21,V0,
Cheyenne,11/15/21,5,white,Low,16,5,29_Reno,Chambers01,Y,30,V0,
Cheyenne,11/15/21,6,black,High,5,3,29_Reno,Chambers01,Y,51,V1,
Cheyenne,11/15/21,6,black,Low,11,1,29_Reno,Chambers01,Y,30,V0,
Cheyenne,11/15/21,6,white,High,9,7,29_Reno,Chambers01,Y,31,V0,
Cheyenne,11/15/21,6,white,Low,13,1,29_Reno,Chambers01,Y,22,V0,
Cheyenne,11/16/21,7,black,High,7,5,29_Reno,Chambers01,Y,48,V1,
Cheyenne,11/16/21,7,black,High,10,10,29_Reno,Chambers01,N,,,
Cheyenne,11/16/21,7,black,Low,9,4,29_Reno,Chambers01,Y,41,V1,
Cheyenne,11/16/21,7,black,Low,10,4,29_Reno,Chambers01,Y,16,V1,leaf broken
Cheyenne,11/16/21,7,white,High,2,3,29_Reno,Chambers01,Y,38,V0,
Cheyenne,11/16/21,7,white,High,8,7,29_Reno,Chambers01,Y,41,V1,
Cheyenne,11/17/21,7,white,Low,8,3,29_Reno,Chambers01,Y,29,V0,
Cheyenne,11/17/21,7,white,Low,10,1,29_Reno,Chambers01,Y,34,V0,
Cheyenne,11/17/21,8,black,High,7,4,29_Reno,Chambers01,Y,24,V1,leaf broken
Cheyenne,11/17/21,8,black,High,8,1,29_Reno,Chambers01,Y,20,V0,leaf broken
Cheyenne,11/17/21,8,black,Low,9,4,29_Reno,Chambers01,Y,46,V1,
Cheyenne,11/17/21,8,black,Low,14,2,29_Reno,Chambers01,Y,31,V1,leaf broken
Cheyenne,11/17/21,8,white,High,5,1,29_Reno,Chambers01,Y,43,V0,
Cheyenne,11/17/21,8,white,High,7,2,29_Reno,Chambers01,Y,36,V0,
Cheyenne,11/17/21,8,white,Low,3,3,29_Reno,Chambers01,Y,17,V0,
Cheyenne,11/17/21,8,white,Low,19,1,29_Reno,Chambers01,Y,45,V1,
Cheyenne,11/17/21,9,black,High,2,8,29_Reno,Chambers01,Y,36,V1,leaf broken
Cheyenne,11/17/21,9,black,Low,1,4,29_Reno,Chambers01,Y,12,V0,
Cheyenne,11/17/21,9,white,High,2,4,29_Reno,Chambers01,Y,28,V0,
Cheyenne,11/17/21,9,white,Low,10,3,29_Reno,Chambers01,Y,16,V0,
Cheyenne,11/17/21,10,black,High,7,5,29_Reno,Chambers01,Y,39,V0,
Cheyenne,11/17/21,10,black,Low,10,4,29_Reno,Chambers01,Y,48,V1,
Cheyenne,11/17/21,10,white,High,7,3,29_Reno,Chambers01,Y,38,V0,
Cheyenne,11/17/21,10,white,Low,9,1,29_Reno,Chambers01,Y,37,V0,
Cheyenne,11/10/21,1,black,High,1,7,30_Reno,Chambers02,Y,24,V1,
Cheyenne,11/10/21,1,black,Low,4,3,30_Reno,Chambers02,Y,44,V0,
Cheyenne,11/10/21,1,white,High,2,1,30_Reno,Chambers02,Y,22,V0,
Cheyenne,11/10/21,1,white,Low,2,4,30_Reno,Chambers02,Y,4,V0,
Cheyenne,11/10/21,2,black,High,10,2,30_Reno,Chambers02,Y,13,V1,
Cheyenne,11/10/21,2,black,Low,20,2,30_Reno,Chambers02,Y,28,V0,
Cheyenne,11/10/21,2,white,High,10,8,30_Reno,Chambers02,Y,11,V0,
Cheyenne,11/10/21,2,white,Low,12,4,30_Reno,Chambers02,N,,,
Cheyenne,11/15/21,3,black,High,7,6,30_Reno,Chambers02,Y,43,V1,
Cheyenne,11/10/21,3,black,Low,9,2,30_Reno,Chambers02,Y,19,V0,
Cheyenne,11/15/21,3,white,High,6,2,30_Reno,Chambers02,Y,31,V0,
Cheyenne,11/10/21,3,white,Low,1,2,30_Reno,Chambers02,Y,7,V0,
Cheyenne,11/15/21,4,black,High,2,5,30_Reno,Chambers02,Y,46,V1,
Cheyenne,11/15/21,4,black,Low,13,2,30_Reno,Chambers02,Y,27,V1,
Cheyenne,11/15/21,4,white,High,6,6,30_Reno,Chambers02,Y,28,V0,
Cheyenne,11/15/21,4,white,Low,8,3,30_Reno,Chambers02,Y,27,V0,
Cheyenne,11/15/21,5,black,High,1,7,30_Reno,Chambers02,Y,15,V1,leaf broken
Cheyenne,11/15/21,5,black,High,7,3,30_Reno,Chambers02,Y,47,V1,
Cheyenne,11/15/21,5,black,Low,9,4,30_Reno,Chambers02,Y,49,V1,
Cheyenne,11/15/21,5,black,Low,17,4,30_Reno,Chambers02,Y,26,V1,leaf broken
Cheyenne,11/15/21,5,white,High,6,1,30_Reno,Chambers02,Y,30,V0,
Cheyenne,11/15/21,5,white,High,8,3,30_Reno,Chambers02,Y,26,V0,
Cheyenne,11/15/21,5,white,Low,4,5,30_Reno,Chambers02,Y,9,V0,
Cheyenne,11/15/21,5,white,Low,13,3,30_Reno,Chambers02,Y,25,V0,leaf damaged but unbroken
Cheyenne,11/15/21,6,black,High,2,10,30_Reno,Chambers02,Y,43,V1,
Cheyenne,11/15/21,6,black,Low,17,5,30_Reno,Chambers02,Y,43,V0,
Cheyenne,11/15/21,6,white,High,3,5,30_Reno,Chambers02,Y,9,V0,leaf broken
Cheyenne,11/15/21,6,white,Low,7,4,30_Reno,Chambers02,Y,9,V0,
Cheyenne,11/16/21,7,black,High,6,4,30_Reno,Chambers02,Y,43,V0,
Cheyenne,11/16/21,7,black,Low,11,5,30_Reno,Chambers02,Y,43,V1,
Cheyenne,11/16/21,7,white,High,9,5,30_Reno,Chambers02,Y,42,V1,
Cheyenne,11/17/21,7,white,Low,1,2,30_Reno,Chambers02,Y,29,V0,
Cheyenne,11/17/21,8,black,High,3,10,30_Reno,Chambers02,Y,26,V0,
Cheyenne,11/17/21,8,black,High,9,7,30_Reno,Chambers02,Y,26,V0,
Cheyenne,11/17/21,8,black,Low,12,4,30_Reno,Chambers02,Y,46,V0,
Cheyenne,11/17/21,8,black,Low,19,3,30_Reno,Chambers02,Y,43,V1,
Cheyenne,11/17/21,8,white,High,1,6,30_Reno,Chambers02,Y,37,V0,
Cheyenne,11/17/21,8,white,High,3,1,30_Reno,Chambers02,Y,29,V0,
Cheyenne,11/17/21,8,white,Low,13,2,30_Reno,Chambers02,Y,36,V0,
Cheyenne,11/17/21,8,white,Low,16,5,30_Reno,Chambers02,Y,33,V0,
Cheyenne,11/17/21,9,black,High,3,6,30_Reno,Chambers02,Y,48,V1,
Cheyenne,11/17/21,9,black,Low,5,5,30_Reno,Chambers02,Y,40,V0,
Cheyenne,11/17/21,9,white,High,4,3,30_Reno,Chambers02,Y,37,V0,
Cheyenne,11/17/21,9,white,Low,20,1,30_Reno,Chambers02,Y,45,V0,
Cheyenne,11/17/21,10,black,High,6,9,30_Reno,Chambers02,Y,31,V0,leaf broken
Cheyenne,11/17/21,10,black,Low,12,1,30_Reno,Chambers02,Y,13,V0,
Cheyenne,11/17/21,10,white,High,4,1,30_Reno,Chambers02,Y,30,V0,
Cheyenne,11/17/21,10,white,Low,7,5,30_Reno,Chambers02,Y,36,V0,
Cheyenne,11/10/21,1,black,High,5,9,31_Reno,Urza1,Y,26,V0,
Cheyenne,11/10/21,1,black,Low,8,5,31_Reno,Urza1,Y,39,V0,leaf damaged but unbroken
Cheyenne,11/10/21,1,white,High,8,4,31_Reno,Urza1,Y,26,V0,
Cheyenne,11/10/21,1,white,Low,18,4,31_Reno,Urza1,Y,25,V0,
Cheyenne,11/10/21,2,black,High,8,10,31_Reno,Urza1,Y,7,V0,
Cheyenne,11/10/21,2,black,Low,8,2,31_Reno,Urza1,Y,31,V0,
Cheyenne,11/10/21,2,white,High,5,8,31_Reno,Urza1,Y,27,V0,
Cheyenne,11/10/21,2,white,Low,18,5,31_Reno,Urza1,Y,18,V0,
Cheyenne,11/15/21,3,black,High,3,5,31_Reno,Urza1,Y,19,V0,leaf broken
Cheyenne,11/15/21,3,black,High,6,1,31_Reno,Urza1,Y,28,V1,
Cheyenne,11/10/21,3,black,Low,12,5,31_Reno,Urza1,Y,26,V0,
Cheyenne,11/10/21,3,black,Low,18,4,31_Reno,Urza1,Y,24,V0,leaf broken
Cheyenne,11/15/21,3,white,High,2,6,31_Reno,Urza1,Y,35,V0,
Cheyenne,11/15/21,3,white,High,7,1,31_Reno,Urza1,Y,33,V0,
Cheyenne,11/10/21,3,white,Low,16,1,31_Reno,Urza1,Y,20,V0,
Cheyenne,11/10/21,3,white,Low,19,2,31_Reno,Urza1,Y,15,V0,
Cheyenne,11/15/21,4,black,High,3,8,31_Reno,Urza1,Y,42,V0,
Cheyenne,11/15/21,4,black,Low,3,4,31_Reno,Urza1,Y,23,V0,leaf broken
Cheyenne,11/15/21,4,white,High,10,3,31_Reno,Urza1,Y,32,V0,
Cheyenne,11/15/21,4,white,Low,20,3,31_Reno,Urza1,Y,12,V0,
Cheyenne,11/15/21,5,black,High,3,4,31_Reno,Urza1,Y,46,V1,
Cheyenne,11/15/21,5,black,Low,13,1,31_Reno,Urza1,Y,34,V1,leaf broken
Cheyenne,11/15/21,5,white,High,4,10,31_Reno,Urza1,Y,36,V0,
Cheyenne,11/15/21,5,white,Low,6,3,31_Reno,Urza1,Y,14,V0,
Cheyenne,11/15/21,6,black,High,10,1,31_Reno,Urza1,Y,36,V1,
Cheyenne,11/15/21,6,black,Low,1,1,31_Reno,Urza1,Y,47,V1,
Cheyenne,11/15/21,6,white,High,8,3,31_Reno,Urza1,Y,13,V0,
Cheyenne,11/15/21,6,white,Low,7,5,31_Reno,Urza1,Y,22,V0,
Cheyenne,11/16/21,7,black,High,9,10,31_Reno,Urza1,Y,48,V0,
Cheyenne,11/16/21,7,black,Low,18,1,31_Reno,Urza1,Y,45,V2,
Cheyenne,11/16/21,7,white,High,3,4,31_Reno,Urza1,N,,,
Cheyenne,11/17/21,7,white,Low,16,4,31_Reno,Urza1,Y,28,V0,
Cheyenne,11/17/21,8,black,High,4,7,31_Reno,Urza1,Y,25,V0,
Cheyenne,11/17/21,8,black,Low,9,1,31_Reno,Urza1,Y,33,V1,
Cheyenne,11/17/21,8,white,High,4,6,31_Reno,Urza1,Y,39,V0,
Cheyenne,11/17/21,8,white,Low,14,1,31_Reno,Urza1,Y,33,V0,
Cheyenne,11/17/21,9,black,High,5,8,31_Reno,Urza1,Y,47,V1,
Cheyenne,11/17/21,9,black,Low,20,2,31_Reno,Urza1,Y,25,V0,
Cheyenne,11/17/21,9,white,High,5,1,31_Reno,Urza1,Y,21,V0,
Cheyenne,11/17/21,9,white,Low,3,5,31_Reno,Urza1,Y,15,V0,
Cheyenne,11/17/21,10,black,High,2,1,31_Reno,Urza1,Y,41,V0,
Cheyenne,11/17/21,10,black,High,6,10,31_Reno,Urza1,Y,18,V0,
Cheyenne,11/17/21,10,black,Low,9,1,31_Reno,Urza1,Y,17,V1,leaf broken
Cheyenne,11/17/21,10,black,Low,17,3,31_Reno,Urza1,Y,40,V0,
Cheyenne,11/17/21,10,white,High,1,8,31_Reno,Urza1,Y,35,V0,
Cheyenne,11/17/21,10,white,High,4,5,31_Reno,Urza1,Y,31,V0,
Cheyenne,11/17/21,10,white,Low,7,4,31_Reno,Urza1,Y,5,V0,
Cheyenne,11/17/21,10,white,Low,17,2,31_Reno,Urza1,Y,21,V0,
Cheyenne,11/10/21,1,black,High,8,2,32_Reno,Chambers04,Y,46,V1,
Cheyenne,11/10/21,1,black,Low,17,3,32_Reno,Chambers04,Y,49,V1,
Cheyenne,11/10/21,1,white,High,1,8,32_Reno,Chambers04,Y,5,V0,
Cheyenne,11/10/21,1,white,Low,8,3,32_Reno,Chambers04,Y,19,V0,
Cheyenne,11/10/21,2,black,High,3,7,32_Reno,Chambers04,Y,15,V0,leaf broken
Cheyenne,11/10/21,2,black,Low,2,3,32_Reno,Chambers04,Y,42,V0,
Cheyenne,11/10/21,2,white,High,1,3,32_Reno,Chambers04,Y,17,V0,
Cheyenne,11/10/21,2,white,Low,13,5,32_Reno,Chambers04,Y,5,V0,
Cheyenne,11/15/21,3,black,High,5,9,32_Reno,Chambers04,Y,17,V1,leaf broken
Cheyenne,11/10/21,3,black,Low,11,3,32_Reno,Chambers04,N,,,
Cheyenne,11/15/21,3,white,High,4,6,32_Reno,Chambers04,Y,16,V0,
Cheyenne,11/10/21,3,white,Low,18,3,32_Reno,Chambers04,Y,20,V0,
Cheyenne,11/15/21,4,black,High,2,9,32_Reno,Chambers04,Y,38,V0,
Cheyenne,11/15/21,4,black,High,4,2,32_Reno,Chambers04,Y,29,V0,
Cheyenne,11/15/21,4,black,Low,15,1,32_Reno,Chambers04,Y,47,V1,
Cheyenne,11/15/21,4,black,Low,15,5,32_Reno,Chambers04,Y,43,V1,
Cheyenne,11/15/21,4,white,High,2,7,32_Reno,Chambers04,Y,26,V0,
Cheyenne,11/15/21,4,white,High,5,4,32_Reno,Chambers04,Y,27,V0,
Cheyenne,11/15/21,4,white,Low,11,3,32_Reno,Chambers04,Y,22,V0,
Cheyenne,11/15/21,4,white,Low,12,1,32_Reno,Chambers04,Y,22,V0,
Cheyenne,11/15/21,5,black,High,7,5,32_Reno,Chambers04,Y,44,V1,
Cheyenne,11/15/21,5,black,Low,2,1,32_Reno,Chambers04,Y,18,V1,
Cheyenne,11/15/21,5,white,High,10,1,32_Reno,Chambers04,Y,26,V0,
Cheyenne,11/15/21,5,white,Low,20,2,32_Reno,Chambers04,Y,23,V0,
Cheyenne,11/15/21,6,black,High,10,9,32_Reno,Chambers04,Y,29,V0,
Cheyenne,11/15/21,6,black,Low,10,2,32_Reno,Chambers04,Y,46,V1,
Cheyenne,11/15/21,6,white,High,2,3,32_Reno,Chambers04,Y,13,V0,
Cheyenne,11/15/21,6,white,Low,9,4,32_Reno,Chambers04,Y,26,V0,
Cheyenne,11/16/21,7,black,High,8,2,32_Reno,Chambers04,Y,49,V1,
Cheyenne,11/16/21,7,black,High,10,1,32_Reno,Chambers04,Y,12,V1,leaf broken
Cheyenne,11/16/21,7,black,Low,18,3,32_Reno,Chambers04,Y,35,V1,
Cheyenne,11/16/21,7,black,Low,19,2,32_Reno,Chambers04,Y,50,V0,
Cheyenne,11/16/21,7,white,High,8,5,32_Reno,Chambers04,Y,39,V0,
Cheyenne,11/16/21,7,white,High,10,5,32_Reno,Chambers04,Y,40,V0,
Cheyenne,11/17/21,7,white,Low,3,5,32_Reno,Chambers04,Y,37,V0,
Cheyenne,11/17/21,7,white,Low,17,1,32_Reno,Chambers04,Y,14,V0,
Cheyenne,11/17/21,8,black,High,5,3,32_Reno,Chambers04,Y,37,V0,
Cheyenne,11/17/21,8,black,Low,13,3,32_Reno,Chambers04,Y,57,V1,
Cheyenne,11/17/21,8,white,High,10,5,32_Reno,Chambers04,Y,38,V0,
Cheyenne,11/17/21,8,white,Low,8,2,32_Reno,Chambers04,Y,28,V0,
Cheyenne,11/17/21,9,black,High,4,5,32_Reno,Chambers04,Y,22,V1,leaf broken
Cheyenne,11/17/21,9,black,Low,19,5,32_Reno,Chambers04,Y,28,V0,
Cheyenne,11/17/21,9,white,High,1,3,32_Reno,Chambers04,Y,33,V0,
Cheyenne,11/17/21,9,white,Low,5,3,32_Reno,Chambers04,Y,30,V0,
Cheyenne,11/17/21,10,black,High,10,9,32_Reno,Chambers04,Y,7,V0,leaf broken
Cheyenne,11/17/21,10,black,Low,15,1,32_Reno,Chambers04,Y,53,V1,
Cheyenne,11/17/21,10,white,High,8,10,32_Reno,Chambers04,Y,32,V0,
Cheyenne,11/17/21,10,white,Low,11,3,32_Reno,Chambers04,Y,34,V0,
Cheyenne,11/10/21,1,black,High,9,7,33_Reno,Chambers05,Y,34,V1,
Cheyenne,11/10/21,1,black,Low,9,4,33_Reno,Chambers05,Y,38,V0,
Cheyenne,11/10/21,1,white,High,3,1,33_Reno,Chambers05,Y,13,V0,
Cheyenne,11/10/21,1,white,Low,9,1,33_Reno,Chambers05,Y,15,V0,
Cheyenne,11/10/21,2,black,High,6,2,33_Reno,Chambers05,Y,48,V1,
Cheyenne,11/10/21,2,black,High,8,5,33_Reno,Chambers05,Y,10,V0,leaf broken
Cheyenne,11/10/21,2,black,Low,1,2,33_Reno,Chambers05,Y,31,V1,
Cheyenne,11/10/21,2,black,Low,15,3,33_Reno,Chambers05,N,,,
Cheyenne,11/10/21,2,white,High,9,7,33_Reno,Chambers05,N,,,
Cheyenne,11/10/21,2,white,High,10,9,33_Reno,Chambers05,Y,12,V0,leaf broken
Cheyenne,11/10/21,2,white,Low,2,3,33_Reno,Chambers05,Y,12,V0,
Cheyenne,11/10/21,2,white,Low,14,3,33_Reno,Chambers05,N,,,
Cheyenne,11/15/21,3,black,High,1,6,33_Reno,Chambers05,Y,53,V0,
Cheyenne,11/10/21,3,black,Low,10,3,33_Reno,Chambers05,Y,30,V0,
Cheyenne,11/15/21,3,white,High,7,2,33_Reno,Chambers05,Y,30,V0,
Cheyenne,11/10/21,3,white,Low,13,1,33_Reno,Chambers05,Y,12,V0,
Cheyenne,11/15/21,4,black,High,1,4,33_Reno,Chambers05,Y,31,V1,
Cheyenne,11/15/21,4,black,High,3,4,33_Reno,Chambers05,Y,18,V0,
Cheyenne,11/15/21,4,black,Low,2,4,33_Reno,Chambers05,Y,6,V0,
Cheyenne,11/15/21,4,black,Low,5,3,33_Reno,Chambers05,Y,2,V1,leaf broken
Cheyenne,11/15/21,4,white,High,6,4,33_Reno,Chambers05,Y,24,V0,
Cheyenne,11/15/21,4,white,High,8,2,33_Reno,Chambers05,Y,29,V0,
Cheyenne,11/15/21,4,white,Low,1,2,33_Reno,Chambers05,Y,13,V0,
Cheyenne,11/15/21,4,white,Low,11,4,33_Reno,Chambers05,N,,,
Cheyenne,11/15/21,5,black,High,5,9,33_Reno,Chambers05,Y,34,V1,
Cheyenne,11/15/21,5,black,Low,3,1,33_Reno,Chambers05,Y,46,V1,
Cheyenne,11/15/21,5,white,High,5,3,33_Reno,Chambers05,Y,18,V0,
Cheyenne,11/15/21,5,white,Low,18,1,33_Reno,Chambers05,Y,9,V0,
Cheyenne,11/15/21,6,black,High,4,6,33_Reno,Chambers05,Y,38,V1,
Cheyenne,11/15/21,6,black,Low,5,5,33_Reno,Chambers05,Y,43,V1,
Cheyenne,11/15/21,6,white,High,7,9,33_Reno,Chambers05,Y,25,V1,
Cheyenne,11/15/21,6,white,Low,3,3,33_Reno,Chambers05,N,,,
Cheyenne,11/16/21,7,black,High,2,9,33_Reno,Chambers05,Y,48,V1,
Cheyenne,11/16/21,7,black,Low,18,2,33_Reno,Chambers05,Y,29,V0,leaf broken
Cheyenne,11/16/21,7,white,High,8,3,33_Reno,Chambers05,Y,36,V0,
Cheyenne,11/17/21,7,white,Low,1,5,33_Reno,Chambers05,Y,23,V0,
Cheyenne,11/17/21,8,black,High,7,3,33_Reno,Chambers05,Y,28,V1,leaf broken
Cheyenne,11/17/21,8,black,Low,13,2,33_Reno,Chambers05,Y,44,V1,
Cheyenne,11/17/21,8,white,High,3,8,33_Reno,Chambers05,Y,30,V0,
Cheyenne,11/17/21,8,white,Low,7,5,33_Reno,Chambers05,Y,31,V0,
Cheyenne,11/17/21,9,black,High,3,9,33_Reno,Chambers05,Y,49,V1,
Cheyenne,11/17/21,9,black,Low,1,3,33_Reno,Chambers05,Y,27,V0,
Cheyenne,11/17/21,9,white,High,2,10,33_Reno,Chambers05,Y,45,V0,
Cheyenne,11/17/21,9,white,Low,17,4,33_Reno,Chambers05,Y,37,V0,
Cheyenne,11/17/21,10,black,High,2,2,33_Reno,Chambers05,Y,16,V0,
Cheyenne,11/17/21,10,black,Low,9,3,33_Reno,Chambers05,Y,46,V1,
Cheyenne,11/17/21,10,white,High,2,8,33_Reno,Chambers05,Y,38,V0,
Cheyenne,11/17/21,10,white,Low,12,5,33_Reno,Chambers05,Y,40,V0,
Cheyenne,11/10/21,1,black,High,8,5,34_Reno,Chambers06,Y,38,V1,
Cheyenne,11/10/21,1,black,Low,3,1,34_Reno,Chambers06,Y,40,V1,
Cheyenne,11/10/21,1,white,High,9,4,34_Reno,Chambers06,Y,16,V0,
Cheyenne,11/10/21,1,white,Low,2,2,34_Reno,Chambers06,Y,2,V0,
Cheyenne,11/10/21,2,black,High,6,3,34_Reno,Chambers06,Y,9,V0,leaf broken
Cheyenne,11/10/21,2,black,Low,14,2,34_Reno,Chambers06,Y,35,V0,
Cheyenne,11/10/21,2,white,High,2,1,34_Reno,Chambers06,Y,24,V0,
Cheyenne,11/10/21,2,white,Low,3,5,34_Reno,Chambers06,Y,22,V0,
Cheyenne,11/15/21,3,black,High,6,10,34_Reno,Chambers06,Y,26,V0,
Cheyenne,11/10/21,3,black,Low,16,5,34_Reno,Chambers06,Y,4,V0,
Cheyenne,11/15/21,3,white,High,8,9,34_Reno,Chambers06,Y,41,V0,
Cheyenne,11/10/21,3,white,Low,19,3,34_Reno,Chambers06,Y,11,V0,
Cheyenne,11/15/21,4,black,High,1,3,34_Reno,Chambers06,Y,18,V1,leaf broken
Cheyenne,11/15/21,4,black,Low,16,3,34_Reno,Chambers06,N,,,
Cheyenne,11/15/21,4,white,High,8,10,34_Reno,Chambers06,Y,5,V0,
Cheyenne,11/15/21,4,white,Low,10,2,34_Reno,Chambers06,Y,31,V0,
Cheyenne,11/15/21,5,black,High,2,2,34_Reno,Chambers06,Y,36,V1,
Cheyenne,11/15/21,5,black,Low,17,1,34_Reno,Chambers06,Y,35,V1,
Cheyenne,11/15/21,5,white,High,2,6,34_Reno,Chambers06,Y,32,V0,
Cheyenne,11/15/21,5,white,Low,8,2,34_Reno,Chambers06,Y,17,V0,
Cheyenne,11/15/21,6,black,High,6,3,34_Reno,Chambers06,Y,39,V0,
Cheyenne,11/15/21,6,black,Low,15,1,34_Reno,Chambers06,Y,7,V1,leaf broken
Cheyenne,11/15/21,6,white,High,5,9,34_Reno,Chambers06,Y,14,V0,
Cheyenne,11/15/21,6,white,Low,15,4,34_Reno,Chambers06,Y,32,V0,
Cheyenne,11/16/21,7,black,High,1,10,34_Reno,Chambers06,Y,47,V1,
Cheyenne,11/16/21,7,black,Low,2,5,34_Reno,Chambers06,Y,48,V1,
Cheyenne,11/16/21,7,white,High,4,7,34_Reno,Chambers06,Y,41,V1,
Cheyenne,11/17/21,7,white,Low,11,3,34_Reno,Chambers06,Y,31,V0,leaf damaged but unbroken
Cheyenne,11/17/21,8,black,High,3,9,34_Reno,Chambers06,Y,47,V1,
Cheyenne,11/17/21,8,black,High,4,5,34_Reno,Chambers06,Y,42,V1,
Cheyenne,11/17/21,8,black,Low,5,2,34_Reno,Chambers06,Y,35,V0,
Cheyenne,11/17/21,8,black,Low,18,5,34_Reno,Chambers06,Y,45,V1,
Cheyenne,11/17/21,8,white,High,10,2,34_Reno,Chambers06,Y,22,V0,
Cheyenne,11/17/21,8,white,High,10,9,34_Reno,Chambers06,Y,45,V1,
Cheyenne,11/17/21,8,white,Low,3,2,34_Reno,Chambers06,Y,32,V0,
Cheyenne,11/17/21,8,white,Low,3,4,34_Reno,Chambers06,Y,31,V0,
Cheyenne,11/17/21,9,black,High,3,4,34_Reno,Chambers06,Y,44,V1,
Cheyenne,11/17/21,9,black,Low,6,4,34_Reno,Chambers06,Y,7,V0,
Cheyenne,11/17/21,9,white,High,9,2,34_Reno,Chambers06,Y,30,V0,
Cheyenne,11/17/21,9,white,Low,13,3,34_Reno,Chambers06,Y,17,V0,
Cheyenne,11/17/21,10,black,High,5,2,34_Reno,Chambers06,Y,42,V0,
Cheyenne,11/17/21,10,black,High,10,6,34_Reno,Chambers06,Y,41,V0,
Cheyenne,11/17/21,10,black,Low,16,3,34_Reno,Chambers06,Y,20,V0,
Cheyenne,11/17/21,10,black,Low,20,5,34_Reno,Chambers06,Y,29,V0,
Cheyenne,11/17/21,10,white,High,1,6,34_Reno,Chambers06,Y,43,V0,leaf damaged but unbroken
Cheyenne,11/17/21,10,white,High,2,2,34_Reno,Chambers06,Y,27,V0,
Cheyenne,11/17/21,10,white,Low,8,3,34_Reno,Chambers06,Y,35,V0,
Cheyenne,11/17/21,10,white,Low,17,5,34_Reno,Chambers06,Y,36,V0,
Cheyenne,11/10/21,1,black,High,1,2,35_Reno,Chambers07,Y,39,V0,leaf damaged but unbroken
Cheyenne,11/10/21,1,black,High,5,7,35_Reno,Chambers07,Y,31,V0,
Cheyenne,11/10/21,1,black,Low,6,2,35_Reno,Chambers07,Y,20,V0,leaf broken
Cheyenne,11/10/21,1,black,Low,12,2,35_Reno,Chambers07,Y,31,V0,
Cheyenne,11/10/21,1,white,High,4,7,35_Reno,Chambers07,Y,23,V0,
Cheyenne,11/10/21,1,white,High,9,5,35_Reno,Chambers07,Y,10,V0,
Cheyenne,11/10/21,1,white,Low,17,1,35_Reno,Chambers07,Y,8,V0,
Cheyenne,11/10/21,1,white,Low,19,5,35_Reno,Chambers07,Y,16,V0,
Cheyenne,11/10/21,2,black,High,7,5,35_Reno,Chambers07,Y,37,V0,
Cheyenne,11/10/21,2,black,Low,4,1,35_Reno,Chambers07,Y,32,V0,
Cheyenne,11/10/21,2,white,High,10,1,35_Reno,Chambers07,Y,17,V0,
Cheyenne,11/10/21,2,white,Low,13,2,35_Reno,Chambers07,Y,8,V0,
Cheyenne,11/15/21,3,black,High,1,8,35_Reno,Chambers07,Y,38,V1,
