,,,,,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes
3/29/22,black,low,5,1,11,V2,,0,V2,dormant,16,V3+,herbivory,6,V3,,38,V3+,,22,V3,,36,V3+,,29,V3,,11,V2,,16,V3+,,10,V3,,,,,34,V3+,,26,V3+,,11,V2,,8,V3+,,38,V3+,,13,V2,,,,,18,V2,
3/29/22,black,low,5,2,10,V2,,18,V3,,2,V2,,23,V3,,0,V2,dormant,22,V3,,31,V3+,,,,,16,V2,,13,V2,,31,V2,,20,V3+,,,,,,,,32,V3+,,7,V2,,,,,21,V3,,39,V3+,,0,V2,dormant
3/29/22,black,low,5,3,11,V3,,19,V3+,,7,V2,,11,V3+,,23,V3+,,8,V3,,21,V2,,36,V3,,12,V3+,,,,,13,V3+,,3,V2,,,,,17,V3+,,19,V2,,,,,,,,,,,,,,,,
3/29/22,black,low,5,4,9,V3,,17,V2,,10,V2,,25,V2,,8,V3,,17,V2,,,,,,,,37,V3+,,50,V3+,,32,V3,,15,V2,,,,,13,V2,,21,V3,,0,V2,dormant,,,,11,V3,,27,V3+,,30,V3+,
3/29/22,black,low,5,5,5,V2,,,,,13,V3+,,23,V3,,20,V2,,,,,41,V3+,,37,V3+,,5,V3,,30,V3+,,31,V2,,,,,24,V2,,7,V2,,5,V1,,0,V2,dormant,26,V3,,8,V2,,11,V1,,4,V2,
3/29/22,white,low,5,1,20,V3+,,4,V2,,15,V1,,29,V2,,8,V1,,29,V3,,19,V2,,25,V1,,30,V2,,21,V2,,27,V2,,8,V2,,12,V1,,17,V1,,24,V2,,2,V1,dormant,21,V2,,23,V1,,23,V2,,23,V1,
3/29/22,white,low,5,2,,,,2,V2,,21,V1,,,,,,,,,,,,,,37,V3,,2,V3,herbivory,21,V3,,28,V1,,18,V2,,39,V2,,,,,,,,22,V2,,10,V2,,22,V2,,29,V3,,32,V3+,
3/29/22,white,low,5,3,,,,31,V2,,23,V2,,22,V2,,27,V2,,,,,10,V3+,,28,V3+,,25,V3+,,22,V2,,32,V3+,,26,V2,,19,V1,,23,V2,,28,V2,,,,,29,V3+,,20,V3,,25,V2,,17,V1,
3/29/22,white,low,5,4,25,V3+,,26,V2,,,,,26,V3+,,23,V3+,,24,V2,,27,V2,,29,V3+,,17,V3+,,35,V3+,,22,V2,,,,,22,V2,,29,V2,,29,V3+,,21,V2,,19,V3,,27,V2,,20,V2,,27,V3,
3/29/22,white,low,5,5,12,V2,,27,V2,,,,,24,V2,,19,V2,,22,V2,,15,V2,,,,,27,V3+,,,,,,,,12,V1,,20,V1,,26,V2,,20,V2,,9,V2,,28,V3+,,,,,31,V3,,23,V2,
3/29/22,white,high,5,1,29,V2,,,,,32,V2,,,,,31,V2,,,,,0,V1,dormant,30,V2,,36,V3+,,35,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/22,white,high,5,2,6,V1,,26,V2,,,,,27,V2,,22,V1,,30,V3,,21,V2,,22,V2,,41,V3,,35,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/22,white,high,5,3,26,V2,,29,V2,,27,V2,,17,V2,,8,V1,,34,V3+,,11,V1,,0,V1,dormant,33,V3+,,34,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/22,white,high,5,4,23,V2,,,,,14,V1,,,,,25,V2,,21,V2,,32,V3+,,23,V2,,33,V3+,,34,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/22,white,high,5,5,5,V1,,28,V2,,33,V3+,,5,V1,,24,V1,,33,V2,,,,,10,V0,,26,V2,,36,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/22,white,high,5,6,29,V2,,32,V3,,18,V2,,9,V1,,,,,30,V2,,27,V2,,30,V2,,34,V3+,,37,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/22,white,high,5,7,23,V2,,,,,8,V1,,22,V2,,19,V1,,30,V2,,22,V2,,27,V2,,,,,29,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/22,white,high,5,8,,,,,,,3,V0,,,,,23,V2,,38,V3,,27,V3,,0,V1,dormant,35,V3+,,31,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/22,white,high,5,9,21,V0,,17,V2,,,,,,,,9,V1,,27,V2,,23,V1,,25,V2,,24,V2,,31,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/22,white,high,5,10,29,V2,,37,V3,,20,V2,,6,V1,,9,V1,,28,V2,,21,V2,,20,V1,,12,V1,,31,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/22,black,high,5,1,55,V3+,,45,V3+,,46,V3+,,21,V3,,35,V3+,,,,,29,V3,,20,V3,,36,V2,,37,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/22,black,high,5,2,47,V3+,,45,V3+,,34,V3,,,,,43,V3+,,47,V3+,,,,,40,V3+,,38,V3+,,23,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/22,black,high,5,3,46,V3+,,43,V3+,,39,V3+,,39,V3+,,36,V3+,,32,V3+,,44,V3+,,31,V3+,,42,V3+,,21,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/22,black,high,5,4,43,V3+,,36,V3+,,57,V3+,,40,V3+,,35,V3+,,36,V3+,,42,V3+,,41,V3+,,36,V3+,,34,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/22,black,high,5,5,40,V3+,,25,V3,,44,V3,,32,V2,,32,V2,,38,V3+,,43,V3+,,34,V2,,41,V3+,,29,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/22,black,high,5,6,46,V3+,,32,V3+,,40,V3+,,42,V3+,,44,V3+,,40,V3+,,43,V3+,,32,V3+,,36,V2,,19,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/22,black,high,5,7,32,V3,,39,V3,,40,V3+,,34,V3+,,37,V3+,,34,V3+,,48,V3+,,26,V3,,30,V2,,37,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/22,black,high,5,8,59,V3+,,41,V3+,,35,V3+,,33,V3+,,38,V3+,,34,V3+,,40,V3+,,35,V3+,,31,V3,,44,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/22,black,high,5,9,47,V3+,,39,V3+,,35,V3,,30,V3+,,42,V3+,,45,V3+,,24,V3+,,20,V3+,,29,V3,,29,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/22,black,high,5,10,46,V3+,,46,V3+,,40,V3+,,33,V3+,,44,V3,,38,V3+,,36,V3+,,32,V3+,,26,V3+,,33,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,low,6,1,24,V2,,15,V2,,15,V1,,,,,24,V2,,,,,31,V2,,29,V2,,25,V2,,28,V1,,15,V2,,23,V2,,30,V2,,18,V0,,27,V2,,29,V2,,14,V2,,25,V2,,5,V0,,7,V1,
3/31/22,white,low,6,2,16,V2,,17,V2,,6,V2,,28,V1,,,,,20,V1,,17,V2,,8,V1,,,,,16,V1,,29,V3+,,11,V2,,22,V2,,29,V2,,19,V2,,10,V1,,23,V2,,22,V2,,,,,18,V1,
3/31/22,white,low,6,3,21,V2,,19,V2,,,,,16,V1,,22,V2,,25,V3,,14,V2,,20,V2,,19,V3,,36,V2,,21,V2,,18,V2,,24,V2,,8,V2,,32,V2,,17,V2,,18,V2,,29,V2,,19,V1,,26,V2,
3/31/22,white,low,6,4,12,V2,,15,V1,,26,V3,,25,V1,,20,V2,,28,V2,,19,V2,,23,V3,,14,V2,,24,V2,,3,V0,,19,V3+,,27,V2,,22,V2,,26,V3,,27,V2,,3,V1,,13,V1,,26,V2,,19,V0,
3/31/22,white,low,6,5,16,V2,,20,V2,,18,V3,,6,V2,,22,V2,,,,,32,V2,,,,,18,V2,,16,V1,herbivory,16,V2,,20,V2,,,,,24,V2,,,,,9,V1,,22,V1,,,,,27,V2,,30,V2,
3/31/22,black,low,6,1,34,V2,,16,V3+,,,,,6,V1,,25,V2,,21,V1,,41,V3+,,19,V3+,,,,,,,,5,V1,,,,,24,V3+,,9,V3+,,0,V2,dormant,31,V3,,18,V1,,,,,36,V3,,35,V3+,
3/31/22,black,low,6,2,18,V2,,0,V2,dormant,19,V3,,20,V3,,9,V2,,22,V2,,,,,,,,10,V3+,,17,V3+,,8,V1,,27,V3+,,,,,36,V3+,,30,V3+,,,,,,,,,,,0,V2,dormant,0,V1,dormant
3/31/22,black,low,6,3,,,,,,,12,V2,,3,V2,,,,,,,,0,V2,dormant,21,V1,,24,V3+,,28,V2,,9,V2,,14,V3+,,0,V1,dormant,3,V2,,13,V3,,,,,0,V1,dormant,,,,16,V3,,0,V1,dormant
3/31/22,black,low,6,4,,,,0,V1,dormant,,,,0,V2,dormant,19,V3,,20,V3,,8,V1,,,,,,,,11,V2,,17,V2,,13,V3,,,,,0,V2,dormant,3,V2,,,,,,,,0,V1,dormant,,,,,,
3/31/22,black,low,6,5,0,V2,dormant,0,V2,dormant,,,,,,,18,V3,,,,,28,V2,,0,V2,dormant,28,V3+,,0,V2,dormant,,,,0,V1,dormant,,,,,,,,,,,,,,,,0,V2,dormant,,,,,,
3/31/22,black,high,6,1,31,V3+,,40,V3+,,39,V3,,33,V3+,,47,V3,,39,V3+,,42,V3+,,48,V3+,,49,V3+,,60,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,high,6,2,35,V3+,,35,V3+,,41,V3+,,42,V3+,,39,V3+,,34,V3+,,46,V3+,,43,V3+,,,,,47,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,high,6,3,39,V3+,,38,V3+,,,,,48,V3+,,56,V3+,,28,V2,,47,V3+,,62,V3+,,29,V3+,,46,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,high,6,4,,,,36,V3+,,41,V3+,,,,,,,,43,V3+,,43,V3+,,51,V3+,,38,V3+,,43,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,high,6,5,,,,42,V3+,,11,V3,,20,V2,,,,,,,,41,V2,,,,,39,V3+,,41,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,high,6,6,42,V3,,48,V3+,,41,V3+,,23,V2,,23,V2,,54,V3+,,26,V1,,32,V3+,,50,V3+,,39,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,high,6,7,48,V3+,,25,V1,,40,V3+,,,,,41,V3+,,47,V3+,,51,V3+,,42,V3+,,34,V3+,,23,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,high,6,8,49,V3+,,48,V3+,,43,V3+,,36,V3+,,50,V3+,,51,V3+,,52,V3+,,43,V2,,56,V3+,,45,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,high,6,9,31,V3+,,,,,44,V3+,,41,V3+,,42,V3+,,47,V3+,,56,V3+,,32,V3,,45,V3+,,53,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,high,6,10,37,V3+,,30,V3+,,31,V3+,,44,V3+,,46,V3+,,51,V3+,,46,V3+,,55,V3+,,42,V3+,,41,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,6,1,30,V3+,,8,V1,,27,V2,,25,V1,,24,V1,,29,V3+,,31,V3+,,24,V3+,,27,V3+,,30,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,6,2,26,V2,,29,V2,,29,V3+,,32,V3+,,26,V3+,,25,V3+,,29,V2,,30,V3+,,29,V3,,19,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,6,3,30,V3+,,35,V3,,32,V3+,,29,V3+,,32,V3,,32,V3+,,24,V3+,,34,V3,,22,V1,,33,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,6,4,28,V2,,31,V3+,,30,V3,,32,V2,,26,V1,,,,,27,V3+,,35,V3+,,11,V1,,24,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,6,5,40,V3+,,29,V2,,31,V1,,27,V2,,21,V3,,12,V1,,30,V3,,20,V2,,26,V3+,,29,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,6,6,32,V3+,,20,V2,,21,V3,,33,V1,,25,V3+,,20,V2,,31,V3+,,29,V3+,,41,V3+,,31,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,6,7,42,V3+,,31,V2,,39,V2,,31,V3+,,27,V3+,,17,V1,,34,V3+,,33,V3+,,40,V3,,26,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,6,8,19,V1,,25,V3,,24,V1,,37,V3+,,25,V3+,,32,V3+,,31,V3+,,,,,31,V3+,,25,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,6,9,24,V2,,32,V3,,35,V3,,22,V1,,35,V3+,,20,V0,,30,V3,,34,V3+,,30,V3+,,26,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,6,10,32,V3,,31,V3,,17,V1,,30,V3+,,31,V3+,,26,V3+,,,,,31,V2,,26,V3,,3,V0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,high,7,1,26,V3+,,39,V3+,,35,V3,,40,V3+,,43,V3,,47,V2,,47,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,high,7,2,43,V3+,,24,V2,,43,V3+,,49,V3+,,22,V2,,55,V3+,,50,V2,,21,V3+,,32,V2,,49,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,high,7,3,35,V3+,,45,V2,,,,,44,V3+,,56,V3+,,48,V3+,,44,V3+,,51,V3+,,15,V3,,37,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,high,7,4,,,,44,V3+,,27,V2,,41,V3+,,44,V3+,,7,V1,,48,V3+,,42,V3+,,55,V3+,,40,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,high,7,5,51,V3+,,46,V3+,,51,V3+,,53,V3+,,28,V3,,49,V3+,,52,V3+,,50,V3+,,45,V3+,,42,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,high,7,6,56,V3+,,40,V2,,47,V3+,,52,V3+,,45,V3+,,40,V3+,,31,V3+,,41,V3+,,26,V3+,,45,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,high,7,7,35,V3+,,45,V3+,,,,,54,V3+,,50,V3+,,42,V3+,,41,V3+,,44,V3+,,48,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,high,7,8,40,V3+,,,,,55,V3+,,35,V3+,,39,V3+,,,,,51,V3+,,46,V3+,,44,V3+,,25,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,high,7,9,39,V3+,,60,V3+,,26,V2,,46,V3+,,57,V3+,,38,V3+,,,,,50,V3+,,45,V3+,,52,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,high,7,10,24,V3,,46,V3+,,50,V3+,,9,V1,,31,V3+,,48,V3+,,39,V3+,,,,,43,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,low,7,1,18,V3,,24,V3+,,13,V1,,21,V2,,19,V3+,,20,V3,,26,V3+,,35,V3+,,,,,46,V3+,,35,V3+,,0,V3,dormant,36,V3+,,,,,34,V3+,,21,V3,,15,V2,,,,,0,V1,dormant,,,
3/31/22,black,low,7,2,21,V3+,,19,V3+,,25,V2,,37,V3+,,18,V2,,24,V3+,,32,V3+,,,,,31,V3+,,8,V2,,32,V3+,,12,V1,,34,V2,,,,,29,V2,,,,,30,V3,,19,V2,,19,V2,,2,V2,
3/31/22,black,low,7,3,14,V1,,15,V2,,26,V3,,25,V3+,,15,V1,,32,V3+,,27,V3+,,0,V2,dormant,9,V3+,,0,V2,dormant,,,,29,V3,,20,V3+,,0,V1,dormant,13,V2,,,,,6,V2,,16,V2,,21,V3,,15,V3,
3/31/22,black,low,7,4,39,V3+,,13,V3,,,,,19,V3+,,25,V3+,,45,V3+,,22,V3+,,15,V3+,,31,V3+,,0,V2,dormant,25,V3+,,17,V3,,,,,,,,21,V3+,,35,V3,,15,V1,,0,V3,dormant,25,V3+,,0,V2,dormant
3/31/22,black,low,7,5,33,V3+,,51,V3+,,42,V3+,,39,V3+,,39,V3+,,15,V2,,24,V2,,49,V3+,,22,V2,,22,V3+,,,,,25,V3+,,22,V3,,19,V2,,27,V3+,,40,V3,,27,V3+,,23,V3,,,,,28,V3+,
3/31/22,white,high,7,1,6,V1,,34,V3,,36,V3,,36,V2,,39,V3+,,38,V3+,,26,V2,,36,V3+,,29,V2,,35,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,7,2,29,V3,,30,V3,,27,V3+,,33,V3+,,35,V3+,,49,V3+,,13,V2,,37,V3+,,41,V3+,,33,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,7,3,29,V3,,35,V3+,,26,V3+,,22,V3,,38,V3+,,20,V3+,,40,V3+,,47,V3+,,19,V2,,20,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,7,4,30,V3,,19,V2,,,,,,,,18,V2,,36,V3,,,,,31,V3+,,27,V3+,,36,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,7,5,33,V3+,,31,V1,,26,V2,,20,V1,,26,V2,,22,V2,,41,V3+,,19,V3,,46,V3+,,45,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,7,6,29,V3,,31,V3+,,30,V3,,31,V2,,29,V2,,32,V3+,,34,V3+,,30,V3+,,38,V2,,39,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,7,7,21,V3,,,,,22,V2,,40,V3+,,27,V3,,27,V3+,,35,V3+,,36,V3+,,34,V3+,,32,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,7,8,7,V1,,14,V2,,25,V3+,,27,V3+,,32,V3+,,26,V3+,,32,V2,,28,V3+,,29,V3+,,11,V0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,7,9,16,V1,,38,V2,,,,,,,,33,V3+,,10,V2,,,,,8,V0,,31,V3+,,31,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,7,10,32,V3,,35,V3,,36,V3+,herbivory,24,V2,,26,V2,,21,V1,,28,V2,,35,V2,,30,V3+,,24,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,low,7,1,,,,,,,9,V2,,16,V1,,29,V3+,,,,,10,V1,,31,V3,,,,,33,V3+,,26,V2,,,,,15,V2,,15,V2,,27,V3+,,19,V2,,4,V1,,23,V3,,28,V3,,21,V3,
3/31/22,white,low,7,2,34,V2,,,,,20,V2,,19,V2,,25,V3+,,33,V3,,,,,26,V3+,,10,V1,,31,V2,,31,V3+,,21,V2,,14,V2,,4,V1,,24,V2,,25,V2,,26,V3+,,,,,31,V2,,,,
3/31/22,white,low,7,3,32,V1,,15,V2,,,,,23,V2,,26,V2,,17,V1,,31,V2,,34,V3+,,22,V3+,,31,V2,,,,,23,V3+,,40,V3+,,30,V3+,,12,V2,,2,V1,,29,V2,,13,V3+,herbivory,29,V3+,,19,V2,
3/31/22,white,low,7,4,10,V1,,31,V3,,27,V2,,16,V2,,19,V3+,,25,V3,,32,V2,,27,V2,,4,V1,,8,V1,,26,V3+,,26,V3+,,31,V2,,17,V2,,18,V2,,21,V3,,,,,32,V3,,32,V3+,,32,V2,
3/31/22,white,low,7,5,,,,,,,8,V1,,21,V2,,30,V2,,15,V3,,29,V2,,29,V3,,17,V3,,21,V1,,13,V2,,24,V3,,18,V2,,8,V1,herbivory,,,,,,,16,V1,,18,V2,,13,V2,,,,
3/31/22,black,low,8,1,24,V3,,,,,25,V2,,,,,9,V2,,,,,,,,33,V3+,,34,V2,,11,V2,,7,V1,,8,V2,herbivory,7,V2,,23,V3+,,11,V3,herbivory,27,V3,,25,V3,,34,V3+,,46,V2,,,,
3/31/22,black,low,8,2,29,V3,,14,V3,,,,,25,V2,,15,V2,,24,V3+,,62,V3+,,,,,36,V3+,,14,V2,,,,,32,V3+,,14,V3,herbivory,5,V2,,7,V2,,27,V2,,19,V3,,29,V2,,,,,,,
3/31/22,black,low,8,3,29,V3+,,29,V3,,,,,42,V3+,,22,V3,,17,V3,,50,V3+,,53,V3+,,23,V2,,,,,28,V3+,,40,V3+,,32,V3+,,26,V3+,,28,V3+,,46,V3+,,32,V3+,,21,V2,,20,V2,,,,
3/31/22,black,low,8,4,34,V2,,30,V3+,,30,V3+,,29,V3+,,32,V3+,,,,,,,,31,V3+,,14,V3+,,14,V2,,25,V3+,,,,,30,V3+,,37,V3+,,54,V3+,,8,V1,,28,V3+,,,,,21,V2,,22,V2,
3/31/22,black,low,8,5,35,V3+,,31,V2,,39,V3+,,49,V3+,,,,,14,V1,,21,V3,,40,V3+,,,,,19,V3,,22,V2,,27,V3,,29,V2,,36,V2,,23,V2,,28,V3+,,,,,16,V2,,,,,15,V3,
3/31/22,black,high,8,1,14,V1,,36,V3+,,22,V2,,38,V3+,,10,V2,,35,V3+,,9,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,high,8,2,46,V3+,,38,V3+,,50,V3+,,,,,43,V3+,,,,,11,V2,,,,,,,,36,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,high,8,3,23,V2,,41,V3,,41,V3,,25,V2,,19,V2,,17,V2,,25,V2,,6,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,high,8,4,22,V2,,10,V1,,40,V3,,15,V1,,,,,16,V2,,36,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,high,8,5,37,V3+,,,,,,,,16,V2,,3,V2,,,,,,,,,,,13,V3,,5,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,high,8,6,11,V2,,,,,,,,,,,8,V2,,,,,,,,,,,36,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,high,8,7,16,V3,,,,,,,,,,,31,V2,,26,V3+,,,,,,,,,,,26,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,high,8,8,23,V3,,,,,24,V3,,,,,16,V3,,24,V2,,16,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,high,8,9,,,,,,,4,V3,,,,,,,,,,,29,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,black,high,8,10,20,V2,,27,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,low,8,1,26,V2,,20,V2,,28,V3+,,16,V2,,,,,22,V2,,12,V2,,19,V2,,,,,12,V1,,21,V2,,28,V2,,7,V2,,9,V1,,7,V1,,,,,22,V2,,16,V2,,30,V3+,,19,V3,
3/31/22,white,low,8,2,17,V1,,33,V3+,,22,V2,,21,V2,,11,V1,,21,V2,,20,V2,,8,V1,,16,V1,,15,V2,,19,V3+,,21,V2,,31,V3,,18,V2,,12,V2,,20,V2,,24,V2,,29,V2,,23,V2,,,,
3/31/22,white,low,8,3,29,V3,,24,V2,,4,V1,,15,V2,,21,V2,,27,V2,,17,V2,,21,V2,,3,V0,,26,V2,,21,V1,,8,V2,,,,,21,V2,,22,V2,,27,V1,,14,V1,,36,V3+,,,,,24,V2,
3/31/22,white,low,8,4,10,V1,,28,V3,,30,V2,,20,V2,,23,V2,,14,V2,,10,V1,,23,V1,,18,V2,,19,V2,,,,,15,V3,,14,V2,,20,V1,,20,V2,,30,V2,,18,V1,,12,V2,,8,V1,,27,V2,
3/31/22,white,low,8,5,26,V2,,19,V2,,28,V2,,14,V2,,21,V2,,11,V2,,16,V2,,24,V3,,24,V2,,12,V1,,,,,21,V2,,17,V2,,22,V1,,,,,31,V2,,13,V2,,,,,16,V2,,19,V1,
3/31/22,white,high,8,1,19,V3,,2,V2,,11,V1,,4,V2,,0,V2,dormant,13,V2,,25,V3+,,37,V3+,,5,V1,,27,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,8,2,31,V3+,,28,V3+,,6,V1,,12,V2,,16,V2,,34,V3+,,33,V3+,,19,V2,,22,V2,,37,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,8,3,32,V3,,34,V3,,3,V1,,30,V2,,35,V3+,,35,V3+,,40,V3,,8,V2,,11,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,8,4,28,V3+,,22,V2,,35,V3+,,11,V2,,44,V3+,,34,V3+,,13,V2,,23,V2,,29,V3+,,15,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,8,5,20,V2,,31,V3+,,25,V3+,,31,V3+,,15,V1,,18,V2,,14,V1,,,,,43,V3+,,32,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,8,6,32,V3+,,26,V3,,26,V3+,,41,V3+,,26,V3+,,31,V3+,,10,V2,,11,V2,,,,,44,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,8,7,21,V3+,,21,V2,,30,V3+,,34,V3+,,28,V3+,,7,V1,,15,V1,,26,V2,,16,V2,,29,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,8,8,8,V2,,28,V3,,7,V2,,42,V3+,,29,V2,,23,V2,,25,V2,,3,V1,,35,V3+,,28,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,8,9,13,V0,,27,V3+,,30,V3+,,30,V3+,,24,V2,,,,,,,,33,V3+,,25,V3+,,46,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,8,10,28,V3+,,,,,26,V3,,32,V3,,29,V3+,,8,V1,,22,V2,,9,V1,,17,V2,,10,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/22,white,high,9,1,0,V1,dormant,0,V1,dormant,0,V1,dormant,15,V2,,,,,,,,,,,,,,13,V2,,16,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
