,,,,,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes
6/23/22,white,high,5,1,246,FG,,,,,,,,,,,,,,,,,,,,,,,267,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,5,2,,,,164,FG,,,,,197,FG,,,,,191,FG,,,,,137,FG,,168,FG,,188,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,5,3,,,,,,,161,FG,,,,,78,FG,,253,FG,,,,,,,,236,FG,,202,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,5,4,196,FG,,,,,,,,,,,155,FG,,,,,292,FG,,,,,345,FG,,187,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,5,5,,,,117,FG,,225,FG,,,,,,,,181,FG,,,,,,,,53,V3+,,201,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,5,6,,,,218,FG,,,,,,,,,,,225,FG,,,,,150,FG,,92,FG,,203,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,5,7,,,,,,,,,,124,FG,,,,,234,FG,,129,FG,,199,FG,,,,,,,now absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,5,8,,,,,,,,,,,,,,,,14,V2,,218,FG,,,,,164,FG,,128,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,5,9,,,,,,,,,,,,,,,,,,,,,,183,FG,,183,FG,,258,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,5,10,172,FG,,194,FG,,,,,,,,36,V1,no measurement recorded for this date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,5,1,167,FG,,191,FG,,188,FG,,110,FG,,58,FG,,,,,,,,,,,,,,111,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,5,2,162,FG,,134,FG,,,,,,,,173,FG,,93,FG,,,,,184,FG,,158,FG,,143,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,5,3,202,FG,,182,FG,,145,FG,,137,FG,,160,FG,,124,FG,,H,H,,173,FG,,111,FG,,153,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,5,4,179,FG,,153,FG,,H,H,,190,FG,,63,V3+,,117,FG,,169,FG,,143,FG,,144,FG,,121,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,5,5,156,FG,,87,FG,,110,FG,,,,,,,,112,FG,,114,FG,,,,,88,IB,,156,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,5,6,212,FG,,180,FG,,201,FG,,140,FG,,79,IB,,124,FG,,162,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,5,7,,,,147,FG,,83,FG,,104,FG,,141,FG,,109,FG,,115,V3+,,,,,,,,136,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,5,8,174,FG,,132,FG,,137,FG,,124,FG,,130,FG,,143,FG,,156,FG,,114,IB,,114,FG,,140,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,5,9,178,FG,,189,FG,,165,FG,,187,FG,,127,FG,,155,FG,,142,FG,,107,FG,,107,FG,,105,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,5,10,174,FG,,198,FG,,160,FG,,168,FG,,84,FG,,126,FG,,116,FG,,87,IB,,131,FG,,108,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,low,6,1,143,FG,herbivory,,,,,,,,,,154,FG,h herbivory,,,,42,V3+,h herbivory,,,,219,FG,h herbivory,30,V3+,h herbivory,,,,170,FG,herbivory,46,V3+,herbivory,,,,37,IB,h herbivory,162,FG,h herbivory,,,,78,FG,herbivory,,,,,,
6/23/22,white,low,6,2,118,FG,herbivory,198,FG,h herbivory,,,,168,FG,h herbivory,,,,,,,120,FG,h herbivory,,,,,,,,,,39,V3+,herbivory,193,FG,herbivory,93,FG,h herbivory,260,FG,h herbivory,,,,,,,58,V3+,h herbivory,74,V3+,h herbivory,,,,70,FG,herbivory
6/23/22,white,low,6,3,,,,196,FG,h herbivory,,,,28,V3+,h herbivory,171,FG,herbivory,,,,,,,,,,39,V3+,h herbivory,,,,222,FG,h herbivory,,,,,,,,,,133,FG,h herbivory,138,FG,h herbivory,129,V3+,h herbivory,,,,110,FG,herbivory,161,FG,herbivory
6/23/22,white,low,6,4,,,,25,V3+,,,,,,,,52,V3+,h herbivory,220,FG,h herbivory,,,,,,,,,,,,,,,,,,,52,V3+,h herbivory,,,,140,FG,h herbivory,76,V3+,h herbivory,,,,118,FG,h herbivory,172,FG,h herbivory,79,V3+,h herbivory
6/23/22,white,low,6,5,25,V3+,h herbivory,,,,,,,,,,,,,,,,,,,,,,38,V3+,h herbivory,238,FG,h herbivory,66,V3+,h herbivory,60,V3+,h herbivory,,,,145,FG,h herbivory,,,,80,V3+,herbivory,73,IB,h herbivory,,,,260,FG,h herbivory,70,V3+,herbivory
6/23/22,black,low,6,1,178,FG,herbivory,,,,,,,,,,,,,167,FG,herbivory,254,FG,h herbivory,72,V3+,h herbivory,,,,,,,,,,,,,236,FG,herbivory,,,,,,,,,,,,,,,,156,FG,h herbivory,,,
6/23/22,black,low,6,2,,,,,,,145,FG,herbivory,155,FG,h herbivory,177,FG,h herbivory,58,V3+,h herbivory,,,,,,,,,,,,,235,FG,herbivory,146,FG,herbivory,,,,252,FG,herbivory,225,FG,h herbivory,,,,,,,,,,,,,,,
6/23/22,black,low,6,3,,,,,,,,,,,,,,,,,,,,,,,,,262,FG,h herbivory,,,,,,,232,FG,herbivory,,,,,,,,,,,,,,,,,,,189,IB,herbivory,,,
6/23/22,black,low,6,4,,,,,,,,,,,,,,,,150,FG,h herbivory,,,,,,,,,,,,,211,FG,h herbivory,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,low,6,5,,,,,,,,,,,,,,,,,,,,,,,,,238,FG,h herbivory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,6,1,,,,191,FG,,,,,136,FG,,126,FG,,299,FG,,255,FG,,221,FG,,256,FG,,H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,6,2,180,FG,,146,FG,,184,FG,,215,FG,,191,FG,,161,FG,,203,FG,,201,FG,,,,,223,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,6,3,217,FG,,201,FG,,,,,143,FG,,158,FG,,,,,221,FG,,235,FG,,133,FG,,238,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,6,4,,,,220,FG,,170,FG,,,,,,,,186,FG,,197,FG,,218,FG,,165,FG,,219,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,6,5,,,,154,FG,,,,,148,FG,,,,,,,,,,,,,,142,FG,,178,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,6,6,120,FG,,188,FG,,145,FG,,,,,104,FG,,163,FG,,,,,180,FG,,109,FG,,254,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,6,7,150,FG,,,,,186,FG,,,,,,,,171,FG,,126,FB,,118,FG,,155,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,6,8,255,FG,,179,FG,,168,FG,,70,V3+,,194,FG,,163,FG,,207,FG,,,,,168,FG,,201,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,6,9,165,FG,,,,,188,FG,,168,FG,,190,FG,,163,FG,,194,FG,,,,,185,FG,,H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,6,10,167,FG,,H,H,,169,FG,,191,FG,,201,FG,,193,FG,,152,FG,,167,FG,,169,FG,,272,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,6,1,176,FG,,,,,,,,,,,,,,,,,202,FG,,45,V2,,227,FG,,179,IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,6,2,152,FG,,211,FG,,199,FG,,151,FG,,213,FG,,214,FG,,188,FG,,175,FG,,196,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,6,3,,,,,,,230,FG,,138,FG,,99,FB,,123,FG,,154,FG,,,,,188,FG,,306,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,6,4,,,,220,FG,,197,FG,,171,FG,,170,FG,,,,,170,FG,,225,FG,,,,,71,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,6,5,211,FG,,,,,,,,152,FG,,206,FG,,,,,147,FG,,185,FG,,212,FG,,186,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,6,6,188,FG,,,,,,,,103,IB,,183,FG,,154,FG,,196,FG,,229,FG,,176,FG,,352,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,6,7,144,FG,,186,FG,,191,FG,,232,FG,,208,FG,,,,,253,FG,,271,FG,,,,,166,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,6,8,,,,313,FG,,,,,242,FG,,167,FG,,251,FG,,204,FG,,,,,156,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,6,9,,,,202,FG,,271,FG,,,,,196,FG,,,,,,,,143,FG,,216,FG,,201,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,6,10,,,,,,,,,,282,FG,,224,FG,,,,,,,,112,FG,,220,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,7,1,,,,,,,,,,192,FG,,156,FG,,186,FG,,122,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,7,2,205,FG,,,,,228,FG,,195,FG,,21,V2,,218,FG,,177,FG,,164,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,7,3,104,FG,,,,,,,,205,FG,,267,FG,,164,FG,,223,FG,,220,FG,,,,,288,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,7,4,,,,312,FG,,,,,191,FG,,162,FG,,,,,217,FG,,171,FG,,192,FG,,214,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,7,5,252,FG,,164,FG,,200,FG,,207,FG,,91,FG,,120,FB,,182,FG,,H,H,,222,FG,,163,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,7,6,211,FG,,176,FG,,306,FG,,214,FG,,171,FG,,162,FG,,134,FG,,237,FG,,,,,198,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,7,7,166,FG,,240,FG,,,,,201,FG,,182,FG,,215,FG,,196,FG,,224,FG,,131,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,7,8,168,FG,,,,,213,FG,,166,FG,,161,FG,,,,,190,FG,,191,FG,,223,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,7,9,181,FG,,202,FG,,,,,203,FG,,165,FB,,215,FG,,,,,186,FG,,262,FG,,197,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,7,10,,,,,,,287,FG,,,,,68,IB,,203,FG,,226,FG,,,,,44,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,low,7,1,,,,,,,,,,,,,217,FG,,,,,342,FG,,,,,,,,286,FG,herbivory,161,FG,,,,,183,FG,herbivory,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,low,7,2,244,FG,herbivory,,,,,,,269,FG,herbivory,,,,224,FG,herbivory,,,,,,,,,,,,,266,FG,h herbivory,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,low,7,3,,,,,,,,,,154,FG,herbivory,,,,,,,303,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,low,7,4,175,FG,,,,,,,,,,,,,,246,FG,,,,,283,FG,herbivory,186,FG,herbivory,,,,266,FG,herbivory,,,,,,,,,,,,,149,FG,herbivory,,,,,,,,,,,,
6/23/22,black,low,7,5,,,,187,FG,,239,FG,herbivory,,,,,,,,,,,,,,,,,,,,,,,,,208,FG,h herbivory,,,,,,,102,V3+,h herbivory,,,,,,,,,,,,,,,
6/23/22,white,high,7,1,,,,223,FG,,,,,154,FG,,257,FG,,,,,116,FG,,71,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,7,2,158,FG,,173,FG,,195,FG,,242,FG,,310,FG,,110,FG,,,,,234,FG,,190,FG,,143,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,7,3,137,FG,,45,V1,,201,FG,,,,,217,FG,,,,now absent,185,FG,,192,FG,,211,FG,,80,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,7,4,168,FG,,,,,,,,,,,62,V2,,191,FG,,,,,220,FG,,235,FG,,240,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,7,5,192,FG,,,,,103,V3+,,,,,122,FG,,117,FG,,226,FG,,,,,167,FG,,197,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,7,6,203,FG,,209,FG,,159,FG,,98,FG,,165,FG,,194,FG,,225,FG,,220,FG,,198,FG,,214,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,7,7,,,,,,,,,,245,FG,,200,FG,,237,FG,,181,FG,,145,FG,,252,FG,,164,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,7,8,,,,,,,186,FG,,,,,140,FG,,241,FG,,69,FB,,191,FG,,316,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,7,9,,,,145,IB,,,,,,,,189,FG,,,,,,,,,,,230,FG,,162,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,7,10,152,FG,,209,FG,,241,FG,,180,FG,,86,FG,,,,,192,FG,,137,V3+,,230,FG,,121,IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,low,7,1,,,,,,,,,,,,,111,V3+,h herbivory,,,,,,,,,,,,,,,,92,V3+,h herbivory,,,,,,,,,,,,,56,V3+,H herbivory,,,,54,V3+,h herbivory,,,,,,
6/23/22,white,low,7,2,,,,,,,,,,,,,,,,59,V3+,h herbivory,,,,,,,,,,,,,189,FG,herbivory,,,,26,V3+,h herbivory,,,,,,,,,,29,V3+,h herbivory,,,,,,,,,
6/23/22,white,low,7,3,52,V3+,h herbivory,,,,,,,92,FG,h herbivory,70,V3+,h herbivory,,,,,,,,,,96,V3+,h herbivory,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,V3+,h herbivory,52,V3+,h herbivory
6/23/22,white,low,7,4,,,,77,V3+,h herbivory,,,,,,,,,,201,FG,h herbivory,81,V3+,h herbivory,,,,,,,,,,,,,265,FG,h herbivory,191,FG,h herbivory,,,,,,,,,,,,,50,V3+,h herbivory,,,,,,
6/23/22,white,low,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,now absent,,,,,,,,,,,,,36,V3+,h herbivory,,,
6/23/22,black,low,8,1,209,FG,,,,,,,,,,,,,,,,,,,,242,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,low,8,2,319,FG,,216,FG,,,,,,,,,,,,,,253,FG,,,,,305,FG,,,,,,,,316,FG,herbivory,153,FG,h herbivory,,,,,,,83,V3+,h herbivory,,,,,,,,,,,,
6/23/22,black,low,8,3,226,FG,,312,FG,,,,,225,FG,,,,,,,,344,FG,,265,FG,,,,,,,,,,,289,FG,herbivory,,,,,,,,,,347,FG,herbivory,225,FG,,,,,,,,,,
6/23/22,black,low,8,4,,,,190,FG,,,,,,,,260,FG,,,,,,,,166,FG,,,,,,,,,,,,,,,,,235,FG,,265,FG,,,,,,,,,,,,,,,,
6/23/22,black,low,8,5,261,FG,,141,FG,,213,FG,,236,FG,,,,,,,,,,,233,FG,,,,,,,,,,,,,,312,FG,herbivory,237,FG,herbivory,33,V3+,,,,,,,,,,,,,,,,
6/23/22,black,high,8,1,,,,,,,,,,259,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,8,2,,,,217,FG,,169,FG,,,,,210,FG,,,,,,,,,,,,,,228,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,8,3,,,,,,,185,FG,,138,FG,,,,,,,,98,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,8,4,,,,,,,214,FG,,,,,,,,,,,117,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,8,5,180,FG,,,,,,,,,,,,,,,,,65,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,8,6,,,,,,,,,,,,,,,,,,,,,,,,,211,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,8,7,,,,,,,,,,,,,183,FG,,,,,,,,,,,,,,249,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,8,8,,,,,,,,,,,,,,,,162,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,8,9,,,,,,,,,,,,,,,,,,,231,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,low,8,1,,,,,,,160,FG,h herbivory,99,FG,h herbivory,,,,222,FG,h herbivory,,,,163,FG,h herbivory,,,,,,,35,V3+,h herbivory,159,FG,h herbivory,,,,,,,,,,,,,,,,,,,163,FG,herbivory,,,
6/23/22,white,low,8,2,,,,147,FG,h herbivory,99,FG,herbivory,47,V3+,h herbivory,169,FG,h herbivory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,FG,herbivory,,,,,,,,,,,,
6/23/22,white,low,8,3,112,FG,h herbivory,75,V3+,h herbivory,,,,91,FG,h herbivory,187,FG,,90,V3+,h herbivory,35,V3+,h herbivory,,,,,,,61,V3+,,,,,119,FG,h herbivory,,,,,,,,,,37,V3+,h herbivory,,,,,,,,,,75,FG,herbivory
6/23/22,white,low,8,4,,,,34,V3+,h herbivory,57,FG,h herbivory,,,,176,FG,herbivory,,,,49,V3+,h herbivory,,,,62,V3+,h herbivory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,low,8,5,,,,,,,,,,,,,,,,,,,152,FG,herbivory,42,V3+,h herbivory,59,IB,h herbivory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,8,1,116,FG,,,,,,,,,,,,,,,,,,,,203,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,8,2,322,FG,,175,FG,,,,,,,,,,,276,FG,,179,FG,,,,,143,FG,,189,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,8,3,105,FG,,81,IB,,,,,166,FG,,210,FG,,254,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,8,4,,,,,,,223,FG,,,,,107,FG,,131,FG,,,,,,,,215,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,8,5,,,,115,FG,,118,FG,,247,FG,,,,,,,,,,,,,,175,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,8,6,196,FG,,92,IB,,177,FG,,141,FG,,199,FG,,,,,,,,,,,,,,191,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,8,7,171,FG,,166,FG,,196,FG,,257,FG,,222,FG,,,,,,,,20,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,8,8,,,,,,,,,,178,FG,,121,FG,,,,,,,,,,,272,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,8,9,,,,,,,,,,,,,,,,,,,,,,259,FG,,296,FG,,186,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,8,10,211,FG,,,,,,,,210,FG,,166,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,9,2,,,,,,,,,,228,FG,,,,,,,,24,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,9,3,,,,,,,255,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,9,5,,,,,,,,,,242,FG,,335,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,9,6,,,,,,,312,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,9,7,227,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,9,8,184,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,9,1,172,FG,,181,FG,,156,FG,,80,V3,,160,FG,,193,FG,,198,FG,,186,FG,,169,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,9,2,205,FG,,145,FG,,,,,172,FG,,95,FG,,185,FG,,,,,188,FG,,203,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,9,3,,,,133,FG,,,,,171,FG,,187,FG,,,,,,,,123,FG,,160,FG,,212,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,9,4,67,FG,,171,FG,,H,H,,140,FG,,,,,,,,,,,,,,46,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,9,5,112,FG,,,,,156,FG,,132,FG,,,,,115,FG,,,,,H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,9,6,,,,147,FG,,H,H,,,,,,,,,,,36,V3+,,170,FG,,,,,221,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,9,7,169,FG,,,,,,,,69,FG,,,,,45,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,9,8,,,,128,FG,,165,FG,,,,,,,,160,FG,,191,FG,,164,FG,,168,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,9,9,201,FG,,199,FG,,198,FG,,,,,230,FG,,168,FG,,,,,,,,238,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,high,9,10,,,,198,FG,,225,FG,,227,FG,,,,,217,FG,,217,FG,,209,FG,,182,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,low,9,1,,,,,,,293,FG,h herbivory,,,,,,,,,,,,,,,now absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,black,low,9,2,,,,,,,,,,,,,,,,224,FG,herbivory,106,FG,herbivory,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,FG,herbivory,320,FG,herbivory,225,FG,herbivory,,,
6/23/22,black,low,9,3,,,,,,,,,,,,,,,,293,FG,herbivory,,,,311,FG,h herbivory,,,,,,,,,,,,,,,,,,,364,FG,herbivory,,,,,,,229,FG,,,,,,,
6/23/22,black,low,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,FG,h herbivory,,,,295,FG,herbivory,192,FG,,221,FG,herbivory,264,FG ,h herbivory,172,FG,,,,,,,
6/23/22,black,low,9,5,,,,224,FG,h herbivory,,,,,,,,,,241,FG,herbivory,,,,269,FG,h herbivory,,,,173,FG,h herbivory,,,,,,,188,FG,herbivory,,,,,,,255,FG,,,,,,,,,,,,,
6/23/22,white,low,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,low,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,low,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,V3+,h herbivory,,,,,,
6/23/22,white,low,9,4,,,,,,,74,V3+,h herbivory,,,,,,,,,,,,now absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,V3+,herbivory,,,
6/23/22,white,low,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,FG,herbivory
6/23/22,white,high,10,1,,,,,,,,,,208,FG,,228,FG,,259,FG,,303,FG,,231,FG,,272,FG,,213,IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,10,2,299,FG,,,,,80,FG,,232,FG,,175,FG,,270,FG,,267,FG,,276,FG,,190,FG,,249,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/22,white,high,10,3,,,,,,,,,,217,FG,,148,FG,,,,,199,FG,,85,FG,,,,,261,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
