block,plot,x,y,harvest_date,density,albedo,live_harvest,v_harvest,harvest,tillers,biomass_whole,inflor_mass,note_standard_harvest,plantID,site,year,genotype,jday,live,v,herbivory,frost_heave,notes,mean_flower
4,4,12,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1212,CH,2023,1,161,Y,V3,NA,NA,D,161
4,2,11,1,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1051,CH,2023,1,161,N,NA,NA,NA,D,161
10,1,3,9,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2947,CH,2023,1,161,N,NA,NA,NA,NA,161
9,2,5,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2709,CH,2023,1,161,N,NA,NA,NA,D,161
3,1,4,6,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_684,CH,2023,1,161,Y,V2,NA,NA,D,161
9,4,8,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2808,CH,2023,1,161,Y,V3,NA,NA,D,161
8,4,2,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2482,CH,2023,1,161,Y,V2,NA,NA,D,161
5,1,5,5,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1317,CH,2023,1,161,N,NA,NA,NA,D,161
7,2,4,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2036,CH,2023,1,161,Y,V1,NA,NA,"D, FH",161
7,4,3,5,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2227,CH,2023,1,161,Y,V3,NA,NA,D,161
2,2,1,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_417,CH,2023,2,176,N,NA,NA,NA,D,176
6,2,5,1,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1685,CH,2023,2,176,Y,V2,NA,NA,D,176
5,1,7,3,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1303,CH,2023,2,176,Y,V2,NA,NA,D,176
2,1,6,2,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_334,CH,2023,2,176,Y,V3,NA,NA,D,176
7,3,7,1,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2087,CH,2023,2,176,Y,V3,NA,NA,D,176
1,1,5,1,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_5,CH,2023,2,176,N,NA,NA,NA,NA,176
9,2,2,1,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2642,CH,2023,2,176,Y,V2,NA,NA,D,176
3,1,8,4,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_672,CH,2023,2,176,Y,V2,NA,NA,D,176
10,2,8,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_3032,CH,2023,2,176,Y,V2,NA,NA,D,176
6,4,7,3,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1879,CH,2023,2,176,Y,V2,NA,NA,D,176
1,2,5,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_149,CH,2023,2,176,Y,V3+,NA,NA,D,176
6,3,5,6,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1805,CH,2023,2,176,N,NA,NA,NA,D,176
4,1,7,3,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_983,CH,2023,2,176,Y,V3,NA,NA,D,176
7,2,8,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2072,CH,2023,2,176,Y,V3,NA,NA,"D, FH",176
10,3,8,3,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_3064,CH,2023,2,176,Y,V1,NA,NA,E,176
9,4,16,5,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2880,CH,2023,2,176,Y,V3+,NA,NA,D,176
5,2,8,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1384,CH,2023,2,176,Y,V3,NA,NA,D,176
8,1,3,1,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2243,CH,2023,2,176,Y,V2,NA,NA,D,176
5,3,1,9,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1505,CH,2023,2,176,N,NA,NA,NA,NA,176
6,1,1,7,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1649,CH,2023,2,176,Y,V3+,NA,NA,E,176
4,2,3,1,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1043,CH,2023,2,176,N,NA,NA,NA,D,176
8,4,3,3,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2515,CH,2023,2,176,Y,V1,NA,NA,D,176
3,2,14,1,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_734,CH,2023,2,176,Y,V3+,NA,NA,D,176
10,1,6,6,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2926,CH,2023,2,176,N,NA,NA,NA,D,176
4,4,12,4,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1260,CH,2023,2,176,Y,V3,NA,NA,D,176
4,3,4,10,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1196,CH,2023,2,176,Y,V3,NA,NA,D,176
3,3,4,2,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_812,CH,2023,2,176,N,NA,NA,NA,NA,176
5,4,9,4,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1577,CH,2023,2,176,N,NA,NA,NA,NA,176
2,3,3,2,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_491,CH,2023,2,176,Y,V2,NA,NA,D,176
7,4,2,4,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2210,CH,2023,2,176,N,NA,NA,NA,NA,176
1,4,11,3,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_283,CH,2023,2,176,N,NA,NA,NA,D,176
9,3,4,1,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2724,CH,2023,2,176,N,NA,NA,NA,D,176
8,2,1,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2369,CH,2023,2,176,Y,V2,NA,NA,D,176
9,1,3,10,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2635,CH,2023,2,176,N,NA,NA,NA,D,176
2,4,15,2,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_591,CH,2023,2,176,Y,V3,NA,NA,D,176
10,4,9,2,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_3145,CH,2023,2,176,N,NA,NA,NA,D,176
2,1,7,4,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_351,CH,2023,2,176,Y,V2,NA,NA,D,176
8,1,3,7,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2291,CH,2023,5,162.2,Y,V3+,NA,NA,E,162.2
2,2,7,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_423,CH,2023,5,162.2,N,NA,NA,NA,D,162.2
6,2,5,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1749,CH,2023,5,162.2,Y,V3,NA,NA,D,162.2
5,1,3,1,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1283,CH,2023,5,162.2,N,NA,NA,NA,NA,162.2
9,1,8,3,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2584,CH,2023,5,162.2,N,NA,NA,NA,D,162.2
4,3,7,2,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1135,CH,2023,5,162.2,N,NA,NA,NA,D,162.2
9,4,14,3,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2846,CH,2023,5,162.2,Y,V3+,NA,NA,E,162.2
4,1,2,1,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_962,CH,2023,5,162.2,Y,V2,NA,NA,D,162.2
4,2,9,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1113,CH,2023,5,162.2,Y,NA,NA,NA,NA,162.2
8,4,15,3,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2527,CH,2023,5,162.2,N,NA,NA,NA,NA,162.2
2,4,7,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_567,CH,2023,5,162.2,Y,V1,NA,NA,D,162.2
5,2,14,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1390,CH,2023,5,162.2,N,NA,NA,NA,D,162.2
6,4,8,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1848,CH,2023,5,162.2,N,NA,NA,NA,D,162.2
5,3,1,5,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1473,CH,2023,5,162.2,N,NA,NA,NA,D,162.2
9,3,2,3,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2738,CH,2023,5,162.2,N,NA,NA,NA,NA,162.2
4,4,14,2,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1230,CH,2023,5,162.2,Y,V3,NA,NA,D,162.2
9,2,16,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2720,CH,2023,5,162.2,Y,V3,NA,NA,D,162.2
1,2,10,1,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_90,CH,2023,5,162.2,Y,V3+,NA,NA,D,162.2
7,3,6,6,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2126,CH,2023,5,162.2,Y,V1,NA,NA,D,162.2
3,1,5,7,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_693,CH,2023,5,162.2,Y,V2,NA,NA,"D, FH",162.2
3,4,15,5,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_959,CH,2023,5,162.2,Y,V3+,NA,NA,"E, FH",162.2
6,1,5,9,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1669,CH,2023,5,162.2,N,NA,NA,NA,NA,162.2
2,3,7,8,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_543,CH,2023,5,162.2,Y,V1,NA,NA,D,162.2
8,2,6,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2374,CH,2023,5,162.2,Y,V2,NA,NA,D,162.2
1,3,2,9,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_226,CH,2023,5,162.2,Y,V2,NA,NA,D,162.2
3,2,13,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_797,CH,2023,5,162.2,Y,V3,NA,NA,D,162.2
9,3,8,4,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2752,CH,2023,6,163.5,N,NA,NA,NA,FH,163.5
8,2,10,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2394,CH,2023,6,163.5,Y,V2,NA,NA,D,163.5
2,2,15,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_463,CH,2023,6,163.5,Y,V3,NA,NA,D,163.5
8,1,5,7,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2293,CH,2023,6,163.5,Y,V3+,NA,NA,E,163.5
6,3,4,3,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1780,CH,2023,6,163.5,Y,V3,NA,NA,D,163.5
2,3,8,3,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_504,CH,2023,6,163.5,N,NA,NA,NA,D,163.5
1,1,6,1,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_6,CH,2023,6,163.5,Y,V2,NA,NA,E,163.5
9,1,4,4,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2588,CH,2023,6,163.5,N,NA,NA,NA,D,163.5
3,2,1,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_785,CH,2023,6,163.5,N,NA,NA,NA,D,163.5
5,4,1,4,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1569,CH,2023,6,163.5,Y,V2,NA,NA,D,163.5
3,3,3,3,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_819,CH,2023,6,163.5,Y,V1,NA,NA,E,163.5
10,4,5,5,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_3189,CH,2023,6,163.5,Y,V2,NA,NA,D,163.5
2,4,2,3,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_594,CH,2023,6,163.5,Y,V1,NA,NA,D,163.5
3,1,2,1,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_642,CH,2023,6,163.5,Y,V2,NA,NA,D,163.5
3,4,8,2,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_904,CH,2023,6,163.5,N,NA,NA,NA,D,163.5
10,2,7,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_3015,CH,2023,6,163.5,Y,V3,NA,NA,D,163.5
5,1,1,8,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1337,CH,2023,6,163.5,N,NA,NA,NA,D,163.5
5,3,6,1,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1446,CH,2023,6,163.5,Y,V2,NA,NA,D,163.5
7,2,10,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2042,CH,2023,6,163.5,Y,V1,NA,NA,D,163.5
10,1,8,7,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2936,CH,2023,6,163.5,Y,V3,NA,NA,E,163.5
4,1,4,6,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1004,CH,2023,6,163.5,N,NA,NA,NA,D,163.5
7,4,11,5,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2235,CH,2023,6,163.5,Y,V1,NA,NA,"D, FH",163.5
1,4,12,4,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_300,CH,2023,6,163.5,Y,V1,NA,NA,D,163.5
6,4,10,5,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1914,CH,2023,6,163.5,Y,V2,NA,NA,D,163.5
4,3,2,10,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1194,CH,2023,6,163.5,N,NA,NA,NA,D,163.5
9,4,5,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2805,CH,2023,6,163.5,Y,V2,NA,NA,"D, FH",163.5
6,2,14,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1726,CH,2023,6,163.5,Y,V2,NA,NA,D,163.5
4,4,9,2,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1225,CH,2023,6,163.5,N,NA,NA,NA,D,163.5
4,2,9,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1097,CH,2023,6,163.5,N,NA,NA,NA,D,163.5
4,2,13,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1069,CH,2023,7,163.5,N,NA,NA,NA,D,163.5
5,3,2,10,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1514,CH,2023,7,163.5,N,NA,NA,NA,D,163.5
10,4,7,3,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_3159,CH,2023,7,163.5,Y,V2,NA,NA,D,163.5
10,3,1,10,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_3113,CH,2023,7,163.5,N,NA,NA,NA,D,163.5
5,1,3,2,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1291,CH,2023,7,163.5,N,NA,NA,NA,D,163.5
3,2,13,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_749,CH,2023,7,163.5,Y,V2,NA,NA,D,163.5
7,3,3,5,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2115,CH,2023,7,163.5,Y,V2,NA,NA,E,163.5
10,1,8,1,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2888,CH,2023,7,163.5,Y,V2,NA,NA,D,163.5
9,1,8,6,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2608,CH,2023,7,163.5,N,NA,NA,NA,D,163.5
6,2,14,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1758,CH,2023,7,163.5,Y,V2,NA,NA,D,163.5
6,3,1,9,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1825,CH,2023,7,163.5,Y,V2,NA,NA,D,163.5
4,1,5,8,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1021,CH,2023,7,163.5,Y,V2,NA,NA,E,163.5
2,3,5,6,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_525,CH,2023,7,163.5,Y,V2,NA,NA,E,163.5
2,4,15,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_575,CH,2023,7,163.5,N,NA,NA,NA,NA,163.5
10,2,11,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_3035,CH,2023,7,163.5,N,NA,NA,NA,FH,163.5
7,1,4,2,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1932,CH,2023,7,163.5,Y,V1,NA,NA,D,163.5
9,3,8,3,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2744,CH,2023,7,163.5,N,NA,NA,NA,D,163.5
2,2,3,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_467,CH,2023,7,163.5,N,NA,NA,NA,D,163.5
1,1,7,8,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_63,CH,2023,7,163.5,N,NA,NA,NA,D,163.5
3,1,2,4,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_666,CH,2023,7,163.5,Y,V1,NA,NA,E,163.5
9,2,3,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2675,CH,2023,7,163.5,N,NA,NA,NA,D,163.5
4,3,4,9,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1188,CH,2023,7,163.5,Y,V2,NA,NA,D,163.5
5,2,13,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1437,CH,2023,7,163.5,N,NA,NA,NA,D,163.5
7,2,7,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2023,CH,2023,7,163.5,Y,V2,NA,NA,D,163.5
1,2,5,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_117,CH,2023,7,163.5,Y,V3+,NA,NA,D,163.5
1,4,4,4,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_292,CH,2023,7,163.5,Y,V3+,NA,NA,D,163.5
8,1,2,2,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2250,CH,2023,7,163.5,Y,V2,NA,NA,D,163.5
1,3,2,1,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_162,CH,2023,7,163.5,Y,V1,NA,NA,D,163.5
2,1,1,4,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_345,CH,2023,7,163.5,N,NA,NA,NA,NA,163.5
3,4,12,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_892,CH,2023,7,163.5,Y,V2,NA,NA,D,163.5
4,4,15,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1215,CH,2023,7,163.5,N,NA,NA,NA,D,163.5
5,4,11,4,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1579,CH,2023,7,163.5,N,NA,NA,NA,D,163.5
6,1,3,6,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1643,CH,2023,7,163.5,Y,V2,NA,NA,D,163.5
8,2,14,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2398,CH,2023,7,163.5,Y,V2,NA,NA,D,163.5
7,4,4,4,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2212,CH,2023,7,163.5,Y,V2,NA,NA,D,163.5
8,4,14,3,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2526,CH,2023,7,163.5,Y,V2,NA,NA,D,163.5
8,3,2,10,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2474,CH,2023,7,163.5,Y,V2,NA,NA,D,163.5
3,3,3,1,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_803,CH,2023,7,163.5,Y,V1,NA,NA,D,163.5
10,4,16,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_3136,CH,2023,8,161.76190476190476,N,NA,NA,NA,D,161.76190476190476
6,1,4,3,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1620,CH,2023,8,161.76190476190476,N,NA,NA,NA,D,161.76190476190476
4,3,1,9,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1185,CH,2023,8,161.76190476190476,N,NA,NA,NA,D,161.76190476190476
3,1,8,10,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_720,CH,2023,8,161.76190476190476,Y,V3,NA,NA,E,161.76190476190476
9,3,1,5,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2753,CH,2023,8,161.76190476190476,N,NA,NA,NA,D,161.76190476190476
5,4,8,4,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1576,CH,2023,8,161.76190476190476,Y,V2,NA,NA,D,161.76190476190476
7,3,2,9,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2146,CH,2023,8,161.76190476190476,Y,V2,NA,NA,D,161.76190476190476
10,1,6,1,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2886,CH,2023,8,161.76190476190476,N,NA,NA,NA,D,161.76190476190476
1,2,13,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_109,CH,2023,8,161.76190476190476,Y,V2,NA,NA,D,161.76190476190476
9,1,7,7,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2615,CH,2023,8,161.76190476190476,N,NA,NA,NA,D,161.76190476190476
2,1,4,7,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_372,CH,2023,8,161.76190476190476,Y,V2,NA,NA,D,161.76190476190476
7,2,13,1,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2013,CH,2023,8,161.76190476190476,N,NA,NA,NA,D,161.76190476190476
6,3,8,8,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1824,CH,2023,8,161.76190476190476,N,NA,NA,NA,D,161.76190476190476
10,3,3,10,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_3115,CH,2023,8,161.76190476190476,N,NA,NA,NA,D,161.76190476190476
8,2,5,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2389,CH,2023,8,161.76190476190476,Y,V1,NA,NA,E,161.76190476190476
9,2,4,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2708,CH,2023,8,161.76190476190476,N,NA,NA,NA,FH,161.76190476190476
4,4,6,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1206,CH,2023,8,161.76190476190476,N,NA,NA,NA,D,161.76190476190476
4,2,4,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1076,CH,2023,8,161.76190476190476,N,NA,NA,NA,D,161.76190476190476
5,3,8,8,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1504,CH,2023,8,161.76190476190476,Y,V0,NA,NA,E,161.76190476190476
3,3,5,8,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_861,CH,2023,8,161.76190476190476,Y,V1,NA,NA,E,161.76190476190476
7,4,16,3,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2208,CH,2023,8,161.76190476190476,Y,V2,NA,NA,D,161.76190476190476
8,3,5,10,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2477,CH,2023,8,161.76190476190476,Y,V2,NA,NA,E,161.76190476190476
9,4,15,4,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2863,CH,2023,8,161.76190476190476,N,NA,NA,NA,NA,161.76190476190476
9,1,1,4,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2585,CH,2023,9,165,N,NA,NA,NA,D,165
9,2,6,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2678,CH,2023,9,165,N,NA,NA,NA,D,165
5,2,5,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1397,CH,2023,9,165,Y,V2,NA,NA,D,165
10,1,5,10,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2957,CH,2023,9,165,N,NA,NA,NA,D,165
8,3,2,1,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2402,CH,2023,9,165,Y,V3+,NA,NA,E,165
1,2,11,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_155,CH,2023,9,165,N,NA,NA,NA,D,165
2,1,8,5,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_360,CH,2023,9,165,Y,V2,NA,NA,D,165
2,4,5,4,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_613,CH,2023,9,165,Y,V1,NA,NA,D,165
9,4,16,2,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2832,CH,2023,9,165,Y,V3+,NA,NA,D,165
6,1,2,7,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1650,CH,2023,9,165,Y,V2,NA,NA,D,165
6,2,11,1,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1691,CH,2023,9,165,N,NA,NA,NA,D,165
4,3,8,3,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1144,CH,2023,9,165,N,NA,NA,NA,D,165
7,3,4,2,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2092,CH,2023,9,165,N,NA,NA,NA,NA,165
3,1,2,2,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_650,CH,2023,9,165,Y,V3,NA,NA,"D, FH",165
10,2,10,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2986,CH,2023,9,165,Y,V2,NA,NA,D,165
8,4,14,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2494,CH,2023,9,165,Y,V1,NA,NA,D,165
1,3,8,3,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_184,CH,2023,9,165,Y,V1,NA,NA,E,165
6,3,2,6,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1802,CH,2023,9,165,Y,V3,NA,NA,E,165
3,2,2,1,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_722,CH,2023,9,165,Y,V1,NA,NA,D,165
7,2,15,1,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2015,CH,2023,9,165,Y,V1,NA,NA,D,165
4,1,1,1,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_961,CH,2023,9,165,Y,V2,NA,NA,D,165
5,3,4,5,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1476,CH,2023,9,165,N,NA,NA,NA,D,165
1,1,5,5,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_37,CH,2023,9,165,N,NA,NA,NA,NA,165
4,2,6,1,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1046,CH,2023,9,165,N,NA,NA,NA,D,165
2,2,1,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_465,CH,2023,9,165,Y,V2,NA,NA,D,165
5,4,11,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1531,CH,2023,9,165,Y,V2,NA,NA,D,165
3,4,15,4,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_943,CH,2023,9,165,Y,V1,NA,NA,D,165
5,1,5,3,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1301,CH,2023,9,165,N,NA,NA,NA,NA,165
4,4,12,3,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1244,CH,2023,9,165,Y,V3,NA,NA,D,165
