"plantID","jday","live","v","length_mm","herbivory","frost_heave","notes"
"SS2023_1482",144,"Y","V1",NA,"","","DYING"
"SS2023_1482",156,"Y","V0",NA,"","","DYING"
"SS2023_1483",-67,"Y","V0",18,"","",""
"SS2023_1483",116,"Y","V0",NA,"","",""
"SS2023_1483",129,"Y","V1",NA,"","",""
"SS2023_1483",144,"Y","V3",NA,"","",""
"SS2023_1483",156,"Y","BS",NA,"","",""
"SS2023_1484",-67,"Y","V0",22,"","",""
"SS2023_1484",116,"Y","V1",NA,"","",""
"SS2023_1484",129,"Y","V2",NA,"","",""
"SS2023_1484",144,"Y","BS",NA,"","",""
"SS2023_1484",156,"Y","FG",NA,"","",""
"SS2023_1485",-67,"Y","V0",28,"","",""
"SS2023_1485",116,"Y","V2",NA,"","",""
"SS2023_1485",129,"Y","V3+",NA,"Y","",""
"SS2023_1485",144,"Y","BS",NA,"","",""
"SS2023_1485",156,"Y","FG",NA,"","",""
"SS2023_1486",-67,"N",NA,NA,"","",""
"SS2023_1486",116,"N",NA,NA,"","",""
"SS2023_1486",129,"N",NA,NA,"","",""
"SS2023_1486",144,"N",NA,NA,"","",""
"SS2023_1486",156,"N",NA,NA,"","",""
"SS2023_1487",-67,"N",NA,NA,"","",""
"SS2023_1487",116,"N",NA,NA,"","",""
"SS2023_1487",129,"N",NA,NA,"","",""
"SS2023_1487",144,"N",NA,NA,"","",""
"SS2023_1487",156,"N",NA,NA,"","",""
"SS2023_1488",-67,"Y","V0",25,"","",""
"SS2023_1488",116,"Y","V2",NA,"Y","",""
"SS2023_1488",129,"Y","V3",NA,"","",""
"SS2023_1488",144,"Y","BS",NA,"","",""
"SS2023_1488",156,"Y","FG",NA,"","",""
"SS2023_1489",-67,"N",NA,NA,"","",""
"SS2023_1489",116,"N",NA,NA,"","",""
"SS2023_1489",129,"N",NA,NA,"","",""
"SS2023_1489",144,"N",NA,NA,"","",""
"SS2023_1489",156,"N",NA,NA,"","",""
"SS2023_149",-68,"Y","V1",47,"","",""
"SS2023_149",114,"N",NA,NA,"","",""
"SS2023_149",129,"N",NA,NA,"","",""
"SS2023_149",144,"N",NA,NA,"","",""
"SS2023_149",156,"N",NA,NA,"","",""
"SS2023_1490",-67,"Y","V0",6,"","",""
"SS2023_1490",116,"N",NA,NA,"","",""
"SS2023_1490",129,"N",NA,NA,"","",""
"SS2023_1490",144,"N",NA,NA,"","",""
"SS2023_1490",156,"N",NA,NA,"","",""
"SS2023_1491",-67,"N",NA,NA,"","",""
"SS2023_1491",116,"N",NA,NA,"","Y",""
"SS2023_1491",129,"N",NA,NA,"","",""
"SS2023_1491",144,"N",NA,NA,"","",""
"SS2023_1491",156,"N",NA,NA,"","",""
"SS2023_1492",-67,"Y","V0",13,"","",""
"SS2023_1492",116,"Y","V1",NA,"","",""
"SS2023_1492",129,"Y","V2",NA,"","",""
"SS2023_1492",144,"Y","BS",NA,"","",""
"SS2023_1492",156,"Y","FG",NA,"","",""
"SS2023_1493",-67,"Y","V1",26,"","",""
"SS2023_1493",116,"Y","V2",NA,"","",""
"SS2023_1493",129,"Y","V3+",NA,"","",""
"SS2023_1493",144,"Y","V3+",NA,"","",""
"SS2023_1493",156,"Y","FG",NA,"","",""
"SS2023_1494",-67,"Y","V0",33,"","",""
"SS2023_1494",116,"Y","V2",NA,"","",""
"SS2023_1494",129,"Y","V3+",NA,"","",""
"SS2023_1494",144,"Y","BS",NA,"","",""
"SS2023_1494",156,"Y","FG",NA,"","",""
"SS2023_1495",-67,"Y","V0",24,"","",""
"SS2023_1495",116,"Y","V2",NA,"","",""
"SS2023_1495",129,"Y","V3",NA,"","",""
"SS2023_1495",144,"Y","BS",NA,"","",""
"SS2023_1495",156,"Y","FG",NA,"","",""
"SS2023_1496",-67,"N",NA,NA,"","",""
"SS2023_1496",116,"N",NA,NA,"","",""
"SS2023_1496",129,"N",NA,NA,"","",""
"SS2023_1496",144,"N",NA,NA,"","",""
"SS2023_1496",156,"N",NA,NA,"","",""
"SS2023_1497",-67,"Y","V0",25,"","",""
"SS2023_1497",116,"Y","V1",NA,"","",""
"SS2023_1497",129,"Y","V3",NA,"","",""
"SS2023_1497",144,"Y","V3+",NA,"","",""
"SS2023_1497",156,"Y","FG",NA,"","",""
"SS2023_1498",-67,"N",NA,NA,"","",""
"SS2023_1498",116,"N",NA,NA,"","",""
"SS2023_1498",129,"N",NA,NA,"","",""
"SS2023_1498",144,"N",NA,NA,"","",""
"SS2023_1498",156,"N",NA,NA,"","",""
"SS2023_1499",-67,"N",NA,NA,"","",""
"SS2023_1499",116,"N",NA,NA,"","",""
"SS2023_1499",129,"N",NA,NA,"","",""
"SS2023_1499",144,"N",NA,NA,"","",""
"SS2023_1499",156,"N",NA,NA,"","",""
"SS2023_15",-68,"Y","V0",35,"","",""
"SS2023_15",114,"Y","V1",NA,"","",""
"SS2023_15",129,"Y","V3",NA,"","",""
"SS2023_15",144,"Y","V3+",NA,"","",""
"SS2023_15",156,"Y","FG",NA,"","",""
"SS2023_150",-68,"Y","V0",41,"","",""
"SS2023_150",114,"N",NA,NA,"","",""
"SS2023_150",129,"N",NA,NA,"","",""
"SS2023_150",144,"N",NA,NA,"","",""
"SS2023_150",156,"N",NA,NA,"","",""
"SS2023_1500",-67,"N",NA,NA,"","",""
"SS2023_1500",116,"N",NA,NA,"","",""
"SS2023_1500",129,"N",NA,NA,"","",""
"SS2023_1500",144,"N",NA,NA,"","",""
"SS2023_1500",156,"N",NA,NA,"","",""
"SS2023_1501",-67,"N",NA,NA,"","",""
"SS2023_1501",116,"N",NA,NA,"","",""
"SS2023_1501",129,"N",NA,NA,"","",""
"SS2023_1501",144,"N","V0",NA,"","",""
"SS2023_1501",156,"N",NA,NA,"","",""
"SS2023_1502",-67,"Y","V1",37,"","",""
"SS2023_1502",116,"Y","V2",NA,"","",""
"SS2023_1502",129,"Y","V3",NA,"","",""
"SS2023_1502",144,"Y","V3+",NA,"","",""
"SS2023_1502",156,"Y","FG",NA,"","",""
"SS2023_1503",-67,"Y","V0",28,"","",""
"SS2023_1503",116,"Y","V1",NA,"","",""
"SS2023_1503",129,"Y","V3",NA,"","",""
"SS2023_1503",144,"Y","V3+",NA,"","",""
"SS2023_1503",156,"Y","BS",NA,"","",""
"SS2023_1504",-67,"Y","V1",39,"","",""
"SS2023_1504",116,"Y","V2",NA,"","",""
"SS2023_1504",129,"Y","V3",NA,"","",""
"SS2023_1504",144,"Y","V3+",NA,"","",""
"SS2023_1504",156,"Y","FG",NA,"","",""
"SS2023_1505",-67,"Y","V0",35,"","",""
"SS2023_1505",116,"Y","V1",NA,"","",""
"SS2023_1505",129,"Y","V3",NA,"","",""
"SS2023_1505",144,"Y","V3+",NA,"","",""
"SS2023_1505",156,"Y","FG",NA,"","",""
"SS2023_1506",-67,"N",NA,NA,"","",""
"SS2023_1506",116,"N",NA,NA,"","",""
"SS2023_1506",129,"N",NA,NA,"","",""
"SS2023_1506",144,"N",NA,NA,"","",""
"SS2023_1506",156,"N",NA,NA,"","",""
"SS2023_1507",-67,"N",NA,NA,"","",""
"SS2023_1507",116,"Y","V0",NA,"","",""
"SS2023_1507",129,"Y","V0",NA,"","","DYING"
"SS2023_1507",144,"N",NA,NA,"","",""
"SS2023_1507",156,"N",NA,NA,"","",""
"SS2023_1508",-67,"Y","V0",28,"","",""
"SS2023_1508",116,"Y","V2",NA,"","",""
"SS2023_1508",129,"Y","V3",NA,"","",""
"SS2023_1508",144,"Y","BS",NA,"","",""
"SS2023_1508",156,"Y","FG",NA,"","",""
"SS2023_1509",-67,"Y","V0",16,"","",""
"SS2023_1509",116,"Y","V1",NA,"","",""
"SS2023_1509",129,"Y","V2",NA,"","",""
"SS2023_1509",144,"Y","V3+",NA,"","",""
"SS2023_1509",156,"Y","FG",NA,"","",""
"SS2023_151",-68,"N",NA,NA,"","",""
"SS2023_151",114,"N",NA,NA,"","",""
"SS2023_151",129,"N",NA,NA,"","",""
"SS2023_151",144,"N",NA,NA,"","",""
"SS2023_151",156,"N",NA,NA,"","",""
"SS2023_1510",-67,"Y","V0",15,"","",""
"SS2023_1510",116,"Y","V0",NA,"","",""
"SS2023_1510",129,"N","V0",NA,"","",""
"SS2023_1510",144,"N",NA,NA,"","",""
"SS2023_1510",156,"N",NA,NA,"","",""
"SS2023_1511",-67,"N",NA,NA,"","",""
"SS2023_1511",116,"N",NA,NA,"","",""
"SS2023_1511",129,"N",NA,NA,"","",""
"SS2023_1511",144,"N",NA,NA,"","",""
"SS2023_1511",156,"N",NA,NA,"","",""
"SS2023_1512",-67,"Y","V0",30,"","",""
"SS2023_1512",116,"Y","V2",NA,"","",""
"SS2023_1512",129,"Y","V3",NA,"","",""
"SS2023_1512",144,"Y","V3+",NA,"","",""
"SS2023_1512",156,"Y","FG",NA,"","",""
"SS2023_1513",-67,"Y","V1",36,"","",""
"SS2023_1513",116,"Y","V2",NA,"","",""
"SS2023_1513",129,"Y","V3+",NA,"","",""
"SS2023_1513",144,"Y","V3+",NA,"","",""
"SS2023_1513",156,"Y","FG",NA,"","",""
"SS2023_1514",-67,"N",NA,NA,"","",""
"SS2023_1514",116,"N","V0",NA,"","",""
"SS2023_1514",129,"N",NA,NA,"","",""
"SS2023_1514",144,"N",NA,NA,"","",""
"SS2023_1514",156,"N",NA,NA,"","",""
"SS2023_1515",-67,"N",NA,NA,"","",""
"SS2023_1515",116,"N",NA,NA,"","",""
"SS2023_1515",129,"N",NA,NA,"","",""
"SS2023_1515",144,"N",NA,NA,"","",""
"SS2023_1515",156,"N",NA,NA,"","",""
"SS2023_1516",-67,"N",NA,NA,"","",""
"SS2023_1516",116,"N",NA,NA,"","",""
"SS2023_1516",129,"N",NA,NA,"","",""
"SS2023_1516",144,"N",NA,NA,"","",""
"SS2023_1516",156,"N",NA,NA,"","",""
"SS2023_1517",-67,"Y","V0",33,"","",""
"SS2023_1517",116,"Y","V2",NA,"","",""
"SS2023_1517",129,"Y","V3+",NA,"","",""
"SS2023_1517",144,"Y","V3+",NA,"","",""
"SS2023_1517",156,"Y","FG",NA,"","",""
"SS2023_1518",-67,"Y","V0",18,"","",""
"SS2023_1518",116,"Y","V1",NA,"","Y",""
"SS2023_1518",129,"Y","V2",NA,"","",""
"SS2023_1518",144,"Y","V3+",NA,"","",""
"SS2023_1518",156,"Y","FG",NA,"","",""
"SS2023_1519",-67,"N",NA,NA,"","",""
"SS2023_1519",116,"N",NA,NA,"","",""
"SS2023_1519",129,"N",NA,NA,"","",""
"SS2023_1519",144,"N",NA,NA,"","",""
"SS2023_1519",156,"N",NA,NA,"","",""
"SS2023_152",-68,"Y","V1",40,"","",""
"SS2023_152",114,"N",NA,NA,"","",""
"SS2023_152",129,"N",NA,NA,"","",""
"SS2023_152",144,"N",NA,NA,"","",""
"SS2023_152",156,"N",NA,NA,"","",""
"SS2023_1520",-67,"Y","V0",17,"","",""
"SS2023_1520",116,"Y","V1",NA,"","",""
"SS2023_1520",129,"Y","V3",NA,"","",""
"SS2023_1520",144,"Y","V3+",NA,"","",""
"SS2023_1520",156,"Y","FG",NA,"","",""
"SS2023_1521",-67,"Y","V1",52,"","",""
"SS2023_1521",116,"Y","V2",NA,"","Y",""
"SS2023_1521",129,"Y","V3+",NA,"","",""
"SS2023_1521",144,"Y","V3+",NA,"","",""
"SS2023_1521",156,"Y","FG",NA,"","",""
"SS2023_1522",-67,"Y","V1",49,"","",""
"SS2023_1522",116,"Y","V2",NA,"","",""
"SS2023_1522",129,"Y","V3",NA,"","",""
"SS2023_1522",144,"N",NA,NA,"","",""
"SS2023_1522",156,"N","V2",NA,"","",""
"SS2023_1523",-67,"N",NA,NA,"","",""
"SS2023_1523",116,"N",NA,NA,"","",""
"SS2023_1523",129,"N",NA,NA,"","",""
"SS2023_1523",144,"N",NA,NA,"","",""
"SS2023_1523",156,"N",NA,NA,"","",""
"SS2023_1524",-67,"N",NA,NA,"","",""
"SS2023_1524",116,"N",NA,NA,"","Y",""
"SS2023_1524",129,"N",NA,NA,"","",""
"SS2023_1524",144,"N",NA,NA,"","",""
"SS2023_1524",156,"N",NA,NA,"","",""
"SS2023_1525",-67,"Y","V1",57,"","",""
"SS2023_1525",116,"N","V1",NA,"","Y",""
"SS2023_1525",129,"N","V1",NA,"","",""
"SS2023_1525",144,"N",NA,NA,"","",""
"SS2023_1525",156,"N",NA,NA,"","",""
"SS2023_1526",-67,"Y","V0",12,"","",""
"SS2023_1526",116,"N","V0",NA,"","Y",""
"SS2023_1526",129,"N",NA,NA,"","",""
"SS2023_1526",144,"N",NA,NA,"","",""
"SS2023_1526",156,"N",NA,NA,"","",""
"SS2023_1527",-67,"Y","V1",51,"","",""
"SS2023_1527",116,"Y","V2",NA,"","Y",""
"SS2023_1527",129,"Y","V3",NA,"","",""
"SS2023_1527",144,"Y","V3+",NA,"","",""
"SS2023_1527",156,"Y","FG",NA,"","",""
"SS2023_1528",-67,"Y","V1",44,"","",""
"SS2023_1528",116,"Y","V2",NA,"","",""
"SS2023_1528",129,"Y","V3+",NA,"","",""
"SS2023_1528",144,"Y","BS",NA,"","",""
"SS2023_1528",156,"Y","FG",NA,"","",""
"SS2023_1529",-67,"Y","V1",42,"","",""
"SS2023_1529",116,"Y","V2",NA,"","",""
"SS2023_1529",129,"Y","V3",NA,"","",""
"SS2023_1529",144,"Y","V3+",NA,"","",""
"SS2023_1529",156,"Y","FG",NA,"","",""
"SS2023_153",-68,"Y","V0",34,"","",""
"SS2023_153",114,"N","V1",NA,"","",""
"SS2023_153",129,"N",NA,NA,"","",""
"SS2023_153",144,"N",NA,NA,"","",""
"SS2023_153",156,"N",NA,NA,"","",""
"SS2023_1530",-67,"Y","V0",20,"","",""
"SS2023_1530",116,"Y","V1",NA,"","Y","DYING"
"SS2023_1530",129,"Y","V1",NA,"","",""
"SS2023_1530",144,"Y","V3+",NA,"","",""
"SS2023_1530",156,"Y","FG",NA,"","",""
"SS2023_1531",-67,"Y","V0",32,"","",""
"SS2023_1531",116,"Y","V1",NA,"","",""
"SS2023_1531",129,"Y","V3",NA,"","",""
"SS2023_1531",144,"Y","V3+",NA,"","",""
"SS2023_1531",156,"Y","FG",NA,"","",""
"SS2023_1532",-67,"Y","V0",24,"","",""
"SS2023_1532",116,"Y","V1",NA,"","Y","DYING"
"SS2023_1532",129,"N",NA,NA,"","",""
"SS2023_1532",144,"N",NA,NA,"","",""
"SS2023_1532",156,"N",NA,NA,"","",""
"SS2023_1533",-67,"Y","V1",49,"","",""
"SS2023_1533",116,"Y","V1",NA,"","Y",""
"SS2023_1533",129,"Y","V3",NA,"","",""
"SS2023_1533",144,"Y","V3+",NA,"","",""
"SS2023_1533",156,"Y","BS",NA,"","",""
"SS2023_1534",-67,"Y","V1",50,"","",""
"SS2023_1534",116,"Y","V2",NA,"","Y",""
"SS2023_1534",129,"Y","V3",NA,"","",""
"SS2023_1534",144,"Y","BS",NA,"","",""
"SS2023_1534",156,"Y","FG",NA,"","",""
"SS2023_1535",-67,"N",NA,NA,"","",""
"SS2023_1535",116,"N","V0",NA,"","Y",""
"SS2023_1535",129,"N","V0",NA,"","",""
"SS2023_1535",144,"N",NA,NA,"","",""
"SS2023_1535",156,"N",NA,NA,"","",""
"SS2023_1536",-67,"Y","V1",44,"","",""
"SS2023_1536",116,"Y","V2",NA,"","Y",""
"SS2023_1536",129,"Y","V3+",NA,"","",""
"SS2023_1536",144,"Y","V3+",NA,"","",""
"SS2023_1536",156,"Y","BS",NA,"","",""
"SS2023_1537",-67,"Y","V1",21,"","",""
"SS2023_1537",116,"Y","V1",NA,"","Y",""
"SS2023_1537",129,"Y","V3",NA,"","",""
"SS2023_1537",144,"Y","V3+",NA,"","",""
"SS2023_1537",156,"Y","FG",NA,"","",""
"SS2023_1538",-67,"Y","V1",25,"","",""
"SS2023_1538",116,"Y","V1",NA,"","Y",""
"SS2023_1538",129,"Y","V3",NA,"","",""
"SS2023_1538",144,"Y","V3+",NA,"","",""
"SS2023_1538",156,"Y","FG",NA,"","",""
"SS2023_1539",-67,"Y","V1",53,"","",""
"SS2023_1539",116,"Y","V3",NA,"","",""
"SS2023_1539",129,"Y","V3",NA,"","",""
"SS2023_1539",144,"Y","V3+",NA,"","",""
"SS2023_1539",156,"Y","FG",NA,"","",""
"SS2023_154",-68,"N",NA,NA,"","",""
"SS2023_154",114,"N",NA,NA,"","",""
"SS2023_154",129,"N",NA,NA,"","",""
"SS2023_154",144,"N",NA,NA,"","",""
"SS2023_154",156,"N",NA,NA,"","",""
"SS2023_1540",-67,"Y","V0",21,"","",""
"SS2023_1540",116,"Y","V0",NA,"","Y",""
"SS2023_1540",129,"N",NA,NA,"","",""
"SS2023_1540",144,"N",NA,NA,"","",""
"SS2023_1540",156,"N",NA,NA,"","",""
"SS2023_1541",-67,"Y","V1",46,"","",""
"SS2023_1541",116,"Y","V1",NA,"","",""
"SS2023_1541",129,"Y","V2",NA,"","",""
"SS2023_1541",144,"Y","V3+",NA,"","",""
"SS2023_1541",156,"Y","FG",NA,"","",""
"SS2023_1542",-67,"Y","V0",40,"","",""
"SS2023_1542",116,"Y","V1",NA,"","Y",""
"SS2023_1542",129,"Y","V3",NA,"","",""
"SS2023_1542",144,"Y","V3+",NA,"","",""
"SS2023_1542",156,"Y","V3+",NA,"","","HALF DEAD"
"SS2023_1543",-67,"N",NA,NA,"","",""
"SS2023_1543",116,"N",NA,NA,"","Y",""
"SS2023_1543",129,"N",NA,NA,"","",""
"SS2023_1543",144,"N",NA,NA,"","",""
"SS2023_1543",156,"N",NA,NA,"","",""
"SS2023_1544",-67,"Y","V1",44,"","",""
"SS2023_1544",116,"Y","V2",NA,"","Y",""
"SS2023_1544",129,"Y","V3",NA,"","",""
"SS2023_1544",144,"Y","V3+",NA,"","",""
"SS2023_1544",156,"Y","FG",NA,"","",""
"SS2023_1545",-67,"Y","V1",54,"","",""
"SS2023_1545",116,"N","V1",NA,"","Y",""
"SS2023_1545",129,"N","V1",NA,"","",""
"SS2023_1545",144,"N",NA,NA,"","",""
"SS2023_1545",156,"N",NA,NA,"","",""
"SS2023_1546",-67,"Y","V0",25,"","",""
"SS2023_1546",116,"Y","V1",NA,"","Y",""
"SS2023_1546",129,"Y","V2",NA,"","",""
"SS2023_1546",144,"Y","V3",NA,"","",""
"SS2023_1546",156,"Y","FG",NA,"","",""
"SS2023_1547",-67,"Y","V0",37,"","",""
"SS2023_1547",116,"Y","V1",NA,"","Y",""
"SS2023_1547",129,"Y","V3",NA,"","",""
"SS2023_1547",144,"Y","BS",NA,"","",""
"SS2023_1547",156,"Y","FG",NA,"","",""
"SS2023_1548",-67,"Y","V1",44,"","",""
"SS2023_1548",116,"Y","V2",NA,"","",""
"SS2023_1548",129,"Y","V3+",NA,"","",""
"SS2023_1548",144,"Y","V3+",NA,"","",""
"SS2023_1548",156,"Y","FG",NA,"","",""
"SS2023_1549",-67,"N",NA,NA,"","",""
"SS2023_1549",116,"N",NA,NA,"","",""
"SS2023_1549",129,"N",NA,NA,"","",""
"SS2023_1549",144,"N",NA,NA,"","",""
"SS2023_1549",156,"N",NA,NA,"","",""
"SS2023_155",-68,"N",NA,NA,"","",""
"SS2023_155",114,"N",NA,NA,"","",""
"SS2023_155",129,"N",NA,NA,"","",""
"SS2023_155",144,"N",NA,NA,"","",""
"SS2023_155",156,"N",NA,NA,"","",""
"SS2023_1550",-67,"N",NA,NA,"","",""
"SS2023_1550",116,"Y","V2",NA,"","Y",""
"SS2023_1550",129,"Y","V3+",NA,"","",""
"SS2023_1550",144,"Y","V3+",NA,"","",""
"SS2023_1550",156,"Y","BS",NA,"","",""
"SS2023_1551",-67,"Y","V1",40,"","",""
"SS2023_1551",116,"Y","V1",NA,"","Y",""
"SS2023_1551",129,"N","V0",NA,"","",""
"SS2023_1551",144,"N","V1",NA,"","",""
"SS2023_1551",156,"N",NA,NA,"","",""
"SS2023_1552",-67,"Y","V1",36,"","",""
"SS2023_1552",116,"Y","V1",NA,"","Y",""
"SS2023_1552",129,"Y","V3",NA,"","",""
"SS2023_1552",144,"Y","V3+",NA,"","",""
"SS2023_1552",156,"Y","BS",NA,"","",""
"SS2023_1553",-67,"Y","V1",46,"","",""
"SS2023_1553",116,"Y","V2",NA,"","Y",""
"SS2023_1553",129,"Y","V3+",NA,"","",""
"SS2023_1553",144,"Y","V3+",NA,"","",""
"SS2023_1553",156,"Y","FG",NA,"","",""
"SS2023_1554",-67,"Y","V2",54,"","",""
"SS2023_1554",116,"Y","V1",NA,"","",""
"SS2023_1554",129,"Y","V2",NA,"","",""
"SS2023_1554",144,"Y","V3",NA,"","",""
"SS2023_1554",156,"N","V2",NA,"","",""
"SS2023_1555",-67,"N",NA,NA,"","",""
"SS2023_1555",116,"N",NA,NA,"","Y",""
"SS2023_1555",129,"N",NA,NA,"","",""
"SS2023_1555",144,"N",NA,NA,"","",""
"SS2023_1555",156,"N",NA,NA,"","",""
"SS2023_1556",-67,"Y","V1",42,"","",""
"SS2023_1556",116,"N","V1",NA,"","Y",""
"SS2023_1556",129,"N","V1",NA,"","",""
"SS2023_1556",144,"N",NA,NA,"","",""
"SS2023_1556",156,"N",NA,NA,"","",""
"SS2023_1557",-67,"Y","V1",36,"","",""
"SS2023_1557",116,"Y","V2",NA,"","Y",""
"SS2023_1557",129,"Y","V3+",NA,"","",""
"SS2023_1557",144,"Y","BS",NA,"","",""
"SS2023_1557",156,"Y","FG",NA,"","",""
"SS2023_1558",-67,"Y","V1",32,"","",""
"SS2023_1558",116,"N","V0",NA,"","Y",""
"SS2023_1558",129,"N",NA,NA,"","",""
"SS2023_1558",144,"N",NA,NA,"","",""
"SS2023_1558",156,"N",NA,NA,"","",""
"SS2023_1559",-67,"Y","V1",42,"","",""
"SS2023_1559",116,"Y","V2",NA,"","Y",""
"SS2023_1559",129,"Y","V3+",NA,"","",""
"SS2023_1559",144,"Y","BS",NA,"Y","",""
"SS2023_1559",156,"Y","FG",NA,"","",""
"SS2023_156",-68,"Y","V1",42,"","",""
"SS2023_156",114,"Y","V2",NA,"","",""
"SS2023_156",129,"Y","V3+",NA,"","",""
"SS2023_156",144,"Y","V3+",NA,"","",""
"SS2023_156",156,"Y","BS",NA,"","",""
"SS2023_1560",-67,"Y","V1",43,"","",""
"SS2023_1560",116,"Y","V1",NA,"","Y",""
"SS2023_1560",129,"Y","V1",NA,"","","DYING"
"SS2023_1560",144,"N",NA,NA,"","",""
"SS2023_1560",156,"N",NA,NA,"","",""
"SS2023_1561",-67,"Y","V0",37,"","",""
"SS2023_1561",116,"N",NA,NA,"","Y",""
"SS2023_1561",129,"N",NA,NA,"","",""
"SS2023_1561",144,"N",NA,NA,"","",""
"SS2023_1561",156,"N",NA,NA,"","",""
"SS2023_1562",-67,"Y","V1",38,"","",""
"SS2023_1562",116,"Y","V1",NA,"","Y",""
"SS2023_1562",129,"Y","V3",NA,"","",""
"SS2023_1562",144,"Y","V3+",NA,"","",""
"SS2023_1562",156,"Y","BS",NA,"","",""
"SS2023_1563",-67,"Y","V1",38,"","",""
"SS2023_1563",116,"Y","V2",NA,"","",""
"SS2023_1563",129,"Y","V3",NA,"","","DYING"
"SS2023_1563",144,"N","V3",NA,"","",""
"SS2023_1563",156,"N","V2",NA,"","",""
"SS2023_1564",-67,"Y","V1",43,"","",""
"SS2023_1564",116,"Y","V1",NA,"","",""
"SS2023_1564",129,"Y","V3",NA,"","",""
"SS2023_1564",144,"Y","V3+",NA,"","",""
"SS2023_1564",156,"Y","BS",NA,"","",""
"SS2023_1565",-67,"N",NA,NA,"","",""
"SS2023_1565",116,"N","V0",NA,"","Y",""
"SS2023_1565",129,"N",NA,NA,"","",""
"SS2023_1565",144,"N",NA,NA,"","",""
"SS2023_1565",156,"N",NA,NA,"","",""
"SS2023_1566",-67,"Y","V1",35,"","",""
"SS2023_1566",116,"Y","V2",NA,"","Y",""
"SS2023_1566",129,"Y","V3+",NA,"","",""
"SS2023_1566",144,"Y","V3+",NA,"","",""
"SS2023_1566",156,"Y","FG",NA,"","",""
"SS2023_1567",-67,"Y","V0",32,"","",""
"SS2023_1567",116,"Y","V2",NA,"","Y",""
"SS2023_1567",129,"Y","V1",NA,"","","DYING"
"SS2023_1567",144,"Y","V3",NA,"","",""
"SS2023_1567",156,"N",NA,NA,"","",""
"SS2023_1568",-67,"Y","V1",34,"","",""
"SS2023_1568",116,"Y","V1",NA,"","Y",""
"SS2023_1568",129,"N","V1",NA,"","",""
"SS2023_1568",144,"N",NA,NA,"","",""
"SS2023_1568",156,"N",NA,NA,"","",""
"SS2023_1569",-67,"Y","V1",48,"","",""
"SS2023_1569",116,"N","V1",NA,"","Y",""
"SS2023_1569",129,"N",NA,NA,"","",""
"SS2023_1569",144,"N",NA,NA,"","",""
"SS2023_1569",156,"N",NA,NA,"","",""
"SS2023_157",-68,"Y","V1",38,"","",""
"SS2023_157",114,"N","V1",NA,"","Y",""
"SS2023_157",129,"N","V1",NA,"","",""
"SS2023_157",144,"N",NA,NA,"","",""
"SS2023_157",156,"N",NA,NA,"","",""
"SS2023_1570",-67,"N",NA,NA,"","",""
"SS2023_1570",116,"N",NA,NA,"","",""
"SS2023_1570",129,"N",NA,NA,"","",""
"SS2023_1570",144,"N",NA,NA,"","",""
"SS2023_1570",156,"N",NA,NA,"","",""
"SS2023_1571",-67,"Y","V1",48,"","",""
"SS2023_1571",116,"Y","V2",NA,"","",""
"SS2023_1571",129,"Y","V3+",NA,"","",""
"SS2023_1571",144,"Y","V3+",NA,"","",""
"SS2023_1571",156,"Y","V3+",NA,"","",""
"SS2023_1572",-67,"Y","V1",38,"","",""
"SS2023_1572",116,"Y","V2",NA,"","Y",""
"SS2023_1572",129,"N",NA,NA,"","",""
"SS2023_1572",144,"N",NA,NA,"","",""
"SS2023_1572",156,"N",NA,NA,"","",""
"SS2023_1573",-67,"Y","V0",23,"","",""
"SS2023_1573",116,"Y","V1",NA,"","Y",""
"SS2023_1573",129,"Y","V2",NA,"","",""
"SS2023_1573",144,"Y","V3",NA,"","",""
"SS2023_1573",156,"Y","V3+",NA,"","",""
"SS2023_1574",-67,"N",NA,NA,"","",""
"SS2023_1574",116,"N",NA,NA,"","",""
"SS2023_1574",129,"N",NA,NA,"","",""
"SS2023_1574",144,"N",NA,NA,"","",""
"SS2023_1574",156,"N",NA,NA,"","",""
"SS2023_1575",-67,"Y","V0",10,"","",""
"SS2023_1575",116,"N","V0",NA,"","Y",""
"SS2023_1575",129,"N",NA,NA,"","",""
"SS2023_1575",144,"N",NA,NA,"","",""
"SS2023_1575",156,"N",NA,NA,"","",""
"SS2023_1576",-67,"Y","V1",39,"","",""
"SS2023_1576",116,"Y","V2",NA,"","",""
"SS2023_1576",129,"Y","V3+",NA,"","",""
"SS2023_1576",144,"Y","V3+",NA,"Y","",""
"SS2023_1576",156,"Y","FG",NA,"","",""
"SS2023_1577",-67,"Y","V0",44,"","",""
"SS2023_1577",116,"Y","V1",NA,"","Y",""
"SS2023_1577",129,"Y","V3+",NA,"","",""
"SS2023_1577",144,"Y","BS",NA,"","",""
"SS2023_1577",156,"Y","FG",NA,"","",""
"SS2023_1578",-67,"Y","V1",33,"","",""
"SS2023_1578",116,"Y","V2",NA,"","Y",""
"SS2023_1578",129,"Y","V3+",NA,"","",""
"SS2023_1578",144,"Y","BS",NA,"","",""
"SS2023_1578",156,"Y","FG",NA,"","",""
"SS2023_1579",-67,"Y","V1",43,"","",""
"SS2023_1579",116,"Y","V2",NA,"","Y",""
"SS2023_1579",129,"Y","V3+",NA,"","",""
"SS2023_1579",144,"Y","V3+",NA,"","",""
"SS2023_1579",156,"Y","FG",NA,"","",""
"SS2023_158",-68,"N",NA,NA,"","",""
"SS2023_158",114,"N",NA,NA,"","",""
