SiteCode,Date,"Transect (N, E, S, or W)",Treatment (control OR removal),Distance from center (m),Species,Cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,6,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,6,Poa pratensis,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,6.2,Litter,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,6.2,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,6.2,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,6.2,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,6.4,Litter,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,6.4,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,6.4,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,6.4,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,6.6,Litter,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,6.6,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,6.6,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,6.6,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,6.8,Litter,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,6.8,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,6.8,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,6.8,Tragopogon dubius,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,6.8,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,7,Litter,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,7,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,7,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,7,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,7.2,Litter,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,7.2,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,7.2,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,7.2,Pascopyrum smithii,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,7.4,Litter,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,7.4,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,7.4,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,7.4,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,7.6,Litter,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,7.6,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,7.6,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,7.6,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,7.8,Litter,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,7.8,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,7.8,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,7.8,Pascopyrum smithii,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,8,Litter,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,8,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,8,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,8,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,8.2,Litter,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,8.2,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,8.2,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,8.2,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,8.2,Sphaeralcea coccinea,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,8.4,Litter,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,8.4,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,8.4,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,8.4,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,8.6,Litter,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,8.6,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,8.6,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,8.6,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,8.8,Litter,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,8.8,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,8.8,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,8.8,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,9,Litter,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,9,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,9,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,9,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,9.2,Litter,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,9.2,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,9.2,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,9.2,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,9.4,Litter,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,9.4,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,9.4,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,9.4,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,9.6,Litter,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,9.6,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,9.6,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,9.6,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,9.8,Litter,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,9.8,Bromus japonicus,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,9.8,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,10,Litter,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,10,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,10,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,E,control,10,Pascopyrum smithii,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,2.2,Litter,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,2.4,Litter,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,2.6,Litter,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,2.8,Litter,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,2.8,Bare,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,3,Litter,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,3,Bare,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,3.2,Litter,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,3.2,Bare,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,3.4,Litter,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,3.6,Litter,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,3.8,Litter,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,4,Litter,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,4.2,Litter,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,4.2,Bare,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,4.4,Litter,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,4.4,Bare,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,4.6,Litter,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,4.6,Bare,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,4.8,Litter,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,4.8,Bare,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,5,Litter,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,5,Bare,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,5.2,Litter,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,5.2,Bare,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,5.4,Litter,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,5.6,Litter,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,5.8,Litter,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,5.8,Bare,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,6,Litter,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,6.2,Litter,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,6.2,Bare,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,6.4,Litter,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,6.6,Litter,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,6.8,Litter,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,6.8,Bare,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,7,Litter,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,S,removal,7,Bare,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,2.2,Litter,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,2.4,Litter,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,2.6,Litter,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,2.8,Litter,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,2.8,Bare,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,3,Litter,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,3,Bare,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,3.2,Litter,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,3.2,Bare,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,3.4,Litter,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,3.4,Bare,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,3.6,Litter,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,3.8,Litter,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,3.8,Bare,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,4,Litter,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,4.2,Litter,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,4.4,Litter,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,4.4,Bare,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,4.6,Litter,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,4.6,Bare,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,4.8,Litter,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,4.8,Bare,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,5,Litter,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,5,Bare,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,5.2,Litter,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,5.2,Bare,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,5.4,Litter,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,5.4,Bare,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,5.6,Litter,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,5.6,Bare,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,5.8,Litter,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,5.8,Bare,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,6,Litter,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,6,Bare,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,6.2,Litter,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,6.2,Bare,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,6.4,Litter,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,6.4,Bare,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,6.6,Litter,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,6.6,Bare,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,6.8,Litter,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,6.8,Bare,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,7,Litter,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Lone_Pine,10/6/2021,W,removal,7,Bare,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,0.2,Litter,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,0.2,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,0.2,Pascopyrum smithii,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,0.4,Litter,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,0.4,Moss,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,0.4,Lichen,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,0.4,Bromus tectorum,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,0.4,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,0.6,Litter,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,0.6,Bare,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,0.6,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,0.6,Bromus tectorum,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,0.6,Pascopyrum smithii,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,0.6,Bouteloua gracilis,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,0.6,Hesperostipa comata,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,0.8,Litter,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,0.8,Lichen,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,0.8,Bromus tectorum,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,0.8,Pascopyrum smithii,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,0.8,Bouteloua gracilis,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,0.8,Hesperostipa comata,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,0.8,Taraxacum officinale,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,1,Litter,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,1,Bromus tectorum,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,1,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,1,Bouteloua gracilis,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,1.2,Litter,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,1.2,Lichen,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,1.2,Bromus tectorum,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,1.2,Pascopyrum smithii,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,1.4,Litter,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,1.4,Moss,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,1.4,Lichen,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,1.4,Bromus tectorum,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,1.4,Bouteloua gracilis,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,1.4,Taraxacum officinale,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,1.6,Litter,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,1.6,Moss,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,1.6,Bromus tectorum,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,1.6,Bouteloua gracilis,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,1.6,Taraxacum officinale,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,1.8,Litter,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,1.8,Bare,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,1.8,Moss,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,1.8,Lichen,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,1.8,Bromus tectorum,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,1.8,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,1.8,Tragopogon dubius,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,2,Litter,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,2,Bromus tectorum,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FtK_Cottonwood_Coulee,6/9/2021,W,control,2,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
