SiteCode,"Transect (N, E, S, or W)",Treatment (control OR removal),Distance from center (m),Planting date,Emergence census date,Emerged (Y or No),BRTE neighbors ,Emergence census 2 date,Emerged (Y or No),Final census date,Seeds (Y or No),Seeds produced,Total plant dry mass (g),Litter depth,Notes (Herbivore damage? Disease?),
FtK_Cottonwood_Coulee,S,removal,4.8,9/9/2020,10/6/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,S,removal,5,9/9/2020,10/6/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,S,removal,5.2,9/9/2020,10/6/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,S,removal,5.4,9/9/2020,10/6/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,S,removal,5.6,9/9/2020,10/6/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,S,removal,5.8,9/9/2020,10/6/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,S,removal,6,9/9/2020,10/6/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,S,removal,6.2,9/9/2020,10/6/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,S,removal,6.4,9/9/2020,10/6/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,S,removal,6.6,9/9/2020,10/6/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,S,removal,6.8,9/9/2020,10/6/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,S,removal,7,9/9/2020,10/6/2020,Y,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,0.2,9/9/2020,10/6/2020,Y,8,5/4/2021,Y,6/9/2021,Y,16,0.01,,,
FtK_Cottonwood_Coulee,W,control,0.4,9/9/2020,10/6/2020,Y,10,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,0.6,9/9/2020,10/6/2020,Y,12,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,0.8,9/9/2020,10/6/2020,N,10,5/4/2021,Y,6/9/2021,Y,8,0.01,,,
FtK_Cottonwood_Coulee,W,control,1,9/9/2020,10/6/2020,Y,6,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,1.2,9/9/2020,10/6/2020,N,16,5/4/2021,Y,6/9/2021,Y,17,0.02,,,
FtK_Cottonwood_Coulee,W,control,1.4,9/9/2020,10/6/2020,Y,8,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,1.6,9/9/2020,10/6/2020,N,5,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,1.8,9/9/2020,10/6/2020,Y,5,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,2,9/9/2020,10/6/2020,Y,6,5/4/2021,Y,6/9/2021,Y,1,0.01,,,
FtK_Cottonwood_Coulee,W,control,2.2,9/9/2020,10/6/2020,N,7,5/4/2021,Y,6/9/2021,Y,14,0.02,,,
FtK_Cottonwood_Coulee,W,control,2.4,9/9/2020,10/6/2020,N,3,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,2.6,9/9/2020,10/6/2020,N,9,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,2.8,9/9/2020,10/6/2020,N,6,5/4/2021,Y,6/9/2021,Y,9,0.01,,,
FtK_Cottonwood_Coulee,W,control,3,9/9/2020,10/6/2020,N,11,5/4/2021,Y,6/9/2021,Y,31,0.02,,,
FtK_Cottonwood_Coulee,W,control,3.2,9/9/2020,10/6/2020,N,11,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,3.4,9/9/2020,10/6/2020,Y,4,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,3.6,9/9/2020,10/6/2020,N,3,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,3.8,9/9/2020,10/6/2020,N,2,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,4,9/9/2020,10/6/2020,Y,5,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,4.2,9/9/2020,10/6/2020,N,1,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,4.4,9/9/2020,10/6/2020,Y,2,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,4.6,9/9/2020,10/6/2020,Y,12,5/4/2021,Y,6/9/2021,Y,7,0.01,,,
FtK_Cottonwood_Coulee,W,control,4.8,9/9/2020,10/6/2020,N,11,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,5,9/9/2020,10/6/2020,N,7,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,5.2,9/9/2020,10/6/2020,N,9,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,5.4,9/9/2020,10/6/2020,Y,7,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,5.6,9/9/2020,10/6/2020,N,4,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,5.8,9/9/2020,10/6/2020,N,4,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,6,9/9/2020,10/6/2020,N,8,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,6.2,9/9/2020,10/6/2020,N,5,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,6.4,9/9/2020,10/6/2020,N,2,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,6.6,9/9/2020,10/6/2020,Y,4,5/4/2021,Y,6/9/2021,Y,17,0.02,,,
FtK_Cottonwood_Coulee,W,control,6.8,9/9/2020,10/6/2020,Y,4,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,7,9/9/2020,10/6/2020,N,5,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,7.2,9/9/2020,10/6/2020,Y,3,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,7.4,9/9/2020,10/6/2020,N,3,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,7.6,9/9/2020,10/6/2020,Y,,5/4/2021,Y,6/9/2021,Y,15,0.02,,,
FtK_Cottonwood_Coulee,W,control,7.8,9/9/2020,10/6/2020,N,2,5/4/2021,Y,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,8,9/9/2020,10/6/2020,Y,4,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,8.2,9/9/2020,10/6/2020,N,15,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,8.4,9/9/2020,10/6/2020,N,6,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,8.6,9/9/2020,10/6/2020,N,2,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,8.8,9/9/2020,10/6/2020,N,3,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,9,9/9/2020,10/6/2020,Y,4,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,9.2,9/9/2020,10/6/2020,Y,6,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,9.4,9/9/2020,10/6/2020,N,3,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,9.6,9/9/2020,10/6/2020,N,4,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Cottonwood_Coulee,W,control,9.8,9/9/2020,10/6/2020,N,7,5/4/2021,Y,6/9/2021,Y,6,0.01,,,
FtK_Cottonwood_Coulee,W,control,10,9/9/2020,10/6/2020,Y,2,5/4/2021,Y,6/9/2021,Y,10,0.02,,,
FtK_Lone_Pine,N,control,0.2,9/10/2020,10/5/2020,N,1,5/4/2021,Y,6/9/2021,Y,51,0.04,,,
FtK_Lone_Pine,N,control,0.4,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,0.6,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,0.8,9/10/2020,10/5/2020,N,1,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,1,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,1.2,9/10/2020,10/5/2020,N,4,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,1.4,9/10/2020,10/5/2020,N,2,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,1.6,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,1.8,9/10/2020,10/5/2020,N,2,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,2,9/10/2020,10/5/2020,N,3,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,2.2,9/10/2020,10/5/2020,N,1,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,2.4,9/10/2020,10/5/2020,N,1,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,2.6,9/10/2020,10/5/2020,N,1,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,2.8,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,3,9/10/2020,10/5/2020,N,3,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,3.2,9/10/2020,10/5/2020,N,2,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,3.4,9/10/2020,10/5/2020,N,2,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,3.6,9/10/2020,10/5/2020,N,3,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,3.8,9/10/2020,10/5/2020,N,2,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,4,9/10/2020,10/5/2020,N,1,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,4.2,9/10/2020,10/5/2020,N,2,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,4.4,9/10/2020,10/5/2020,N,1,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,4.6,9/10/2020,10/5/2020,N,1,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,4.8,9/10/2020,10/5/2020,N,3,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,5,9/10/2020,10/5/2020,N,14,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,5.2,9/10/2020,10/5/2020,Y,3,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,5.4,9/10/2020,10/5/2020,N,4,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,5.6,9/10/2020,10/5/2020,Y,5,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,5.8,9/10/2020,10/5/2020,N,9,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,6,9/10/2020,10/5/2020,N,3,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,6.2,9/10/2020,10/5/2020,N,3,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,6.4,9/10/2020,10/5/2020,N,2,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,6.6,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,6.8,9/10/2020,10/5/2020,N,4,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,7,9/10/2020,10/5/2020,N,3,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,7.2,9/10/2020,10/5/2020,N,3,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,7.4,9/10/2020,10/5/2020,N,3,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,7.6,9/10/2020,10/5/2020,N,6,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,7.8,9/10/2020,10/5/2020,N,5,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,8,9/10/2020,10/5/2020,N,4,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,8.2,9/10/2020,10/5/2020,N,2,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,8.4,9/10/2020,10/5/2020,N,4,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,8.6,9/10/2020,10/5/2020,N,4,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,8.8,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,9,9/10/2020,10/5/2020,N,2,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,9.2,9/10/2020,10/5/2020,N,2,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,9.4,9/10/2020,10/5/2020,N,1,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,9.6,9/10/2020,10/5/2020,N,3,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,9.8,9/10/2020,10/5/2020,N,4,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,N,control,10,9/10/2020,10/5/2020,N,4,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,0.2,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,0.4,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,0.6,9/10/2020,10/5/2020,N,14,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,0.8,9/10/2020,10/5/2020,N,5,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,1,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,1.2,9/10/2020,10/5/2020,N,1,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,1.4,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,1.6,9/10/2020,10/5/2020,N,1,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,1.8,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,2,9/10/2020,10/5/2020,N,3,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,2.2,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,2.4,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,2.6,9/10/2020,10/5/2020,N,4,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,2.8,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,3,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,3.2,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,3.4,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,3.6,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,3.8,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,4,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,4.2,9/10/2020,10/5/2020,N,1,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,4.4,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,4.6,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,4.8,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,5,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,5.2,9/10/2020,10/5/2020,N,1,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,5.4,9/10/2020,10/5/2020,N,1,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,5.6,9/10/2020,10/5/2020,N,1,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,5.8,9/10/2020,10/5/2020,N,2,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,6,9/10/2020,10/5/2020,N,1,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,6.2,9/10/2020,10/5/2020,N,1,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,6.4,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,6.6,9/10/2020,10/5/2020,N,7,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,6.8,9/10/2020,10/5/2020,N,2,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,7,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,7.2,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,7.4,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,7.6,9/10/2020,10/5/2020,Y,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,7.8,9/10/2020,10/5/2020,N,3,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,8,9/10/2020,10/5/2020,N,3,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,8.2,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,8.4,9/10/2020,10/5/2020,N,2,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,8.6,9/10/2020,10/5/2020,N,7,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,8.8,9/10/2020,10/5/2020,N,2,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,9,9/10/2020,10/5/2020,N,3,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,9.2,9/10/2020,10/5/2020,N,1,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,9.4,9/10/2020,10/5/2020,N,0,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,9.6,9/10/2020,10/5/2020,N,4,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,9.8,9/10/2020,10/5/2020,N,2,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,E,control,10,9/10/2020,10/5/2020,N,1,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,S,removal,2.2,9/10/2020,10/5/2020,Y,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,S,removal,2.4,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,S,removal,2.6,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,S,removal,2.8,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,S,removal,3,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,S,removal,3.2,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,S,removal,3.4,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,S,removal,3.6,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,S,removal,3.8,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,S,removal,4,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,S,removal,4.2,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,S,removal,4.4,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,S,removal,4.6,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,S,removal,4.8,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,S,removal,5,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,S,removal,5.2,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,S,removal,5.4,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,S,removal,5.6,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,S,removal,5.8,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,S,removal,6,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,S,removal,6.2,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,S,removal,6.4,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,S,removal,6.6,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,S,removal,6.8,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,S,removal,7,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,W,removal,2.2,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,W,removal,2.4,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,W,removal,2.6,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,W,removal,2.8,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,W,removal,3,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,W,removal,3.2,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,W,removal,3.4,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,W,removal,3.6,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,W,removal,3.8,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,W,removal,4,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,W,removal,4.2,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,W,removal,4.4,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,W,removal,4.6,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,W,removal,4.8,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,W,removal,5,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,W,removal,5.2,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,W,removal,5.4,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,W,removal,5.6,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,W,removal,5.8,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,W,removal,6,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,W,removal,6.2,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
FtK_Lone_Pine,W,removal,6.4,9/10/2020,10/5/2020,N,,5/4/2021,N,6/9/2021,N,0,0.00,,,
